cell_id,epithelial_refinement_cluster,original_Tier_A,original_Tier_B,refined_Tier_A,refined_Tier_B
jbieimdd-1,11,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbiffppe-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbihamck-1,23,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbiidgbg-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbiigmbh-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbiiniio-1,0,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbiipeih-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbijabag-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbijanjj-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbijgobd-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbilecle-1,21,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbiljdck-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbiloijb-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbilokpp-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbilpeco-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbilpien-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbimdiog-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbimgbgj-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbimjcon-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbimkjpp-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbinjbin-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbiopahc-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbiplndi-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjabkdb-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjaemom-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjafbal-1,19,pancreatic acinar epithelium,acinar epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjapbjl-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjblncm-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjbnkdo-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjdcnfm-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjghekf-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjgilco-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjhfnhl-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjhlglp-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjicecl-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjicgmk-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjidcpe-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjipmij-1,19,pancreatic acinar epithelium,acinar epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjjhkgd-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjkanab-1,14,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjkfoka-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjlipfa-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjmecih-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjneeom-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjnekek-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjobpea-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjokagh-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjokhfh-1,13,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbjpknma-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbjpmnba-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkaceke-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbkajdhg-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkclkma-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkdoipf-1,19,pancreatic acinar epithelium,acinar epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkgehhd-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbkhaphk-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkhklen-1,14,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkiigdh-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkilahe-1,4,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkipcod-1,17,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbkjalbm-1,20,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbkjkope-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbkkelma-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkkgjcj-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkkpfdh-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbklcdfd-1,14,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkldoem-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbkljegh-1,4,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbknknac-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbkpcffh-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jblaanca-1,13,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jblbjnpn-1,20,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jblbnfin-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jblbnhkk-1,13,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jblecdmg-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jblgjppe-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jblgnoji-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jblgodof-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jblideka-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jblimgol-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbljefik-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jblkjomf-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jblklmfh-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbllcibn-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbllfnfd-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jblnbkab-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jblnjafm-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jblobeip-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmeojhj-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmgfmem-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmgmdpa-1,18,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmhhpmm-1,11,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbmhnkmn-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbmjecgf-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmmjojn-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmnmego-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmobadf-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmobplj-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmpjeha-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbmpjfaf-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbnacnif-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbnajpkn-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbnakdmh-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbndhegi-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbndlkek-1,4,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbnfphpa-1,4,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbnhcnjl-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbnhkblh-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbnidfni-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbnkjemi-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbnkklha-1,3,pancreatic acinar epithelium,acinar epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbnlencf-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbnnjijp-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbnpeaoi-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbnpkmdd-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbnpojgm-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbocblio-1,18,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jboclcen-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jboecpao-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jboefajb-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jboemnnc-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbofbaoo-1,14,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbofejdo-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbohelmj-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbohkfek-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbojihad-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbojppla-1,0,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbokfegm-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbokkckh-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbollofp-1,23,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic acinar epithelium,acinar epithelial
jbolobja-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbonggig-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbonghfi-1,11,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbooknlj-1,23,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbpapkpa-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpbbihp-1,4,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpcihih-1,4,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpclmkj-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbpcnoio-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpdfhdk-1,9,Islets,endocrine/islet,pancreatic acinar epithelium,acinar epithelial
jbpefimd-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpgimhk-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpgjjdl-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbphmpjm-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbpiahgf-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpidajh-1,2,Islets,endocrine/islet,pancreatic acinar epithelium,acinar epithelial
jbpidicj-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpjnhbd-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbpkblkc-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbpkilig-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpmcoan-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbpmkilc-1,13,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpmklfm-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbpmmcll-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jbpmnamj-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbpoiege-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jbppnajk-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcaaohni-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcabeald-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcabganh-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcackeei-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcadaeio-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcadodhn-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcaeahpc-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcaebnmm-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcaekhaa-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcaempce-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcafdeni-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcaffloc-1,13,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcafkdfd-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcafocjo-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcagkoid-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcahihhp-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcahkped-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcajaceh-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcajhcog-1,13,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcalfdml-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcanhbkd-1,13,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcaniddf-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcaojnii-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcaokdpj-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcappopf-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbakoee-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcbanife-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbapdea-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcbbgmdl-1,23,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic acinar epithelium,acinar epithelial
jcbcpnnb-1,4,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbdedfc-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbdhnhe-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbdmaip-1,14,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbfffpn-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbffiek-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcbgbbeh-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbhcikk-1,10,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbjcbfj-1,14,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbkbhie-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcblcpij-1,13,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcblmcmn-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbmkgnp-1,23,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcbmmamg-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcbmonid-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbndhcg-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbnhnmf-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbpamgh-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcbpbmio-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbpfchi-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcbpkooi-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccabbgf-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jccabpoo-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccbdjng-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccbkgkk-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccbnnlf-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcccdmfg-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccdjmfe-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccfoado-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccgagef-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jccgcnig-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccheeia-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccieemk-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccjabbe-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccjpkfe-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcclhjkj-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcclpigh-1,16,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccngild-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccnjfip-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccnphoi-1,12,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccpgeab-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jccpkaap-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdallin-1,2,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcddcefk-1,1,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdddblb-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdfacpo-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdfdmkm-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdflnmd-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdfmbnh-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdgdmen-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdhagmh-1,9,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdhcmhb-1,6,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdiejdj-1,23,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdifchd-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcdifebc-1,23,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdigimf-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdigohb-1,22,pancreatic acinar epithelium,acinar epithelial,pancreatic acinar epithelium,acinar epithelial
jcdjhcli-1,5,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcdkamcn-1,19,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcdkbmbl-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
jcdlmnee-1,3,pancreatic ductal epithelium,ductal/tumor epithelial,pancreatic ductal epithelium,ductal/tumor epithelial
