annotation_version,sample_id,cluster_key,leiden,n_cells,fraction,top_marker_genes,suggested_Tier_A,suggested_Tier_B,annotation_score,annotation_note,final_Tier_A,final_Tier_B,notes
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,18,1757,0.013082943029256,"MKI67, GPX2, GPRC5A, UBE2C, MDM2, EPCAM, CENPF, CDK1",pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,0.4192449814845729,best marker program: ductal_epithelial_score_z,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,19,1722,0.0128223266342509,"GPRC5A, MALL, SERPINB3, COL17A1, C15orf48, EPCAM, SEMA3C, ACTG2",pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0.6907680795812424,best marker program: ductal_epithelial_score_z,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,2,15662,0.1166221136734253,"CFTR, CFB, FXYD2, CXCL6, PROX1, PPP1R1B, EPCAM, FSTL3",pancreatic ductal epithelium,ductal/tumor epithelial,1.5083467660722538,best marker program: ductal_epithelial_score_z,pancreatic ductal epithelium,ductal/tumor epithelial,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,20,1354,0.0100821313953401,"CPA3, KIT, IL1RL1, MS4A2, SLC18A2, FBLN1, PDGFRA, ASPN",Mast cells,mast cell,2.752934103004752,ambiguous: top_marker_rule_3_hits close to second-best,Mast cells,mast cell,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,21,1314,0.0097842840867629,"GCG, INS, SCGN, SST, CHGA, PCSK2, TM4SF4, PPP1R1A",Islets,endocrine/islet,3.745596961358627,ambiguous: top_marker_rule_5_hits close to second-best,Islets,endocrine/islet,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,22,1145,0.008525879208024,"MZB1, CD79A, SLAMF7, TENT5C, PECAM1, PRDM1, TNFRSF17, CYTIP",B lineage,plasma-like B lineage,4.196813881117858,ambiguous: top_marker_rule_2_hits close to second-best,B lineage,plasma-like B lineage,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,23,1103,0.0082131395340178,"AMY2A, GATM, PECAM1, AQP8, APOLD1, ANPEP, CD34, CD93",Endothelial cells,endothelial,2.5,best marker program: top_marker_rule_2_hits,Endothelial cells,endothelial,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,24,1037,0.0077216914748654,"INS, GCG, SCGN, SST, CHGA, PCSK2, PPP1R1A, TM4SF4",Islets,endocrine/islet,6.235307096618464,ambiguous: top_marker_rule_5_hits close to second-best,Islets,endocrine/islet,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,25,798,0.0059420538061162,"AMY2A, GATM, INS, AQP8, GCG, ANPEP, SCGN, CFTR",Islets,endocrine/islet,2.3478812924921355,ambiguous: top_marker_rule_2_hits close to second-best,Islets,endocrine/islet,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,26,739,0.0055027290259648,"TMC5, GPX2, TM4SF4, CFB, DMBT1, ACE2, NTN4, CAPN8",pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1.8356308170198716,best marker program: ductal_epithelial_score_z,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,27,507,0.0037752146362167,"CPA3, KIT, IL1RL1, MS4A2, SLC18A2, GATA2, VWA5A, HPGDS",Mast cells,mast cell,8.153246263642362,ambiguous: top_marker_rule_5_hits close to second-best,Mast cells,mast cell,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,28,482,0.0035890600683559,"INS, GCG, SCGN, SST, CHGA, PCSK2, HEPACAM2, PPP1R1A",Islets,endocrine/islet,7.37157431910849,ambiguous: top_marker_rule_5_hits close to second-best,Islets,endocrine/islet,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,3,14367,0.1069793070582365,"AMY2A, GATM, AQP8, ANPEP, FKBP11, MYC, KCNK3, CFTR",pancreatic acinar epithelium,acinar epithelial,2.2,best marker program: top_marker_rule_3_hits,pancreatic acinar epithelium,acinar epithelial,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,4,10966,0.0816548396464552,"IL7R, PTPRC, CXCR4, TRAC, CCL5, CD3E, CD8A, CD2",T cells,Tregs,2.3,best marker program: top_marker_rule_6_hits,T cells,Tregs,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,5,9330,0.0694728847256454,"MS4A6A, CD163, AIF1, PTPRC, MS4A4A, FCGR3A, C1orf162, MRC1",Myeloid cells,myeloid/macrophage,2.4,best marker program: top_marker_rule_3_hits,Myeloid cells,myeloid/macrophage,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,6,8607,0.0640892946231114,"AMY2A, GATM, AQP8, CFTR, ANPEP, PROX1, NTN4, FKBP11",pancreatic acinar epithelium,acinar epithelial,2.2,best marker program: top_marker_rule_3_hits,pancreatic acinar epithelium,acinar epithelial,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,7,5684,0.0423241025488283,"AIF1, MS4A6A, CD163, CXCR4, C1orf162, PTPRC, FCGR3A, CD14",Myeloid cells,myeloid/macrophage,2.4,best marker program: top_marker_rule_4_hits,Myeloid cells,myeloid/macrophage,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,8,6452,0.0480427708735116,"CFTR, AMY2A, GATM, FXYD2, PROX1, PPP1R1B, CFB, EPCAM",pancreatic acinar epithelium,acinar epithelial,2.2,best marker program: top_marker_rule_2_hits,pancreatic acinar epithelium,acinar epithelial,
cluster_full_panel_v9_xenium_graphclust_io_mucosa_submucosa_k24,pdac_pancreas_v1,xenium_graphclust,9,5356,0.0398817546184948,"GPRC5A, GPX2, EPCAM, FHL2, TMC5, MDM2, MALL, MKI67",pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,0.3923336883986289,best marker program: ductal_epithelial_score_z,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,
