,sample_id,Tier_A,Tier_B,leiden_annotation,x_centroid,y_centroid,epi_kmeans_6,epi_kmeans_8,epi_kmeans_10,epi_kmeans_12,epi_kmeans_14
aafmmefb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6011.25927734375,1930.294189453125,4,4,4,4,4
aafmmlbd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6007.64599609375,1927.57568359375,1,1,1,4,4
aafmmmpg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6020.4287109375,1938.111083984375,1,1,1,4,4
aafngpnj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6024.03173828125,1940.3377685546875,1,1,1,4,4
aafnhmpb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6018.62109375,1931.5101318359375,1,1,1,4,4
aafnlkdl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6020.853515625,1934.598388671875,1,1,1,4,4
aafnmcad-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6015.150390625,1934.696533203125,1,1,1,4,4
aafnmchg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6018.87451171875,1927.600830078125,1,4,4,4,4
aafocleg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6015.9990234375,1925.0037841796875,1,1,1,4,4
aafodonj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6015.80712890625,1942.1402587890625,1,1,1,4,4
aafogadn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6017.77734375,1953.3988037109375,1,4,4,10,10
aafogiid-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6019.30419921875,1947.394287109375,1,1,1,1,4
aafoibmh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6018.453125,1944.2705078125,1,1,1,1,1
aafojiee-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6006.79638671875,1960.6300048828125,1,1,1,4,4
aafojihp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6008.01708984375,1971.7900390625,4,4,4,4,4
aafolklf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6011.619140625,1966.508056640625,4,4,4,4,4
aafomcld-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6007.42529296875,1963.83349609375,1,1,1,4,4
aafpddjc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6005.15966796875,1967.545654296875,1,1,1,4,4
aafpkngl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6014.96142578125,1959.104736328125,4,4,4,4,4
aagaoglo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6022.68701171875,1961.2332763671875,1,4,4,4,4
aagbhamm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6012.02734375,1947.1956787109375,4,4,4,10,4
aagbjgcb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6007.5,1956.0648193359375,1,4,4,4,4
aagbliok-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6013.96240234375,1951.931884765625,1,4,4,4,4
aagbodek-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6007.27685546875,1951.469970703125,1,4,4,4,4
aagcceok-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6027.6103515625,1925.1995849609375,4,4,4,10,10
aagchmaa-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6027.5703125,1932.9862060546875,1,1,1,1,1
aagcihek-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6025.61328125,1930.2203369140625,1,6,6,6,6
aagckphd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6023.14453125,1928.28125,1,1,1,1,1
aagcmibc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6023.54541015625,1943.6080322265625,1,1,1,4,4
aagcnfmb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6027.8857421875,1943.1513671875,1,1,1,1,1
aagcokca-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6035.76123046875,1932.3646240234375,4,4,4,10,10
aagdcohj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6034.828125,1937.0634765625,4,4,4,4,4
aagdfjhb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6033.45751953125,1928.1993408203125,4,4,4,4,4
aagdojak-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6028.1484375,1936.5208740234375,1,1,1,4,4
aagecdnn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6034.45654296875,1943.2454833984375,1,1,1,4,4
aageclge-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6030.5419921875,1940.4398193359375,1,1,1,4,4
aagijflf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6062.71533203125,1923.91259765625,4,4,4,4,4
aagijjmb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6063.1650390625,1929.4813232421875,1,1,1,4,4
aagkadfb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6127.91015625,1961.634033203125,1,4,4,4,4
aagkgodh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6123.8955078125,1964.6947021484375,4,1,1,4,4
aagkllma-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6125.859375,1987.6837158203125,4,4,4,4,4
aaglkgok-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6118.22998046875,1993.5716552734375,1,6,6,6,6
aaglledf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6125.5751953125,1993.7325439453125,1,1,1,1,1
aaglnehd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6120.0732421875,1989.2113037109375,4,4,4,4,4
aaglnjmn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6107.15673828125,1978.47607421875,4,4,4,4,4
aagloego-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6108.62841796875,1986.1942138671875,4,4,4,4,4
aagmepbo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6112.95263671875,1979.9951171875,4,4,4,4,4
aagmfbnm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6129.59228515625,1978.2242431640625,1,1,1,1,1
aagmfjec-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6124.09375,1982.073486328125,1,1,1,4,4
aagmpmak-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6135.271484375,1983.102294921875,4,4,4,10,10
aagnbglh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6119.89404296875,1969.324951171875,4,4,4,10,10
aagnhkmc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6121.05859375,1976.0738525390625,4,4,4,4,4
aagobgnp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6116.60498046875,1974.412841796875,1,1,1,4,4
aagoegmn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6128.4013671875,1971.0426025390625,4,4,4,4,4
aagoejph-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6112.7861328125,1974.035400390625,1,1,1,4,4
aagokanb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6113.205078125,1968.1151123046875,4,4,4,4,4
aagokiij-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6107.5810546875,1973.3740234375,4,4,4,4,4
aagopenp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6109.4755859375,1948.798095703125,4,4,4,4,4
aagpeboo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6122.14404296875,1938.7698974609375,4,4,4,4,13
aagpglkp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6113.201171875,1951.3514404296875,1,1,1,1,1
aagpijcj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6119.32958984375,1949.4114990234375,4,4,4,4,4
aahabblh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6116.9892578125,1942.99462890625,4,4,4,10,10
aahadgpd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6115.3349609375,1957.2813720703125,4,4,4,10,10
aahajnol-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6119.9921875,1962.3958740234375,1,1,1,4,4
aahalfib-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6121.21240234375,1957.3914794921875,4,4,4,4,4
aahalkkc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6128.56787109375,1949.1312255859375,4,4,4,4,4
aahbeekk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6125.076171875,1953.3812255859375,4,4,4,4,4
aahbojic-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6071.5703125,1955.2774658203125,4,4,4,4,4
aahcgcef-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6065.177734375,1958.2728271484375,1,4,4,4,4
aaheflcf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6072.6455078125,1964.7418212890625,4,4,4,10,10
aahegdob-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6066.328125,1970.099365234375,4,4,4,4,4
aahfphel-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6103.89794921875,1961.603515625,1,1,1,1,1
aahkapnn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6068.30517578125,1950.981689453125,4,4,4,10,10
aahmmkki-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5996.572265625,1923.264892578125,1,4,4,4,4
aahnggcj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5989.3427734375,1933.7880859375,4,4,4,4,4
aahnlibj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5994.97802734375,1929.071533203125,4,4,4,4,4
aahojcne-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6005.73583984375,1947.8695068359375,1,1,1,1,1
aahomlkp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5997.7919921875,1946.543212890625,1,1,1,1,4
aahoodff-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5999.53076171875,1951.5357666015625,4,4,4,4,4
aahpcomh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5983.29541015625,1952.7412109375,4,4,4,10,10
aahpegjf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5989.556640625,1948.21875,4,4,4,10,10
aahpimfl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5998.1689453125,1933.7498779296875,1,1,1,4,4
aahpjndb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5995.88232421875,1941.587890625,1,4,4,4,4
aahplgmj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5995.03955078125,1937.5733642578125,1,1,1,4,4
aahpmcik-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6002.86474609375,1945.8681640625,1,1,1,1,1
aaiabihf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6005.25537109375,1933.91357421875,1,1,1,4,4
aaibjinc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5986.43505859375,1930.244873046875,4,4,4,4,4
aaibnopj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5984.873046875,1942.8277587890625,4,4,4,10,10
aaicabph-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5985.021484375,1937.8970947265625,4,4,4,4,13
aaicbnpg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5980.134765625,1932.1556396484375,4,4,4,4,4
aaicghfi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6004.056640625,1922.5213623046875,4,4,4,4,4
aaicljob-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6002.33837890625,1930.3089599609375,1,1,1,1,1
aaicmmnm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6001.97607421875,1926.3243408203125,1,1,1,4,4
aaikimme-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5980.08203125,1908.799560546875,4,4,4,10,10
aaikojcg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5987.50244140625,1897.53955078125,4,4,4,10,10
aailbgjm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5983.37109375,1913.1085205078125,4,4,4,10,10
aaildnak-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5984.83056640625,1902.9993896484375,4,4,4,10,10
aaincmbk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5991.0966796875,1912.66357421875,4,4,4,10,10
aaindhbf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5984.2568359375,1920.3551025390625,4,4,4,4,4
aainicio-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5999.89453125,1913.255859375,4,4,4,10,10
aainilgd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5992.1552734375,1917.7110595703125,1,4,4,4,4
aajdldia-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5913.19384765625,2124.6103515625,4,4,4,10,10
aajdomin-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5911.63720703125,2136.0107421875,4,4,4,10,10
aajebeln-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5905.89306640625,2127.84375,1,4,4,4,4
aajedbgf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5924.2099609375,2151.2314453125,4,4,4,10,10
aajefplg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5925.72802734375,2164.736328125,4,4,4,10,10
aajegjjf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5924.427734375,2157.57080078125,4,4,4,10,10
aajehaff-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5920.990234375,2122.0244140625,4,4,4,10,10
aajeklco-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5925.3720703125,2137.853271484375,4,4,4,10,10
aajelmga-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5922.66455078125,2128.752197265625,4,4,4,10,10
aajffkob-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5918.2939453125,2147.319580078125,4,4,4,10,10
aajfloda-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5912.6259765625,2098.345947265625,4,4,4,4,4
aajfolml-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5912.32958984375,2090.7060546875,4,4,4,4,4
aajgmmhp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5914.49072265625,2106.164306640625,4,4,4,10,10
aajgnmjm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5905.90087890625,2120.066162109375,4,4,4,4,4
aajgppka-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5911.30859375,2116.888671875,4,4,4,10,10
aajhbnnn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5906.83544921875,2108.919921875,4,4,4,10,10
aakalfij-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5904.82666015625,1990.30810546875,4,4,4,4,4
aakccgcm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5997.2158203125,1966.1451416015625,4,4,4,10,10
aakcdeil-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6000.498046875,1971.0791015625,1,4,4,4,4
aakckbec-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5989.46484375,1965.590576171875,4,4,4,4,4
aakckfbh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6001.0146484375,1955.2181396484375,1,1,1,4,4
aakcklci-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5999.978515625,1962.3037109375,1,4,4,4,4
aakclemd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5999.43896484375,1959.1435546875,4,4,4,4,4
aakcnlim-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6002.623046875,1942.381591796875,4,4,4,10,10
aakdbjgj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6003.28173828125,1937.7850341796875,1,1,1,4,4
aakigldj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5990.40576171875,1956.0152587890625,4,4,4,10,10
aakihbeo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5985.28759765625,1960.9429931640625,4,4,4,10,10
aakikcac-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5992.10546875,1959.928466796875,1,1,1,1,1
aaldgnhk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6024.93505859375,1786.58544921875,4,6,6,6,6
aaldhddg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6031.14794921875,1795.658935546875,4,6,6,6,6
aaldhmfl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6019.06689453125,1793.54345703125,4,6,6,6,6
aaldiokk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6036.322265625,1788.1815185546875,1,6,6,6,6
aaldjffl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6026.88720703125,1778.93408203125,1,6,6,6,6
aaldlbap-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6015.68896484375,1775.725341796875,4,4,4,4,4
aaleknbp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6026.6396484375,1773.592529296875,4,6,6,6,6
aalepgig-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6039.49462890625,1784.086181640625,4,6,6,6,6
aalepjcd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6040.42333984375,1778.915771484375,4,4,4,4,4
aalfcjco-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6034.0146484375,1800.1458740234375,1,6,6,6,6
aalfgbom-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6016.5302734375,1806.723388671875,4,6,6,6,6
aalfngph-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6025.98388671875,1802.314208984375,1,6,6,6,6
aalhamlp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6036.0068359375,1743.820556640625,4,6,6,6,6
aalhbemc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,6019.58349609375,1769.7880859375,1,6,6,6,6
