fov,label,centroid-0,centroid-1,major_axis_length,minor_axis_length,orientation,area,eccentricity,euler_number,alignment_score
fov0,1,440.2312675070028,11096.980217086835,232.16255184350075,106.55668050667127,-1.1395070050992295,5712,0.8884494641997385,0,0.5939927369085977
fov0,2,1146.5804063104629,11254.69199285608,1702.8826819021917,1211.8032646660774,-0.5454342435099275,80628,0.7025658251174804,-11,
fov0,3,628.6083009079118,11480.075226977951,89.23232981629847,29.150274889406393,0.9636236659518741,1542,0.9451355573809251,1,0.7716398460537672
fov0,4,770.7817331279593,11406.841405670602,561.5846814164248,272.27764198422284,1.2469352861486946,17529,0.8746039277885103,0,0.8875844188202919
fov0,5,709.0442207990241,13549.755108264715,202.9204514259988,73.7709424369391,0.981080622615992,3279,0.9315762018635709,1,0.8563846532752271
fov0,6,697.6200716845879,13354.316790736146,219.666627400593,58.60304427776091,-1.2922898544025796,3627,0.9637569741101711,0,0.9819207685924335
fov0,7,697.7251184834123,11509.791469194313,21.40297313466311,13.27465828868159,-0.5498281709783759,211,0.7844239869625138,1,
fov0,8,726.6003649635037,11125.330291970802,88.37813941859186,24.45694878486214,-0.4554595495831843,1096,0.9609474970725482,1,0.13040080657720324
fov0,9,739.9460516028147,11213.785770132916,76.34985598823536,61.785461407548574,-0.3742801863501269,1279,0.5874763134755819,1,
fov0,10,723.7931034482758,11164.660098522167,26.873736652604904,12.667707827615098,-0.6083082545170593,203,0.8819308894790143,1,0.1791350899979188
fov0,11,786.0024077046548,11043.487158908507,124.212143173432,18.872100214916838,-0.4524944211760793,1246,0.9883905763018392,1,0.04570411306373302
fov0,12,822.091381507991,13458.70006863418,475.44066392510155,114.5052523145802,1.49099005210566,10199,0.9705647685617597,-1,1.0614801668573568
fov0,13,768.2887323943662,13378.220657276996,44.14885897096115,16.176697527136117,0.250736993876484,426,0.9304524801261802,1,0.6748265508671325
fov0,14,758.3713080168776,13322.810126582279,34.84351319802204,9.009559342414201,-1.4215620935910545,237,0.9659919691624539,1,1.036508448164909
fov0,15,782.8747454175153,11423.5366598778,79.38104553102811,31.13086333596373,-0.7194909810517068,982,0.919892767579733,1,0.6977283010580967
fov0,16,1091.6768848804215,15247.44593635995,942.9212812565576,438.3096057146178,0.29652244764287955,19736,0.8853935431385803,-2,0.4693934524752208
fov0,17,830.9775461106656,11653.5966319166,71.96698991144147,40.27808141029063,-0.1872041336071615,1247,0.8287126001081135,1,
fov0,18,854.401376146789,11100.614678899083,101.59906433312396,80.395409559065,0.17503738829348742,2180,0.6114271995577624,1,
fov0,19,818.2345238095238,14988.582738095238,122.46127086505602,25.953804478603264,-1.311005012441425,1680,0.9772838084075173,1,0.8835257745425658
