radius,K,L,L_minus_r,radius_um,imageid,pathology,phenotype,fiber_type,cell_fiber_pair
92.3076923076923,101113.31091013373,179.40280512709634,87.09511281940404,30.0,JRP112,RA,Macrophages,CHP,Macrophages vs CHP
123.07692307692307,174112.94379062508,235.41850250377223,112.34157942684917,40.0,JRP112,RA,Macrophages,CHP,Macrophages vs CHP
153.84615384615384,262817.2454658809,289.2357645440514,135.38961069789755,50.0,JRP112,RA,Macrophages,CHP,Macrophages vs CHP
30.769230769230766,40217.32184113029,113.14402829078988,82.37479752155912,10.0,JRP112,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
61.53846153846153,101971.21602975836,180.16227731813095,118.62381577966941,20.0,JRP112,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
92.3076923076923,172213.97815097682,234.13118498930305,141.82349268161073,30.0,JRP112,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
123.07692307692307,260534.88494345252,287.9771337680431,164.90021069112,40.0,JRP112,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
153.84615384615384,368034.345213262,342.2703179309584,188.42416408480457,50.0,JRP112,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
30.769230769230766,6867.154185210186,46.753428399431805,15.984197630201038,10.0,JRP122,RA,Monocytes,COL6A1,Monocytes vs COL6A1
61.53846153846153,25865.390082815018,90.73703418869384,29.198572650232308,20.0,JRP122,RA,Monocytes,COL6A1,Monocytes vs COL6A1
92.3076923076923,55878.7361955613,133.36699051303205,41.05929820533974,30.0,JRP122,RA,Monocytes,COL6A1,Monocytes vs COL6A1
123.07692307692307,95948.400110316,174.7607630981036,51.68384002118054,40.0,JRP122,RA,Monocytes,COL6A1,Monocytes vs COL6A1
153.84615384615384,145771.0261947272,215.40742502740704,61.561271181253204,50.0,JRP122,RA,Monocytes,COL6A1,Monocytes vs COL6A1
30.769230769230766,5687.631963784953,42.54914197780818,11.779911208577417,10.0,JRP122,RA,Macrophages,COL6A1,Macrophages vs COL6A1
61.53846153846153,20870.346738785116,81.50605925352383,19.967597715062297,20.0,JRP122,RA,Macrophages,COL6A1,Macrophages vs COL6A1
92.3076923076923,44703.91273250491,119.28829520893385,26.98060290124154,30.0,JRP122,RA,Macrophages,COL6A1,Macrophages vs COL6A1
123.07692307692307,77423.77301854869,156.98647195683415,33.909548879911085,40.0,JRP122,RA,Macrophages,COL6A1,Macrophages vs COL6A1
153.84615384615384,118966.02161979525,194.5971757285686,40.75102188241476,50.0,JRP122,RA,Macrophages,COL6A1,Macrophages vs COL6A1
30.769230769230766,6023.147250263937,43.78615438354601,13.016923614315246,10.0,JRP122,RA,MERTK+ Macrophages,COL6A1,MERTK+ Macrophages vs COL6A1
61.53846153846153,17431.696747822687,74.48947179158806,12.951010253126526,20.0,JRP122,RA,MERTK+ Macrophages,COL6A1,MERTK+ Macrophages vs COL6A1
92.3076923076923,35394.84766478631,106.14391142063091,13.836219112938608,30.0,JRP122,RA,MERTK+ Macrophages,COL6A1,MERTK+ Macrophages vs COL6A1
123.07692307692307,58282.807215789275,136.20570374007727,13.128780663154203,40.0,JRP122,RA,MERTK+ Macrophages,COL6A1,MERTK+ Macrophages vs COL6A1
