radius,K,L,L_minus_r,radius_um,imageid,pathology,phenotype,fiber_type,cell_fiber_pair
153.84615384615384,85528.69095374791,164.99887236868045,11.152718522526612,50.0,JRP122,RA,MERTK+ Macrophages,COL6A1,MERTK+ Macrophages vs COL6A1
30.769230769230766,5397.49928204558,41.44969700908585,10.680466239855086,10.0,JRP122,RA,Dendritic cells,COL6A1,Dendritic cells vs COL6A1
61.53846153846153,22321.271224459466,84.29164432454272,22.753182786081183,20.0,JRP122,RA,Dendritic cells,COL6A1,Dendritic cells vs COL6A1
92.3076923076923,48211.85649027165,123.88022663899037,31.57253433129806,30.0,JRP122,RA,Dendritic cells,COL6A1,Dendritic cells vs COL6A1
123.07692307692307,83748.2953117395,163.27250334568367,40.19558026876061,40.0,JRP122,RA,Dendritic cells,COL6A1,Dendritic cells vs COL6A1
153.84615384615384,125848.78971169502,200.14723063159644,46.3010767854426,50.0,JRP122,RA,Dendritic cells,COL6A1,Dendritic cells vs COL6A1
30.769230769230766,5557.7868787757025,42.06065273883489,11.291421969604123,10.0,JRP122,RA,CD4 T cells,COL6A1,CD4 T cells vs COL6A1
61.53846153846153,22122.365209646345,83.91524028446072,22.37677874599919,20.0,JRP122,RA,CD4 T cells,COL6A1,CD4 T cells vs COL6A1
92.3076923076923,49570.1187364114,125.61313169053665,33.30543938284434,30.0,JRP122,RA,CD4 T cells,COL6A1,CD4 T cells vs COL6A1
123.07692307692307,86165.47522201548,165.61196397269126,42.53504089576819,40.0,JRP122,RA,CD4 T cells,COL6A1,CD4 T cells vs COL6A1
153.84615384615384,132585.85175043743,205.4346304308567,51.588476584702875,50.0,JRP122,RA,CD4 T cells,COL6A1,CD4 T cells vs COL6A1
30.769230769230766,6421.100588933002,45.20951003536684,14.440279266136073,10.0,JRP122,RA,CD8 T cells,COL6A1,CD8 T cells vs COL6A1
61.53846153846153,25025.541599650187,89.25176355833183,27.713302019870298,20.0,JRP122,RA,CD8 T cells,COL6A1,CD8 T cells vs COL6A1
92.3076923076923,55355.47064233198,132.74107713820487,40.433384830512566,30.0,JRP122,RA,CD8 T cells,COL6A1,CD8 T cells vs COL6A1
123.07692307692307,96517.51720025728,175.27829276540766,52.20136968848459,40.0,JRP122,RA,CD8 T cells,COL6A1,CD8 T cells vs COL6A1
153.84615384615384,146401.09342767243,215.87245166103273,62.02629781487889,50.0,JRP122,RA,CD8 T cells,COL6A1,CD8 T cells vs COL6A1
30.769230769230766,4820.414391912332,39.17123378767027,8.402003018439501,10.0,JRP122,RA,B cells,COL6A1,B cells vs COL6A1
61.53846153846153,20190.06392721943,80.16668229830067,18.628220759839138,20.0,JRP122,RA,B cells,COL6A1,B cells vs COL6A1
92.3076923076923,45268.916918576906,120.03975921341933,27.732066905727024,30.0,JRP122,RA,B cells,COL6A1,B cells vs COL6A1
123.07692307692307,79988.59869375904,159.56554059762198,36.48861752069891,40.0,JRP122,RA,B cells,COL6A1,B cells vs COL6A1
153.84615384615384,124720.28604484824,199.24783576176043,45.40168191560659,50.0,JRP122,RA,B cells,COL6A1,B cells vs COL6A1
30.769230769230766,5709.712681148231,42.631654831573684,11.862424062342917,10.0,JRP122,RA,Monocytes,CHP,Monocytes vs CHP
61.53846153846153,20812.67111062024,81.3933595104797,19.854897972018165,20.0,JRP122,RA,Monocytes,CHP,Monocytes vs CHP
92.3076923076923,44578.31577766041,119.12060536050078,26.81291305280847,30.0,JRP122,RA,Monocytes,CHP,Monocytes vs CHP
123.07692307692307,76219.34468524087,155.76062060662872,32.683697529705654,40.0,JRP122,RA,Monocytes,CHP,Monocytes vs CHP
153.84615384615384,115213.25410560433,191.50331015734184,37.657156311188004,50.0,JRP122,RA,Monocytes,CHP,Monocytes vs CHP
30.769230769230766,3719.644923980825,34.40929747025433,3.6400667010235637,10.0,JRP122,RA,Macrophages,CHP,Macrophages vs CHP
61.53846153846153,14620.481884871568,68.2190876861135,6.680626147651964,20.0,JRP122,RA,Macrophages,CHP,Macrophages vs CHP
92.3076923076923,32444.4130716205,101.6237050698675,9.316012762175191,30.0,JRP122,RA,Macrophages,CHP,Macrophages vs CHP
123.07692307692307,57712.69484772425,135.53789628122072,12.460973204297659,40.0,JRP122,RA,Macrophages,CHP,Macrophages vs CHP
153.84615384615384,91255.2888016629,170.43315578879088,16.587001942637045,50.0,JRP122,RA,Macrophages,CHP,Macrophages vs CHP
30.769230769230766,67782.74798088914,146.88743579701222,116.11820502778144,10.0,JRP122,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
61.53846153846153,141068.27184197248,211.90428394480915,150.3658224063476,20.0,JRP122,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
92.3076923076923,203157.3962242792,254.29708545232205,161.98939314462973,30.0,JRP122,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
123.07692307692307,266137.14329239767,291.05683945010173,167.97991637317867,40.0,JRP122,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
153.84615384615384,333061.07654053974,325.6019554085479,171.75580156239405,50.0,JRP122,RA,Vascular cells,COL4A1,Vascular cells vs COL4A1
30.769230769230766,22201.79571893731,84.06575443288847,53.2965236636577,10.0,JRP141,RA,Monocytes,COL6A1,Monocytes vs COL6A1
61.53846153846153,86064.18471324451,165.51459404105003,103.9761325025885,20.0,JRP141,RA,Monocytes,COL6A1,Monocytes vs COL6A1
92.3076923076923,190871.31774871834,246.48778352759123,154.18009121989894,30.0,JRP141,RA,Monocytes,COL6A1,Monocytes vs COL6A1
