imageid,pathology,phenotype,fiber_type,n_links,median_distance_px,mean_distance_px,median_distance_um,mean_distance_um
JRP144,OA,B cells,COL4A1,212,117.64198247178695,109.90331183861369,38.233644303330756,35.71857634754945
JRP144,OA,B cells,COL6A1,4087,118.78210064146707,110.84808061150547,38.6041827084768,36.025626198739275
JRP144,OA,B cells,FN,8098,113.40916698849678,106.43262134274259,36.857979271261456,34.590601936391344
JRP144,OA,B cells,MFAP5,4507,114.25836073963436,106.87717214732757,37.13396724038117,34.735080947881464
JRP144,OA,CD4 T cells,CHP,10560,107.15755898708179,101.45846168499793,34.82620667080158,32.97400004762433
JRP144,OA,CD4 T cells,COL1A1bis,8075,105.89492284504023,99.56233727543446,34.415849924638074,32.3577596145162
JRP144,OA,CD4 T cells,COL4A1,3021,98.0985711139447,91.59418997698668,31.88203561203203,29.768111742520674
JRP144,OA,CD4 T cells,COL6A1,15676,109.1391465595056,103.07713293694782,35.47022263183932,33.50006820450804
JRP144,OA,CD4 T cells,FN,12028,110.15764430756758,103.68863723673294,35.80123439995946,33.69880710193821
JRP144,OA,CD4 T cells,MFAP5,12218,108.16754053777248,102.26208596463766,35.15445067477606,33.23517793850724
JRP144,OA,CD8 T cells,CHP,4623,106.23833043771411,100.83594733082583,34.52745739225709,32.7716828825184
JRP144,OA,CD8 T cells,COL1A1bis,3446,105.90497996098158,100.8598727676738,34.41911848731901,32.77945864949399
JRP144,OA,CD8 T cells,COL4A1,919,106.46744571911229,101.45379948506131,34.6019198587115,32.97248483264493
JRP144,OA,CD8 T cells,COL6A1,6488,109.2736520011317,103.12133797917048,35.5139369003678,33.514434843230404
JRP144,OA,CD8 T cells,FN,4776,108.44279363905642,102.51188493045632,35.24390793269334,33.31636260239831
JRP144,OA,CD8 T cells,MFAP5,4589,108.54653477788393,102.36237691773965,35.27762380281228,33.26777249826539
JRP144,OA,Dendritic cells,CHP,4562,107.14782578794194,101.62599944411285,34.823043381081135,33.02844981933668
JRP144,OA,Dendritic cells,COL1A1bis,2724,104.76387921031365,99.79628556502372,34.04826074335194,32.43379280863271
JRP144,OA,Dendritic cells,COL4A1,826,98.31510360063066,93.61480330037665,31.952408670204967,30.42481107262241
JRP144,OA,Dendritic cells,COL6A1,6452,108.1847239665419,102.2433530859658,35.160035289126114,33.22908975293888
JRP144,OA,Dendritic cells,FN,4989,109.15618214244087,102.2964673049467,35.47575919629328,33.24635187410768
JRP144,OA,Dendritic cells,MFAP5,4622,107.45626003400466,101.7536400198384,34.92328451105151,33.06993300644748
JRP144,OA,MERTK+ Macrophages,CHP,3131,109.9611594888335,104.42164316916876,35.73737683387089,33.93703402997985
JRP144,OA,MERTK+ Macrophages,COL1A1bis,330,127.77437388990455,120.53574963403479,41.52667151421898,39.174118631061305
JRP144,OA,MERTK+ Macrophages,COL4A1,165,125.15569956697911,118.85590451352493,40.67560235926821,38.62816896689561
JRP144,OA,MERTK+ Macrophages,COL6A1,8537,106.06026241554758,99.46696370145436,34.469585285052965,32.32676320297267
JRP144,OA,MERTK+ Macrophages,FN,9049,105.71537768910238,99.31947489139161,34.357497748958274,32.27882933970228
JRP144,OA,MERTK+ Macrophages,MFAP5,4187,109.33297987373308,104.20075252003122,35.533218458963255,33.865244569010144
JRP144,OA,Macrophages,CHP,20723,109.81032114904623,103.9363209899242,35.68835437344003,33.77930432172536
JRP144,OA,Macrophages,COL1A1bis,3763,122.07198122251015,114.44464186252011,39.6733938973158,37.19450860531904
JRP144,OA,Macrophages,COL4A1,1884,121.10703350290635,115.0611339237587,39.35978588844456,37.39486852522158
JRP144,OA,Macrophages,COL6A1,45534,105.59893062506191,99.70239793861556,34.319652453145125,32.40327933005006
JRP144,OA,Macrophages,FN,37547,105.93530166770576,100.16953263135252,34.42897304200437,32.55509810518957
JRP144,OA,Macrophages,MFAP5,26057,109.10517056669462,102.8341695084847,35.45918043417576,33.421105090257534
JRP144,OA,Monocytes,CHP,66782,106.69962744761624,100.80749271559833,34.67737892047528,32.76243513256946
JRP144,OA,Monocytes,COL1A1bis,31232,108.8377347132128,102.79558479770915,35.37226378179416,33.40856505925547
JRP144,OA,Monocytes,COL4A1,10262,107.49185553916011,102.2939709115288,34.93485305022704,33.245540546246865
JRP144,OA,Monocytes,COL6A1,119457,105.95066869111746,100.05875687490413,34.43396732461318,32.51909598434384
JRP144,OA,Monocytes,FN,120671,106.21369461015622,100.46044969147907,34.51945074830078,32.6496461497307
JRP144,OA,Monocytes,MFAP5,77043,107.0142343010562,101.04675472978067,34.77962614784327,32.84019528717872
JRP144,OA,Myeloid cells,CHP,542,111.98436776141423,105.63487908094928,36.394919522459624,34.33133570130852
JRP144,OA,Myeloid cells,COL1A1bis,259,115.57040229999956,108.28463977248153,37.560380747499856,35.1925079260565
JRP144,OA,Myeloid cells,COL4A1,73,113.72301053204107,103.22966493830947,36.95997842291335,33.54964110495058
JRP144,OA,Myeloid cells,COL6A1,991,104.05737791416803,99.52625340376125,33.81864782210461,32.34603235622241
JRP144,OA,Myeloid cells,FN,891,109.29040846844613,102.06301065021997,35.519382752244994,33.17047846132149
JRP144,OA,Myeloid cells,MFAP5,645,103.9767088608493,100.92247099879569,33.79243037977602,32.7998030746086
JRP144,OA,Neutrophils,CHP,3933,111.0396394833257,104.87914140077044,36.08788283208085,34.085720955250395
JRP144,OA,Neutrophils,COL1A1bis,2980,106.8471546466937,100.12514856411713,34.72532526017545,32.540673283338066
JRP144,OA,Neutrophils,COL4A1,748,101.89962415298848,95.47683605230746,33.11737784972126,31.029971716999928
JRP144,OA,Neutrophils,COL6A1,6923,109.70629525341148,102.9631254112956,35.654545957358735,33.46301575867107
JRP144,OA,Neutrophils,FN,7058,107.33311582359846,101.49942058876546,34.8832626426695,32.98731169134878
JRP144,OA,Neutrophils,MFAP5,5293,107.5828461688346,101.46208279282267,34.964425004871245,32.97517690766737
JRP144,OA,Non-immune cells,CHP,142667,106.28549781472012,100.48866382561563,34.54278678978404,32.65881574332508
JRP144,OA,Non-immune cells,COL1A1bis,61610,109.5647320772324,103.34698089225094,35.608537925100535,33.58776878998156
JRP144,OA,Non-immune cells,COL4A1,18352,109.58256186305634,103.97565710847732,35.61433260549331,33.79208856025513
JRP144,OA,Non-immune cells,COL6A1,243824,106.2280002821143,100.48315441104664,34.524100091687146,32.65702518359016
JRP144,OA,Non-immune cells,FN,203575,106.35761560060513,100.7889549407271,34.566225070196666,32.75641035573631
JRP144,OA,Non-immune cells,MFAP5,163219,106.44311659820913,100.77043488925219,34.59401289441797,32.75039133900696
JRP144,OA,Other Immune cells,CHP,958,106.44354849412957,101.32850710202659,34.594153260592115,32.93176480815865
JRP144,OA,Other Immune cells,COL1A1bis,581,107.24713119906912,101.8413322825994,34.85531763969746,33.0984329918448
JRP144,OA,Other Immune cells,COL4A1,178,108.50341571871277,100.79094126985945,35.26361010858165,32.757055912704324
JRP144,OA,Other Immune cells,COL6A1,1284,108.96547589930307,101.31961990003896,35.4137796672735,32.928876467512666
JRP144,OA,Other Immune cells,FN,942,108.05773594785359,101.8780491663565,35.11876418305242,33.11036597906587
JRP144,OA,Other Immune cells,MFAP5,944,109.14505855668239,101.81846808756006,35.472144030921775,33.09100212845702
JRP144,OA,Plasma cells,CHP,1227,109.54905171749596,103.22762731115618,35.60344180818619,33.54897887612576
JRP144,OA,Plasma cells,COL1A1bis,870,105.16342209913765,98.82784057546115,34.178112182219735,32.11904818702487
JRP144,OA,Plasma cells,COL4A1,215,95.72566436652818,91.27552037332735,31.11084091912166,29.664544121331392
JRP144,OA,Plasma cells,COL6A1,1916,106.05318225463762,100.55197828298715,34.46728423275723,32.679392941970825
JRP144,OA,Plasma cells,FN,1691,104.31620319579892,99.28561454813487,33.90276603863465,32.267824728143836
JRP144,OA,Plasma cells,MFAP5,1175,105.19302131841056,99.99738578496432,34.18773192848343,32.499150380113406
JRP144,OA,T cells,CHP,2119,105.81192509069369,101.0670404687333,34.38887565447545,32.84678815233832
JRP144,OA,T cells,COL1A1bis,2650,106.49146488910728,100.66958054203333,34.60972608895987,32.71761367616083
JRP144,OA,T cells,COL4A1,1104,101.53573734126388,96.62032086845066,32.999114635910765,31.401604282246467
JRP144,OA,T cells,COL6A1,4071,109.03906737049581,103.39073108506045,35.43769689541114,33.60198760264465
JRP144,OA,T cells,FN,3640,107.68477426943491,101.92695186915377,34.997551637566346,33.12625935747498
JRP144,OA,T cells,MFAP5,3889,106.95876555507367,101.264237115325,34.76159880539895,32.91087706248063
JRP144,OA,Vascular cells,CHP,37389,109.46144869916998,103.14079521565232,35.574970827230246,33.520758445087004
JRP144,OA,Vascular cells,COL1A1bis,33200,105.37006995021508,98.57251970395625,34.2452727338199,32.03606890378578
JRP144,OA,Vascular cells,COL4A1,13538,81.0344897136531,80.20477286257064,26.336209156937258,26.06655118033546
JRP144,OA,Vascular cells,COL6A1,58347,112.08152477675671,105.69554224231842,36.42649555244593,34.35105122875349
JRP144,OA,Vascular cells,FN,51060,112.05356808402203,105.35878848809256,36.41740962730716,34.241606258630085
JRP144,OA,Vascular cells,MFAP5,42226,111.71521419192244,105.21087628467271,36.307444612374795,34.19353479251863
S00292623,OA,B cells,CHP,34205,107.4444628404419,101.51873074816679,34.919450423143616,32.99358749315421
S00292623,OA,B cells,COL1A1bis,13126,107.8266039047914,101.95075778722826,35.043646269057206,33.13399628084918
S00292623,OA,B cells,COL4A1,7173,107.79538709050755,102.91205635802997,35.033500804414956,33.44641831635974
S00292623,OA,B cells,COL6A1,37410,107.86293064995289,101.71912175292145,35.05545246123469,33.058714569699475
S00292623,OA,B cells,FN,35435,110.3099754277526,103.72292286038437,35.850742014019595,33.70994992962492
S00292623,OA,B cells,MFAP5,29108,108.20769875063417,101.79322552027783,35.1675020939561,33.082798294090296
S00292623,OA,CD4 T cells,CHP,25574,107.71530380374475,101.9645004702786,35.007473736217044,33.138462652840545
S00292623,OA,CD4 T cells,COL1A1bis,13109,105.25622548272273,100.14253015162544,34.208273281884885,32.546322299278266
S00292623,OA,CD4 T cells,COL4A1,6591,104.06163163306499,99.48467317945496,33.820030280746124,32.33251878332286
S00292623,OA,CD4 T cells,COL6A1,30729,108.14827609732652,102.06394133214286,35.14818973163112,33.17078093294643
S00292623,OA,CD4 T cells,FN,32098,109.48608812229743,103.07685099913414,35.58297863974666,33.499976574718595
S00292623,OA,CD4 T cells,MFAP5,25237,108.5942883114273,102.09970329368869,35.29314370121388,33.18240357044883
S00292623,OA,CD8 T cells,CHP,24609,107.40605949140053,101.61091445096875,34.906969334705174,33.02354719656484
S00292623,OA,CD8 T cells,COL1A1bis,12946,105.21921048800603,100.1228925755826,34.19624340860196,32.539940087064345
S00292623,OA,CD8 T cells,COL4A1,6310,103.8715348667589,99.83515270164337,33.75824883169665,32.446424628034094
S00292623,OA,CD8 T cells,COL6A1,29539,107.59373306779804,101.60017374353257,34.96796324703436,33.020056466648086
S00292623,OA,CD8 T cells,FN,32504,109.65081738408162,103.17607506642251,35.63651564982653,33.53222439658732
S00292623,OA,CD8 T cells,MFAP5,25391,107.2615945188378,101.49115524158752,34.86001821862229,32.984625453515946
S00292623,OA,Dendritic cells,CHP,17013,107.65819524477173,101.39302691720496,34.98891345455081,32.95273374809162
S00292623,OA,Dendritic cells,COL1A1bis,6378,106.18709336708072,101.59615291117616,34.51080534430123,33.018749696132254
S00292623,OA,Dendritic cells,COL4A1,3219,107.4042011695093,101.72868518934422,34.90636538009053,33.06182268653687
S00292623,OA,Dendritic cells,COL6A1,22262,107.42516483194359,101.41259599671234,34.91317857038167,32.95909369893151
S00292623,OA,Dendritic cells,FN,21425,109.75655917965415,103.2537842346513,35.670881733387596,33.557479876261674
S00292623,OA,Dendritic cells,MFAP5,17492,108.4468607018256,102.29177524109524,35.24522972809332,33.244826953355954
S00292623,OA,MERTK+ Macrophages,CHP,21,116.58486200261515,112.12427242287447,37.890080150849926,36.4403885374342
S00292623,OA,MERTK+ Macrophages,COL1A1bis,8,96.8286260272647,89.51459227667165,31.46930345886103,29.092242489918288
S00292623,OA,MERTK+ Macrophages,COL4A1,8,101.32803168290343,88.1086788747205,32.93161029694362,28.635320634284163
S00292623,OA,MERTK+ Macrophages,COL6A1,20,98.32791587486838,94.57527590405729,31.956572659332224,30.736964668818622
S00292623,OA,MERTK+ Macrophages,FN,22,103.12037012198965,95.5652587284189,33.51412028964664,31.058709086736144
S00292623,OA,MERTK+ Macrophages,MFAP5,23,116.09003514666283,110.84780129748636,37.729261422665424,36.02553542168307
S00292623,OA,Macrophages,CHP,33822,110.593074167178,104.40705508566558,35.942749104332854,33.93229290284131
S00292623,OA,Macrophages,COL1A1bis,6067,106.46115312492016,101.01464643361277,34.599874765599054,32.829760090924154
S00292623,OA,Macrophages,COL4A1,5192,108.68678472871159,102.34301895388784,35.32320503683127,33.261481160013545
S00292623,OA,Macrophages,COL6A1,47599,108.57851286265428,102.43565240008208,35.288016680362645,33.291587030026676
S00292623,OA,Macrophages,FN,56546,108.93361252911671,102.70528783019867,35.40342407196293,33.37921854481457
S00292623,OA,Macrophages,MFAP5,33194,111.46930391008907,104.92972493706883,36.22752377077895,34.10216060454737
S00292623,OA,Monocytes,CHP,386892,107.53827667265013,101.59553593904668,34.94993991861129,33.01854918019017
S00292623,OA,Monocytes,COL1A1bis,124444,105.49440482545836,99.93391362634665,34.285681568273965,32.478521928562664
S00292623,OA,Monocytes,COL4A1,76370,103.8108734842617,98.30544642081168,33.738533882385056,31.949270086763796
S00292623,OA,Monocytes,COL6A1,448224,107.84185733349739,101.70713399590552,35.048603633386655,33.054818548669296
S00292623,OA,Monocytes,FN,614025,107.68097880601181,101.68248552687213,34.99631811195384,33.046807796233445
S00292623,OA,Monocytes,MFAP5,400760,108.21678838794081,102.00528142292522,35.170456226080766,33.1517164624507
S00292623,OA,Myeloid cells,CHP,4665,107.57187367275255,101.69125195854393,34.96085894364458,33.049656886526776
S00292623,OA,Myeloid cells,COL1A1bis,1635,103.05330723820437,98.51260746237482,33.492324852416424,32.01659742527182
S00292623,OA,Myeloid cells,COL4A1,1601,96.22934365792618,93.22531506652288,31.27453668882601,30.298227396619936
S00292623,OA,Myeloid cells,COL6A1,4329,107.59894028251954,101.71594028573539,34.96965559181885,33.057680592864
S00292623,OA,Myeloid cells,FN,7008,109.4314052362428,103.21492724223785,35.56520670177891,33.5448513537273
S00292623,OA,Myeloid cells,MFAP5,4311,111.01433977666524,103.86864221093593,36.0796604274162,33.75730871855418
S00292623,OA,Neutrophils,CHP,15512,109.0188158070041,102.8388239018092,35.431115137276336,33.422617768087996
S00292623,OA,Neutrophils,COL1A1bis,8149,102.57823750780636,96.73843193842148,33.33792719003707,31.439990379986984
S00292623,OA,Neutrophils,COL4A1,5300,96.76107494630261,91.05456818151711,31.44734935754835,29.592734658993063
S00292623,OA,Neutrophils,COL6A1,15943,111.57598793140866,104.8054737482822,36.26219607770781,34.06177896819172
S00292623,OA,Neutrophils,FN,24118,110.83118064258682,104.11437184095163,36.02013370884072,33.837170848309285
S00292623,OA,Neutrophils,MFAP5,16617,110.77831161438269,104.77330341053525,36.00295127467437,34.05132360842396
S00292623,OA,Non-immune cells,CHP,379789,106.8847510672542,100.9119835176709,34.73754409685762,32.79639464324305
S00292623,OA,Non-immune cells,COL1A1bis,71958,110.198699651592,103.90120032490184,35.8145773867674,33.7678901055931
S00292623,OA,Non-immune cells,COL4A1,49762,109.53366966305629,103.38947505334575,35.598442640493296,33.60157939233737
S00292623,OA,Non-immune cells,COL6A1,409404,107.0560179371503,101.13656071492603,34.79320582957385,32.869382232350965
S00292623,OA,Non-immune cells,FN,586895,106.87883746496549,101.01337997094055,34.735622176113786,32.82934849055568
S00292623,OA,Non-immune cells,MFAP5,380412,107.2875482528463,101.287235414497,34.86845318217505,32.91835150971153
S00292623,OA,Other Immune cells,CHP,2331,108.95761448355647,101.85861393454637,35.41122470715585,33.10404952872757
S00292623,OA,Other Immune cells,COL1A1bis,1144,105.32832518024281,99.1292731635521,34.231705683578916,32.21701377815443
S00292623,OA,Other Immune cells,COL4A1,595,101.91497058326881,97.15917566502188,33.122365439562365,31.57673209113211
S00292623,OA,Other Immune cells,COL6A1,2862,108.32070412019506,102.3929035593607,35.2042288390634,33.27769365679223
S00292623,OA,Other Immune cells,FN,3047,110.07758020479018,103.37335634525819,35.77521356655681,33.596340812208915
S00292623,OA,Other Immune cells,MFAP5,2471,108.83591290077115,102.46687979193919,35.371671692750624,33.30173593238024
S00292623,OA,Plasma cells,CHP,22468,107.0389720687077,101.3487681491837,34.78766592233,32.9383496484847
S00292623,OA,Plasma cells,COL1A1bis,7624,108.81787698175252,102.95718867182747,35.36581001906957,33.46108631834393
S00292623,OA,Plasma cells,COL4A1,4634,108.73763855605226,103.61813188385314,35.33973253071699,33.67589286225227
S00292623,OA,Plasma cells,COL6A1,25556,105.91429632805205,100.19551004316395,34.422146306616916,32.56354076402828
S00292623,OA,Plasma cells,FN,26928,109.55372951168,103.10555508300081,35.604962091296,33.50930540197526
S00292623,OA,Plasma cells,MFAP5,20845,106.49630216320212,100.7939086404991,34.61129820304069,32.75802030816221
S00292623,OA,T cells,CHP,4006,107.31373459778389,102.02205420750343,34.87696374427976,33.15716761743862
S00292623,OA,T cells,COL1A1bis,1894,104.00615719963544,98.38491342517311,33.80200108988152,31.97509686318126
S00292623,OA,T cells,COL4A1,1198,102.9916528459259,97.39348977214726,33.47228717492592,31.65288417594786
S00292623,OA,T cells,COL6A1,4238,107.44322377078294,102.18923128329631,34.919047725504456,33.2115001670713
S00292623,OA,T cells,FN,5387,109.43359639796003,102.9073777785111,35.56591882933701,33.44489777801611
S00292623,OA,T cells,MFAP5,4142,108.34449300575008,101.61715786143802,35.211960226868776,33.02557630496736
S00292623,OA,Vascular cells,CHP,95348,109.37649524042808,102.85852661341622,35.547360953139126,33.429021149360274
S00292623,OA,Vascular cells,COL1A1bis,46887,97.41254243963665,92.27855836250762,31.659076292881913,29.99053146781498
S00292623,OA,Vascular cells,COL4A1,33140,87.77365848851554,84.48378175701384,28.52643900876755,27.4572290710295
S00292623,OA,Vascular cells,COL6A1,100395,111.29224244229393,104.79096425441426,36.16997879374553,34.05706338268464
S00292623,OA,Vascular cells,FN,136429,110.72649488325581,104.30556929657283,35.98611083705814,33.89931002138617
S00292623,OA,Vascular cells,MFAP5,96053,111.60400098114457,105.69349273525175,36.27130031887199,34.350385138956824
S00293087,OA,B cells,CHP,1501,108.65610632503002,102.34475730777068,35.31323455563476,33.26204612502547
S00293087,OA,B cells,COL1A1bis,981,103.67058055987707,98.993861999976,33.69293868196005,32.1730051499922
S00293087,OA,B cells,COL4A1,242,104.57742721593715,99.2682758569756,33.987663845179576,32.262189653517076
S00293087,OA,B cells,COL6A1,1382,106.64362182204869,101.06780926007362,34.65917709216583,32.84703800952393
S00293087,OA,B cells,FN,575,108.60653558752836,102.12084223551552,35.29712406594672,33.189273726542545
S00293087,OA,B cells,MFAP5,1342,105.81694425958747,100.26807464179554,34.39050688436593,32.58712425858355
S00293087,OA,CD4 T cells,CHP,5440,107.91725737928357,101.77102715050603,35.07310864826716,33.075583823914464
S00293087,OA,CD4 T cells,COL1A1bis,3352,105.01063245715042,100.29664309265029,34.12845554857389,32.59640900511135
S00293087,OA,CD4 T cells,COL4A1,957,106.4208608252423,101.24848538937466,34.58677976820375,32.905757751546766
S00293087,OA,CD4 T cells,COL6A1,5777,107.94700239357739,101.69489180541466,35.08277577791265,33.050839836759764
S00293087,OA,CD4 T cells,FN,1698,106.72880336271496,102.08781092662798,34.68686109288236,33.1785385511541
S00293087,OA,CD4 T cells,MFAP5,4495,107.52240346538395,101.1715780280191,34.94478112624979,32.880762859106206
S00293087,OA,CD8 T cells,CHP,7032,108.64783489012066,102.4656415273702,35.31054633928922,33.301333496395316
S00293087,OA,CD8 T cells,COL1A1bis,4283,106.48062033152088,100.60368153854441,34.60620160774429,32.696196500026936
S00293087,OA,CD8 T cells,COL4A1,1072,104.43944303366531,100.15335884072154,33.94281898594123,32.5498416232345
S00293087,OA,CD8 T cells,COL6A1,7067,107.20683529504349,101.55518910865551,34.842221470889136,33.00543646031304
S00293087,OA,CD8 T cells,FN,2483,108.00332073779103,102.76289586090891,35.10107923978209,33.3979411547954
S00293087,OA,CD8 T cells,MFAP5,5511,107.57329688970985,101.65839621975456,34.9613214891557,33.03897877142023
S00293087,OA,Dendritic cells,CHP,5300,109.15735134313158,102.33932412187578,35.47613918651776,33.26028033960963
S00293087,OA,Dendritic cells,COL1A1bis,2897,105.490263362988,101.2155146868177,34.284335592971104,32.89504227321575
S00293087,OA,Dendritic cells,COL4A1,824,101.05396550630432,96.64592537496193,32.842538789548904,31.40992574686263
S00293087,OA,Dendritic cells,COL6A1,5825,109.03349367522209,102.64565358350741,35.43588544444718,33.35983741463991
S00293087,OA,Dendritic cells,FN,1525,109.91467630424853,102.64721934006769,35.722269798880774,33.360346285522
S00293087,OA,Dendritic cells,MFAP5,4230,107.94914103951649,101.07696848332374,35.08347083784286,32.85001475708022
S00293087,OA,MERTK+ Macrophages,CHP,172,99.56689530273599,95.87589295397508,32.3592409733892,31.159665210041904
S00293087,OA,MERTK+ Macrophages,COL1A1bis,61,91.44853553344748,89.69686965397449,29.720774048370433,29.151482637541708
S00293087,OA,MERTK+ Macrophages,COL4A1,40,102.26822653456807,97.46185024781425,33.23717362373463,31.675101330539633
S00293087,OA,MERTK+ Macrophages,COL6A1,172,105.26107276561106,100.21173228425393,34.209848648823595,32.568812992382526
S00293087,OA,MERTK+ Macrophages,FN,164,96.56946678586883,93.3589395987594,31.38507670540737,30.341655369596808
S00293087,OA,MERTK+ Macrophages,MFAP5,134,93.04741472510702,92.71376064263102,30.240409785659782,30.131972208855082
S00293087,OA,Macrophages,CHP,85342,107.78125034663123,101.82852913171713,35.02890636265515,33.09427196780807
S00293087,OA,Macrophages,COL1A1bis,17950,113.86797498416624,107.15432912458458,37.00709186985403,34.82515696548999
S00293087,OA,Macrophages,COL4A1,6756,111.00594503066736,105.0932752155884,36.076932134966896,34.15531444506623
S00293087,OA,Macrophages,COL6A1,88365,106.60988659818852,100.76881918582527,34.64821314441127,32.74986623539321
S00293087,OA,Macrophages,FN,53817,103.64621301449822,98.04827939315733,33.68501922971192,31.865690802776133
S00293087,OA,Macrophages,MFAP5,68536,106.8066895951142,100.93641449786779,34.712174118412115,32.80433471180703
S00293087,OA,Monocytes,CHP,123793,106.24575670083931,100.46955109937173,34.52987092777278,32.652604107295815
S00293087,OA,Monocytes,COL1A1bis,49438,108.73468781495937,102.82390173947213,35.3387735398618,33.417768065328445
S00293087,OA,Monocytes,COL4A1,12336,107.99558449738495,102.45151076258524,35.09856496165011,33.2967409978402
S00293087,OA,Monocytes,COL6A1,110306,106.51948006847596,100.66040587669613,34.61883102225469,32.71463190992625
S00293087,OA,Monocytes,FN,75168,105.34765456510131,99.78212882016525,34.237987733657924,32.42919186655371
S00293087,OA,Monocytes,MFAP5,88944,105.58345949042769,99.93631210755059,34.314624334389,32.479301434953946
S00293087,OA,Myeloid cells,CHP,4099,107.58549508499101,101.00287489545705,34.96528590262208,32.82593434102355
S00293087,OA,Myeloid cells,COL1A1bis,1457,109.08585931692967,101.97293048988989,35.452904278002144,33.141202409214216
S00293087,OA,Myeloid cells,COL4A1,512,98.23289067199295,94.3671105170949,31.92568946839771,30.669310918055842
S00293087,OA,Myeloid cells,COL6A1,4198,107.77825162628898,101.49910511376501,35.027931778543916,32.98720916197363
S00293087,OA,Myeloid cells,FN,2212,106.76143067259667,100.71438944517843,34.69746496859392,32.73217656968299
S00293087,OA,Myeloid cells,MFAP5,3193,105.83939642538628,99.86622718151276,34.397803838250546,32.456523833991646
S00293087,OA,Neutrophils,CHP,5962,108.39297990802896,102.36667147069228,35.227718470109416,33.269168227974994
S00293087,OA,Neutrophils,COL1A1bis,2582,107.92885029682807,100.80137211327653,35.07687634646913,32.760445936814875
S00293087,OA,Neutrophils,COL4A1,1098,92.25215998762368,86.91040926498593,29.9819519959777,28.245883011120426
S00293087,OA,Neutrophils,COL6A1,5060,109.61770901405173,103.0669967896827,35.625755429566816,33.496773956646884
S00293087,OA,Neutrophils,FN,3880,106.76225166697614,100.22898524737016,34.69773179176725,32.574420205395306
S00293087,OA,Neutrophils,MFAP5,4263,106.24017606030756,100.64785731412886,34.52805721959996,32.710553627091876
S00293087,OA,Non-immune cells,CHP,351191,106.77100783710706,100.96184680623941,34.700577547059794,32.81260021202781
S00293087,OA,Non-immune cells,COL1A1bis,107760,109.87045892198722,103.64497908018106,35.70789914964585,33.684618201058846
S00293087,OA,Non-immune cells,COL4A1,27973,109.89868354998926,104.41417736565693,35.71707215374651,33.934607643838504
S00293087,OA,Non-immune cells,COL6A1,340652,106.59299629503997,100.75022813053887,34.64272379588799,32.74382414242513
S00293087,OA,Non-immune cells,FN,146963,106.03066379853247,100.56295601071842,34.45996573452305,32.68296070348349
S00293087,OA,Non-immune cells,MFAP5,260291,106.47619702719807,100.54192684605064,34.60476403383937,32.67612622496646
S00293087,OA,Other Immune cells,CHP,2670,108.7447216216894,101.58726522830432,35.34203452704905,33.0158611991989
S00293087,OA,Other Immune cells,COL1A1bis,1434,106.96151144160302,100.61578100089235,34.762491218520985,32.700128825290015
S00293087,OA,Other Immune cells,COL4A1,440,102.41412410668366,95.52316908618752,33.28459033467219,31.045029953010946
S00293087,OA,Other Immune cells,COL6A1,3049,108.03629050703626,101.04735974886512,35.111794414786786,32.840391918381165
S00293087,OA,Other Immune cells,FN,1324,107.24446892555562,100.55565666097367,34.85445240080558,32.68058841481644
S00293087,OA,Other Immune cells,MFAP5,2285,107.64768988254876,100.88639443994416,34.98549921182835,32.78807819298185
S00293087,OA,Plasma cells,CHP,181,112.3919613932731,106.29259977348407,36.52738745281376,34.545094926382326
S00293087,OA,Plasma cells,COL1A1bis,59,120.72793375775761,110.07720356965514,39.23657847127122,35.77509116013792
S00293087,OA,Plasma cells,COL4A1,12,115.56560622242642,110.55012555686022,37.55882202228859,35.928790805979574
S00293087,OA,Plasma cells,COL6A1,132,112.1830489122108,105.35310036189948,36.45949089646851,34.23975761761733
S00293087,OA,Plasma cells,FN,92,104.91095513281454,99.05064879032008,34.096060418164726,32.19146085685403
S00293087,OA,Plasma cells,MFAP5,92,100.33317155703467,97.4689843718522,32.60828075603627,31.677419920851968
S00293087,OA,T cells,CHP,3344,105.92977422866414,100.43453566270622,34.42717662431585,32.641224090379524
S00293087,OA,T cells,COL1A1bis,767,105.63508693733299,99.47201040592951,34.33140325463322,32.32840338192709
S00293087,OA,T cells,COL4A1,391,94.05275959728722,91.3394782210266,30.567146869118346,29.685330421833644
S00293087,OA,T cells,COL6A1,2712,105.66140111293586,99.44409110079478,34.339955361704156,32.319329607758306
S00293087,OA,T cells,FN,1352,102.92563613570017,97.32370888792879,33.45083174410256,31.630205388576858
S00293087,OA,T cells,MFAP5,2268,104.77394101181014,98.61356913264818,34.051530828838295,32.04940996811066
S00293087,OA,Vascular cells,CHP,99541,111.54785665629973,104.86771870970124,36.253053413297415,34.082008580652904
S00293087,OA,Vascular cells,COL1A1bis,62929,105.52363231838363,99.39398201005737,34.29518050347468,32.303044153268644
S00293087,OA,Vascular cells,COL4A1,26157,83.56186827179614,82.6548059678102,27.15760718833375,26.862811939538318
S00293087,OA,Vascular cells,COL6A1,104842,110.73770314796508,104.32605944366162,35.98975352308865,33.90596931919003
S00293087,OA,Vascular cells,FN,45032,109.40736080370863,102.46654960969302,35.55739226120531,33.30162862315023
S00293087,OA,Vascular cells,MFAP5,81984,111.74419387369619,105.1003409966348,36.316863008951266,34.15761082390631
