,annotation,annotation_level2,annotated_clusters_update3
exp_41090,tumour,tumour,tumour
exp_41091,tumour,tumour,tumour
exp_41092,tumour,tumour,tumour
exp_41093,tumour,tumour,tumour
exp_41094,tumour,tumour,tumour
exp_41095,tumour,tumour,tumour
exp_41096,tumour,tumour,tumour
exp_41097,tumour,tumour,tumour
exp_41098,tumour,tumour,tumour
exp_41099,tumour,tumour,tumour
exp_41100,tumour,tumour,tumour
exp_41101,stroma-immune,stroma-immune,CD4 T cells
exp_41102,tumour,tumour,tumour
exp_41103,tumour,tumour,tumour
exp_41104,tumour,tumour,tumour
exp_41105,tumour,tumour,tumour
exp_41106,tumour,tumour,tumour
exp_41107,tumour,tumour,tumour
exp_41108,tumour,tumour,tumour
exp_41109,stroma-fib,stroma-fib,myCAFs
exp_41110,tumour,tumour,tumour
exp_41111,tumour,tumour,tumour
exp_41112,stroma-fib,stroma-fib,myCAFs
exp_41113,tumour,tumour,tumour
exp_41114,tumour,tumour,tumour
exp_41115,tumour,tumour,tumour
exp_41116,tumour,tumour,tumour
exp_41117,tumour,tumour,tumour
exp_41118,tumour,tumour,tumour
exp_41119,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41120,tumour,tumour,tumour
exp_41121,tumour,tumour,tumour
exp_41122,tumour,tumour,tumour
exp_41123,tumour,tumour,tumour
exp_41124,stroma-fib,stroma-fib,myCAFs
exp_41125,tumour,tumour,tumour
exp_41126,mix,tumour,tumour
exp_41127,tumour,tumour,tumour
exp_41128,tumour,tumour,tumour
exp_41129,tumour,tumour,tumour
exp_41130,tumour,tumour,tumour
exp_41131,tumour,tumour,tumour
exp_41132,stroma-fib,stroma-fib,myCAFs
exp_41133,tumour,tumour,tumour
exp_41134,tumour,tumour,tumour
exp_41135,tumour,tumour,tumour
exp_41136,tumour,tumour,tumour
exp_41137,tumour,tumour,tumour
exp_41138,tumour,tumour,tumour
exp_41139,tumour,tumour,tumour
exp_41140,stroma-fib,stroma-fib,myCAFs
exp_41141,stroma-fib,stroma-fib,myCAFs
exp_41142,tumour,tumour,tumour
exp_41143,tumour,tumour,tumour
exp_41144,tumour,tumour,tumour
exp_41145,tumour,tumour,tumour
exp_41146,tumour,tumour,tumour
exp_41147,tumour,tumour,tumour
exp_41148,tumour,tumour,tumour
exp_41149,stroma-fib,stroma-fib,myCAFs
exp_41150,tumour,tumour,tumour
exp_41151,tumour,tumour,tumour
exp_41152,tumour,tumour,tumour
exp_41153,tumour,tumour,tumour
exp_41154,tumour,tumour,tumour
exp_41155,tumour,tumour,tumour
exp_41156,tumour,tumour,tumour
exp_41157,tumour,tumour,tumour
exp_41158,tumour,tumour,tumour
exp_41159,tumour,tumour,tumour
exp_41160,tumour,tumour,tumour
exp_41161,stroma-fib,stroma-fib,myCAFs
exp_41162,tumour,tumour,tumour
exp_41163,tumour,tumour,tumour
exp_41164,tumour,tumour,tumour
exp_41165,tumour,tumour,tumour
exp_41166,tumour,stroma-immune,T cells
exp_41167,tumour,tumour,tumour
exp_41168,tumour,tumour,tumour
exp_41169,tumour,tumour,tumour
exp_41170,tumour,tumour,tumour
exp_41171,tumour,tumour,tumour
exp_41172,stroma-fib,stroma-fib,myCAFs
exp_41173,tumour,tumour,tumour
exp_41174,tumour,tumour,tumour
exp_41175,stroma-fib,stroma-immune,CD4 T cells
exp_41176,stroma-fib,stroma-fib,myCAFs
exp_41177,tumour,tumour,tumour
exp_41178,tumour,tumour,tumour
exp_41179,stroma-fib,stroma-fib,CD90+ CAFs
exp_41180,stroma-fib,stroma-fib,myCAFs
exp_41181,tumour,tumour,tumour
exp_41182,tumour,stroma-immune,Unknown
exp_41183,tumour,tumour,tumour
exp_41184,tumour,tumour,tumour
exp_41185,tumour,tumour,tumour
exp_41186,tumour,tumour,tumour
exp_41187,tumour,tumour,tumour
exp_41188,tumour,tumour,tumour
exp_41189,tumour,tumour,tumour
exp_41190,tumour,tumour,tumour
exp_41191,tumour,tumour,tumour
exp_41192,tumour,tumour,tumour
exp_41193,tumour,tumour,tumour
exp_41194,tumour,tumour,tumour
exp_41195,tumour,tumour,tumour
exp_41196,tumour,tumour,tumour
exp_41197,tumour,tumour,tumour
exp_41198,tumour,tumour,tumour
exp_41199,tumour,tumour,tumour
exp_41200,tumour,tumour,tumour
exp_41201,stroma-fib,stroma-fib,myCAFs
exp_41202,tumour,tumour,tumour
exp_41203,tumour,tumour,tumour
exp_41204,stroma-fib,stroma-fib,myCAFs
exp_41205,tumour,tumour,tumour
exp_41206,tumour,tumour,tumour
exp_41207,tumour,tumour,tumour
exp_41208,tumour,tumour,tumour
exp_41209,tumour,tumour,tumour
exp_41210,tumour,tumour,tumour
exp_41211,stroma-fib,stroma-immune,Monocytes
exp_41212,tumour,tumour,tumour
exp_41213,tumour,tumour,tumour
exp_41214,tumour,tumour,tumour
exp_41215,tumour,tumour,tumour
exp_41216,tumour,tumour,tumour
exp_41217,tumour,tumour,tumour
exp_41218,tumour,tumour,tumour
exp_41219,tumour,tumour,tumour
exp_41220,tumour,tumour,tumour
exp_41221,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41222,tumour,tumour,tumour
exp_41223,tumour,tumour,tumour
exp_41224,tumour,tumour,tumour
exp_41225,tumour,tumour,tumour
exp_41226,tumour,tumour,tumour
exp_41227,stroma-fib,stroma-immune,Macrophages
exp_41228,tumour,tumour,tumour
exp_41229,tumour,tumour,tumour
exp_41230,tumour,tumour,tumour
exp_41231,tumour,tumour,tumour
exp_41232,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41233,tumour,tumour,tumour
exp_41234,tumour,tumour,tumour
exp_41235,stroma-fib,stroma-immune,Unknown
exp_41236,stroma-fib,stroma-fib,myCAFs
exp_41237,tumour,tumour,tumour
exp_41238,tumour,tumour,tumour
exp_41239,tumour,tumour,tumour
exp_41240,tumour,tumour,tumour
exp_41241,tumour,tumour,tumour
exp_41242,tumour,tumour,tumour
exp_41243,tumour,tumour,tumour
exp_41244,tumour,tumour,tumour
exp_41245,tumour,tumour,tumour
exp_41246,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41247,tumour,tumour,tumour
exp_41248,tumour,tumour,tumour
exp_41249,tumour,tumour,tumour
exp_41250,tumour,tumour,tumour
exp_41251,tumour,tumour,tumour
exp_41252,tumour,tumour,tumour
exp_41253,tumour,tumour,tumour
exp_41254,tumour,tumour,tumour
exp_41255,tumour,tumour,tumour
exp_41256,tumour,tumour,tumour
exp_41257,tumour,tumour,tumour
exp_41258,tumour,tumour,tumour
exp_41259,tumour,tumour,tumour
exp_41260,tumour,tumour,tumour
exp_41261,stroma-fib,stroma-fib,myCAFs
exp_41262,stroma-fib,stroma-fib,myCAFs
exp_41263,tumour,tumour,tumour
exp_41264,tumour,stroma-immune,Monocytes
exp_41265,tumour,stroma-immune,Unknown
exp_41266,tumour,tumour,tumour
exp_41267,stroma-fib,stroma-fib,myCAFs
exp_41268,tumour,tumour,tumour
exp_41269,tumour,tumour,tumour
exp_41270,stroma-fib,stroma-fib,myCAFs
exp_41271,tumour,tumour,tumour
exp_41272,tumour,tumour,tumour
exp_41273,tumour,tumour,tumour
exp_41274,tumour,tumour,tumour
exp_41275,tumour,tumour,tumour
exp_41276,tumour,tumour,tumour
exp_41277,tumour,tumour,tumour
exp_41278,tumour,tumour,tumour
exp_41279,tumour,tumour,tumour
exp_41280,tumour,tumour,tumour
exp_41281,tumour,tumour,tumour
exp_41282,stroma-fib,stroma-fib,myCAFs
exp_41283,tumour,stroma-immune,other immune cells
exp_41284,stroma-fib,stroma-immune,Macrophages
exp_41285,tumour,tumour,tumour
exp_41286,tumour,tumour,tumour
exp_41287,tumour,tumour,tumour
exp_41288,stroma-fib,stroma-fib,CD90+ CAFs
exp_41289,stroma-fib,stroma-fib,CD90+ CAFs
exp_41290,tumour,tumour,tumour
exp_41291,tumour,tumour,tumour
exp_41292,tumour,tumour,tumour
exp_41293,tumour,tumour,tumour
exp_41294,tumour,tumour,tumour
exp_41295,tumour,tumour,tumour
exp_41296,tumour,tumour,tumour
exp_41297,stroma-fib,stroma-fib,myCAFs
exp_41298,stroma-fib,stroma-fib,myCAFs
exp_41299,stroma-fib,stroma-fib,myCAFs
exp_41300,stroma-fib,stroma-fib,myCAFs
exp_41301,stroma-fib,stroma-fib,myCAFs
exp_41302,tumour,tumour,tumour
exp_41303,tumour,tumour,tumour
exp_41304,tumour,tumour,tumour
exp_41305,tumour,stroma-immune,Unknown
exp_41306,tumour,tumour,tumour
exp_41307,stroma-fib,stroma-fib,myCAFs
exp_41308,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41309,tumour,tumour,tumour
exp_41310,tumour,tumour,tumour
exp_41311,tumour,tumour,tumour
exp_41312,tumour,tumour,tumour
exp_41313,stroma-fib,stroma-fib,CD90+ CAFs
exp_41314,tumour,tumour,tumour
exp_41315,tumour,tumour,tumour
exp_41316,tumour,tumour,tumour
exp_41317,tumour,stroma-immune,other immune cells
exp_41318,tumour,tumour,tumour
exp_41319,tumour,tumour,tumour
exp_41320,tumour,tumour,tumour
exp_41321,tumour,tumour,tumour
exp_41322,tumour,tumour,tumour
exp_41323,stroma-fib,stroma-fib,myCAFs
exp_41324,stroma-fib,stroma-fib,myCAFs
exp_41325,tumour,tumour,tumour
exp_41326,tumour,tumour,tumour
exp_41327,tumour,tumour,tumour
exp_41328,tumour,tumour,tumour
exp_41329,tumour,tumour,tumour
exp_41330,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41331,stroma-fib,stroma-immune,CD4 T cells
exp_41332,stroma-fib,stroma-fib,myCAFs
exp_41333,tumour,tumour,tumour
exp_41334,tumour,tumour,tumour
exp_41335,tumour,tumour,tumour
exp_41336,tumour,tumour,tumour
exp_41337,tumour,tumour,tumour
exp_41338,stroma-fib,stroma-fib,myCAFs
exp_41339,tumour,tumour,tumour
exp_41340,tumour,tumour,tumour
exp_41341,tumour,tumour,tumour
exp_41342,tumour,tumour,tumour
exp_41343,tumour,tumour,tumour
exp_41344,stroma-fib,stroma-immune,T cells
exp_41345,tumour,tumour,tumour
exp_41346,tumour,tumour,tumour
exp_41347,tumour,tumour,tumour
exp_41348,tumour,stroma-immune,Unknown
exp_41349,tumour,tumour,tumour
exp_41350,tumour,tumour,tumour
exp_41351,tumour,tumour,tumour
exp_41352,tumour,tumour,tumour
exp_41353,tumour,tumour,tumour
exp_41354,tumour,tumour,tumour
exp_41355,tumour,tumour,tumour
exp_41356,tumour,tumour,tumour
exp_41357,tumour,tumour,tumour
exp_41358,stroma-fib,stroma-fib,myCAFs
exp_41359,stroma-fib,stroma-fib,myCAFs
exp_41360,tumour,tumour,tumour
exp_41361,tumour,tumour,tumour
exp_41362,tumour,tumour,tumour
exp_41363,tumour,tumour,tumour
exp_41364,tumour,tumour,tumour
exp_41365,tumour,tumour,tumour
exp_41366,tumour,tumour,tumour
exp_41367,tumour,tumour,tumour
exp_41368,tumour,tumour,tumour
exp_41369,tumour,tumour,tumour
exp_41370,tumour,tumour,tumour
exp_41371,tumour,tumour,tumour
exp_41372,tumour,tumour,tumour
exp_41373,stroma-fib,stroma-fib,myCAFs
exp_41374,stroma-fib,stroma-fib,myCAFs
exp_41375,tumour,tumour,tumour
exp_41376,stroma-fib,stroma-fib,Unknown
exp_41377,stroma-fib,stroma-immune,other immune cells
exp_41378,tumour,tumour,tumour
exp_41379,tumour,tumour,tumour
exp_41380,tumour,tumour,tumour
exp_41381,tumour,tumour,tumour
exp_41382,tumour,tumour,tumour
exp_41383,tumour,tumour,tumour
exp_41384,tumour,tumour,tumour
exp_41385,tumour,tumour,tumour
exp_41386,tumour,tumour,tumour
exp_41387,tumour,tumour,tumour
exp_41388,tumour,tumour,tumour
exp_41389,tumour,tumour,tumour
exp_41390,tumour,tumour,tumour
exp_41391,stroma-fib,stroma-fib,myCAFs
exp_41392,tumour,tumour,tumour
exp_41393,tumour,tumour,tumour
exp_41394,tumour,tumour,tumour
exp_41395,tumour,tumour,tumour
exp_41396,tumour,tumour,tumour
exp_41397,tumour,tumour,tumour
exp_41398,stroma-fib,stroma-fib,myCAFs
exp_41399,tumour,tumour,tumour
exp_41400,tumour,tumour,tumour
exp_41401,stroma-fib,stroma-fib,CD90+ CAFs
exp_41402,tumour,tumour,tumour
exp_41403,tumour,tumour,tumour
exp_41404,tumour,tumour,tumour
exp_41405,stroma-fib,stroma-fib,myCAFs
exp_41406,stroma-fib,stroma-fib,myCAFs
exp_41407,tumour,stroma-immune,Unknown
exp_41408,tumour,tumour,tumour
exp_41409,tumour,tumour,tumour
exp_41410,stroma-fib,stroma-fib,myCAFs
exp_41411,stroma-fib,stroma-fib,myCAFs
exp_41412,tumour,tumour,tumour
exp_41413,tumour,tumour,tumour
exp_41414,tumour,tumour,tumour
exp_41415,stroma-fib,stroma-fib,myCAFs
exp_41416,stroma-fib,stroma-immune,other immune cells
exp_41417,tumour,stroma-immune,Unknown
exp_41418,tumour,tumour,tumour
exp_41419,tumour,tumour,tumour
exp_41420,tumour,tumour,tumour
exp_41421,stroma-immune,stroma-immune,Unknown
exp_41422,tumour,tumour,tumour
exp_41423,tumour,stroma-immune,Unknown
exp_41424,stroma-fib,stroma-immune,Monocytes
exp_41425,stroma-fib,stroma-fib,myCAFs
exp_41426,stroma-fib,stroma-immune,Monocytes
exp_41427,stroma-fib,stroma-fib,myCAFs
exp_41428,tumour,tumour,tumour
exp_41429,tumour,tumour,tumour
exp_41430,tumour,tumour,tumour
exp_41431,stroma-fib,stroma-fib,myCAFs
exp_41432,tumour,tumour,tumour
exp_41433,tumour,tumour,tumour
exp_41434,tumour,tumour,tumour
exp_41435,tumour,tumour,tumour
exp_41436,tumour,tumour,tumour
exp_41437,tumour,tumour,tumour
exp_41438,tumour,tumour,tumour
exp_41439,tumour,tumour,tumour
exp_41440,tumour,tumour,tumour
exp_41441,tumour,tumour,tumour
exp_41442,tumour,tumour,tumour
exp_41443,tumour,tumour,tumour
exp_41444,stroma-immune,stroma-immune,CD4 T cells
exp_41445,stroma-fib,stroma-immune,Monocytes
exp_41446,tumour,tumour,tumour
exp_41447,stroma-fib,stroma-fib,myCAFs
exp_41448,tumour,tumour,tumour
exp_41449,tumour,tumour,tumour
exp_41450,tumour,tumour,tumour
exp_41451,tumour,tumour,tumour
exp_41452,stroma-fib,stroma-fib,myCAFs
exp_41453,tumour,tumour,tumour
exp_41454,stroma-fib,stroma-fib,myCAFs
exp_41455,stroma-immune,stroma-immune,other immune cells
exp_41456,tumour,stroma-immune,Unknown
exp_41457,tumour,tumour,tumour
exp_41458,tumour,tumour,tumour
exp_41459,tumour,tumour,tumour
exp_41460,tumour,tumour,tumour
exp_41461,tumour,tumour,tumour
exp_41462,tumour,tumour,tumour
exp_41463,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41464,tumour,tumour,tumour
exp_41465,tumour,tumour,tumour
exp_41466,tumour,tumour,tumour
exp_41467,tumour,tumour,tumour
exp_41468,stroma-fib,stroma-fib,myCAFs
exp_41469,tumour,tumour,tumour
exp_41470,tumour,tumour,tumour
exp_41471,tumour,tumour,tumour
exp_41472,stroma-fib,stroma-fib,myCAFs
exp_41473,tumour,tumour,tumour
exp_41474,tumour,tumour,tumour
exp_41475,tumour,tumour,tumour
exp_41476,tumour,tumour,tumour
exp_41477,stroma-fib,stroma-immune,Unknown
exp_41478,tumour,tumour,tumour
exp_41479,tumour,tumour,tumour
exp_41480,stroma-immune,stroma-immune,Unknown
exp_41481,tumour,tumour,tumour
exp_41482,tumour,tumour,tumour
exp_41483,tumour,tumour,tumour
exp_41484,tumour,tumour,tumour
exp_41485,tumour,tumour,tumour
exp_41486,tumour,tumour,tumour
exp_41487,tumour,tumour,tumour
exp_41488,stroma-immune,vessel,vessel
exp_41489,tumour,tumour,tumour
exp_41490,tumour,tumour,tumour
exp_41491,tumour,tumour,tumour
exp_41492,tumour,tumour,tumour
exp_41493,tumour,tumour,tumour
exp_41494,tumour,tumour,tumour
exp_41495,stroma-fib,stroma-fib,myCAFs
exp_41496,tumour,tumour,tumour
exp_41497,tumour,stroma-immune,Unknown
exp_41498,tumour,tumour,tumour
exp_41499,tumour,tumour,tumour
exp_41500,tumour,stroma-immune,Unknown
exp_41501,stroma-fib,stroma-fib,myCAFs
exp_41502,tumour,tumour,tumour
exp_41503,tumour,tumour,tumour
exp_41504,tumour,tumour,tumour
exp_41505,tumour,tumour,tumour
exp_41506,tumour,tumour,tumour
exp_41507,tumour,tumour,tumour
exp_41508,tumour,tumour,tumour
exp_41509,stroma-fib,stroma-immune,T cells
exp_41510,stroma-fib,stroma-fib,myCAFs
exp_41511,tumour,tumour,tumour
exp_41512,tumour,stroma-immune,Unknown
exp_41513,tumour,stroma-immune,Unknown
exp_41514,tumour,tumour,tumour
exp_41515,tumour,tumour,tumour
exp_41516,tumour,tumour,tumour
exp_41517,tumour,tumour,tumour
exp_41518,tumour,tumour,tumour
exp_41519,stroma-immune,stroma-immune,CD4 T cells
exp_41520,tumour,tumour,tumour
exp_41521,tumour,tumour,tumour
exp_41522,tumour,tumour,tumour
exp_41523,tumour,stroma-immune,Macrophages
exp_41524,stroma-fib,stroma-fib,myCAFs
exp_41525,tumour,tumour,tumour
exp_41526,tumour,tumour,tumour
exp_41527,tumour,tumour,tumour
exp_41528,stroma-immune,vessel,vessel
exp_41529,tumour,tumour,tumour
exp_41530,stroma-immune,stroma-immune,T cells
exp_41531,tumour,tumour,tumour
exp_41532,tumour,tumour,tumour
exp_41533,tumour,tumour,tumour
exp_41534,tumour,tumour,tumour
exp_41535,tumour,tumour,tumour
exp_41536,tumour,tumour,tumour
exp_41537,tumour,stroma-immune,Unknown
exp_41538,tumour,tumour,tumour
exp_41539,tumour,tumour,tumour
exp_41540,tumour,tumour,tumour
exp_41541,tumour,tumour,tumour
exp_41542,tumour,tumour,tumour
exp_41543,tumour,tumour,tumour
exp_41544,tumour,tumour,tumour
exp_41545,tumour,tumour,tumour
exp_41546,tumour,tumour,tumour
exp_41547,stroma-fib,stroma-fib,myCAFs
exp_41548,tumour,tumour,tumour
exp_41549,tumour,tumour,tumour
exp_41550,tumour,tumour,tumour
exp_41551,tumour,tumour,tumour
exp_41552,tumour,tumour,tumour
exp_41553,tumour,tumour,tumour
exp_41554,tumour,tumour,tumour
exp_41555,tumour,tumour,tumour
exp_41556,tumour,tumour,tumour
exp_41557,tumour,tumour,tumour
exp_41558,stroma-immune,stroma-immune,other immune cells
exp_41559,tumour,tumour,tumour
exp_41560,tumour,tumour,tumour
exp_41561,tumour,tumour,tumour
exp_41562,stroma-fib,stroma-fib,myCAFs
exp_41563,tumour,tumour,tumour
exp_41564,tumour,tumour,tumour
exp_41565,tumour,tumour,tumour
exp_41566,tumour,tumour,tumour
exp_41567,tumour,tumour,tumour
exp_41568,tumour,tumour,tumour
exp_41569,tumour,tumour,tumour
exp_41570,tumour,tumour,tumour
exp_41571,tumour,tumour,tumour
exp_41572,stroma-fib,stroma-fib,myCAFs
exp_41573,tumour,tumour,tumour
exp_41574,tumour,tumour,tumour
exp_41575,tumour,tumour,tumour
exp_41576,stroma-fib,stroma-fib,CD90+ CAFs
exp_41577,tumour,tumour,tumour
exp_41578,tumour,tumour,tumour
exp_41579,tumour,tumour,tumour
exp_41580,tumour,tumour,tumour
exp_41581,stroma-fib,stroma-fib,myCAFs
exp_41582,tumour,tumour,tumour
exp_41583,tumour,tumour,tumour
exp_41584,tumour,tumour,tumour
exp_41585,tumour,tumour,tumour
exp_41586,tumour,tumour,tumour
exp_41587,tumour,tumour,tumour
exp_41588,stroma-fib,stroma-fib,CD90+ CAFs
exp_41589,tumour,tumour,tumour
exp_41590,tumour,tumour,tumour
exp_41591,tumour,tumour,tumour
exp_41592,tumour,tumour,tumour
exp_41593,stroma-fib,stroma-fib,myCAFs
exp_41594,tumour,tumour,tumour
exp_41595,tumour,tumour,tumour
exp_41596,stroma-immune,vessel,vessel
exp_41597,tumour,tumour,tumour
exp_41598,tumour,tumour,tumour
exp_41599,tumour,tumour,tumour
exp_41600,tumour,tumour,tumour
exp_41601,tumour,tumour,tumour
exp_41602,stroma-fib,stroma-fib,myCAFs
exp_41603,tumour,tumour,tumour
exp_41604,tumour,stroma-immune,other immune cells
exp_41605,tumour,tumour,tumour
exp_41606,tumour,tumour,tumour
exp_41607,tumour,tumour,tumour
exp_41608,tumour,tumour,tumour
exp_41609,stroma-fib,stroma-fib,myCAFs
exp_41610,tumour,tumour,tumour
exp_41611,tumour,tumour,tumour
exp_41612,tumour,tumour,tumour
exp_41613,tumour,tumour,tumour
exp_41614,tumour,tumour,tumour
exp_41615,tumour,tumour,tumour
exp_41616,tumour,tumour,tumour
exp_41617,tumour,tumour,tumour
exp_41618,tumour,stroma-immune,Unknown
exp_41619,stroma-fib,stroma-fib,myCAFs
exp_41620,tumour,tumour,tumour
exp_41621,mix,tumour,tumour
exp_41622,tumour,tumour,tumour
exp_41623,tumour,tumour,tumour
exp_41624,tumour,stroma-immune,Unknown
exp_41625,tumour,tumour,tumour
exp_41626,stroma-fib,stroma-fib,myCAFs
exp_41627,stroma-immune,stroma-immune,CD4 T cells
exp_41628,stroma-fib,stroma-fib,myCAFs
exp_41629,stroma-fib,stroma-fib,myCAFs
exp_41630,tumour,tumour,tumour
exp_41631,tumour,tumour,tumour
exp_41632,tumour,tumour,tumour
exp_41633,stroma-fib,stroma-immune,Unknown
exp_41634,tumour,tumour,tumour
exp_41635,tumour,tumour,tumour
exp_41636,tumour,tumour,tumour
exp_41637,tumour,tumour,tumour
exp_41638,tumour,tumour,tumour
exp_41639,tumour,tumour,tumour
exp_41640,tumour,tumour,tumour
exp_41641,stroma-fib,stroma-fib,myCAFs
exp_41642,tumour,tumour,tumour
exp_41643,tumour,tumour,tumour
exp_41644,stroma-immune,stroma-immune,Macrophages
exp_41645,tumour,tumour,tumour
exp_41646,tumour,tumour,tumour
exp_41647,stroma-fib,stroma-fib,myCAFs
exp_41648,tumour,tumour,tumour
exp_41649,tumour,tumour,tumour
exp_41650,tumour,tumour,tumour
exp_41651,tumour,tumour,tumour
exp_41652,tumour,tumour,tumour
exp_41653,tumour,tumour,tumour
exp_41654,stroma-fib,stroma-fib,myCAFs
exp_41655,tumour,tumour,tumour
exp_41656,tumour,tumour,tumour
exp_41657,tumour,tumour,tumour
exp_41658,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41659,tumour,tumour,tumour
exp_41660,tumour,tumour,tumour
exp_41661,tumour,tumour,tumour
exp_41662,tumour,tumour,tumour
exp_41663,tumour,tumour,tumour
exp_41664,tumour,tumour,tumour
exp_41665,tumour,tumour,tumour
exp_41666,stroma-fib,stroma-fib,myCAFs
exp_41667,stroma-fib,stroma-immune,CD4 T cells
exp_41668,tumour,tumour,tumour
exp_41669,tumour,tumour,tumour
exp_41670,tumour,tumour,tumour
exp_41671,tumour,tumour,tumour
exp_41672,tumour,stroma-immune,CD4 T cells
exp_41673,tumour,tumour,tumour
exp_41674,tumour,tumour,tumour
exp_41675,mix,tumour,tumour
exp_41676,tumour,tumour,tumour
exp_41677,tumour,tumour,tumour
exp_41678,stroma-fib,stroma-fib,CD90+ CAFs
exp_41679,tumour,tumour,tumour
exp_41680,tumour,tumour,tumour
exp_41681,tumour,tumour,tumour
exp_41682,stroma-fib,stroma-immune,Monocytes
exp_41683,tumour,tumour,tumour
exp_41684,tumour,tumour,tumour
exp_41685,tumour,tumour,tumour
exp_41686,tumour,tumour,tumour
exp_41687,tumour,tumour,tumour
exp_41688,tumour,tumour,tumour
exp_41689,stroma-fib,stroma-fib,myCAFs
exp_41690,stroma-fib,stroma-fib,myCAFs
exp_41691,tumour,tumour,tumour
exp_41692,tumour,tumour,tumour
exp_41693,tumour,tumour,tumour
exp_41694,tumour,tumour,tumour
exp_41695,tumour,tumour,tumour
exp_41696,stroma-fib,stroma-fib,myCAFs
exp_41697,tumour,tumour,tumour
exp_41698,tumour,tumour,tumour
exp_41699,tumour,tumour,tumour
exp_41700,tumour,tumour,tumour
exp_41701,tumour,tumour,tumour
exp_41702,tumour,stroma-immune,Unknown
exp_41703,tumour,tumour,tumour
exp_41704,tumour,tumour,tumour
exp_41705,tumour,tumour,tumour
exp_41706,tumour,tumour,tumour
exp_41707,tumour,tumour,tumour
exp_41708,tumour,tumour,tumour
exp_41709,tumour,tumour,tumour
exp_41710,tumour,tumour,tumour
exp_41711,stroma-fib,stroma-immune,T cells
exp_41712,tumour,tumour,tumour
exp_41713,tumour,tumour,tumour
exp_41714,tumour,tumour,tumour
exp_41715,tumour,tumour,tumour
exp_41716,tumour,tumour,tumour
exp_41717,tumour,tumour,tumour
exp_41718,tumour,tumour,tumour
exp_41719,tumour,tumour,tumour
exp_41720,tumour,tumour,tumour
exp_41721,tumour,tumour,tumour
exp_41722,stroma-immune,vessel,vessel
exp_41723,stroma-fib,stroma-immune,CD4 T cells
exp_41724,tumour,tumour,tumour
exp_41725,tumour,tumour,tumour
exp_41726,tumour,tumour,tumour
