,annotated_clusters_update3,svm_prediction
exp_8694,vessel,vessel
exp_8695,other immune cells,other immune cells
exp_8696,other immune cells,other immune cells
exp_8697,CD4 T cells,CD4 T cells
exp_8698,CD4 T cells,CD4 T cells
exp_8699,other immune cells,other immune cells
exp_8700,Unknown,myCAFs
exp_8701,vessel,vessel
exp_8702,vessel,other immune cells
exp_8703,other immune cells,other immune cells
exp_8704,other immune cells,other immune cells
exp_8705,myCAFs,myCAFs
exp_8706,other immune cells,other immune cells
exp_8707,myCAFs,myCAFs
exp_8708,Monocytes,Monocytes
exp_8709,myCAFs,myCAFs
exp_8710,Unknown,myCAFs
exp_8711,Monocytes,Monocytes
exp_8712,tumour,tumour
exp_8713,tumour,tumour
exp_8714,tumour,tumour
exp_8715,vessel,vessel
exp_8716,myCAFs,myCAFs
exp_8717,Unknown,myCAFs
exp_8718,other immune cells,other immune cells
exp_8719,Unknown,myCAFs
exp_8720,other immune cells,other immune cells
exp_8721,tumour,tumour
exp_8722,Monocytes,Monocytes
exp_8723,other immune cells,other immune cells
exp_8724,other immune cells,other immune cells
exp_8725,vessel,vessel
exp_8726,myCAFs,PDPN+ CAFs
exp_8727,CD4 T cells,CD4 T cells
exp_8728,T cells,T cells
exp_8729,Unknown,PDPN+ CAFs
exp_8730,CD4 T cells,CD4 T cells
exp_8731,Unknown,other immune cells
exp_8732,vessel,vessel
exp_8733,vessel,vessel
exp_8734,myCAFs,myCAFs
exp_8735,myCAFs,Monocytes
exp_8736,tumour,tumour
exp_8737,tumour,PDPN+ CAFs
exp_8738,other immune cells,vessel
exp_8739,CD4 T cells,other immune cells
exp_8740,tumour,Monocytes
exp_8741,myCAFs,myCAFs
exp_8742,myCAFs,myCAFs
exp_8743,tumour,tumour
exp_8744,Dendritic cells,tumour
exp_8745,other immune cells,other immune cells
exp_8746,tumour,other immune cells
exp_8747,other immune cells,other immune cells
exp_8748,other immune cells,other immune cells
exp_8749,tumour,other immune cells
exp_8750,vessel,vessel
exp_8751,CD4 T cells,CD4 T cells
exp_8752,CD4 T cells,CD4 T cells
exp_8753,other immune cells,other immune cells
exp_8754,other immune cells,other immune cells
exp_8755,vessel,vessel
exp_8756,other immune cells,other immune cells
exp_8757,other immune cells,other immune cells
exp_8758,CD4 T cells,CD4 T cells
exp_8759,myCAFs,myCAFs
exp_8760,tumour,PDPN+ CAFs
exp_8761,tumour,tumour
exp_8762,other immune cells,Monocytes
exp_8763,other immune cells,other immune cells
exp_8764,other immune cells,PDPN+ CAFs
exp_8765,Macrophages,Macrophages
exp_8766,myCAFs,myCAFs
exp_8767,myCAFs,myCAFs
exp_8768,myCAFs,myCAFs
exp_8769,Monocytes,Monocytes
exp_8770,tumour,CD4 T cells
exp_8771,tumour,Macrophages
exp_8772,myCAFs,myCAFs
exp_8773,myCAFs,myCAFs
exp_8774,vessel,vessel
exp_8775,other immune cells,other immune cells
exp_8776,other immune cells,other immune cells
exp_8777,tumour,tumour
exp_8778,myCAFs,myCAFs
exp_8779,myCAFs,myCAFs
exp_8780,myCAFs,myCAFs
exp_8781,myCAFs,myCAFs
exp_8782,tumour,tumour
exp_8783,PDPN+ CAFs,PDPN+ CAFs
exp_8784,tumour,tumour
exp_8785,vessel,vessel
exp_8786,vessel,vessel
exp_8787,other immune cells,other immune cells
exp_8788,CD4 T cells,CD4 T cells
exp_8789,myCAFs,myCAFs
exp_8790,other immune cells,other immune cells
exp_8791,myCAFs,myCAFs
exp_8792,tumour,tumour
exp_8793,tumour,tumour
exp_8794,tumour,tumour
exp_8795,tumour,tumour
exp_8796,tumour,tumour
exp_8797,other immune cells,other immune cells
exp_8798,other immune cells,other immune cells
exp_8799,other immune cells,other immune cells
exp_8800,PDPN+ CAFs,T cells
exp_8801,myCAFs,myCAFs
exp_8802,myCAFs,Macrophages
exp_8803,myCAFs,myCAFs
exp_8804,CD4 T cells,CD4 T cells
exp_8805,myCAFs,myCAFs
exp_8806,other immune cells,PDPN+ CAFs
exp_8807,Unknown,other immune cells
exp_8808,PDPN+ CAFs,PDPN+ CAFs
exp_8809,Dendritic cells,Dendritic cells
exp_8810,CD4 T cells,CD4 T cells
exp_8811,other immune cells,other immune cells
exp_8812,vessel,vessel
exp_8813,CD4 T cells,CD4 T cells
exp_8814,Unknown,myCAFs
exp_8815,myCAFs,myCAFs
exp_8816,myCAFs,myCAFs
exp_8817,T cells,T cells
exp_8818,Unknown,PDPN+ CAFs
exp_8819,Unknown,vessel
exp_8820,myCAFs,myCAFs
exp_8821,tumour,tumour
exp_8822,tumour,tumour
exp_8823,other immune cells,other immune cells
exp_8824,other immune cells,other immune cells
exp_8825,other immune cells,CD90+ CAFs
exp_8826,other immune cells,other immune cells
exp_8827,other immune cells,other immune cells
exp_8828,other immune cells,T cells
exp_8829,CD4 T cells,CD4 T cells
exp_8830,myCAFs,myCAFs
exp_8831,tumour,tumour
exp_8832,other immune cells,other immune cells
exp_8833,other immune cells,other immune cells
exp_8834,myCAFs,CD4 T cells
exp_8835,myCAFs,myCAFs
exp_8836,Unknown,PDPN+ CAFs
exp_8837,T cells,T cells
exp_8838,myCAFs,myCAFs
exp_8839,tumour,tumour
exp_8840,CD4 T cells,CD4 T cells
exp_8841,other immune cells,other immune cells
exp_8842,other immune cells,other immune cells
exp_8843,CD4 T cells,CD4 T cells
exp_8844,tumour,tumour
exp_8845,myCAFs,myCAFs
exp_8846,Unknown,myCAFs
exp_8847,myCAFs,myCAFs
exp_8848,myCAFs,Monocytes
exp_8849,CD4 T cells,CD4 T cells
exp_8850,tumour,PDPN+ CAFs
exp_8851,myCAFs,myCAFs
exp_8852,tumour,tumour
exp_8853,tumour,Monocytes
exp_8854,Monocytes,Monocytes
exp_8855,vessel,vessel
exp_8856,tumour,other immune cells
exp_8857,other immune cells,other immune cells
exp_8858,myCAFs,myCAFs
exp_8859,myCAFs,myCAFs
exp_8860,Unknown,myCAFs
exp_8861,tumour,other immune cells
exp_8862,myCAFs,myCAFs
exp_8863,CD4 T cells,CD4 T cells
exp_8864,tumour,tumour
exp_8865,other immune cells,other immune cells
exp_8866,vessel,vessel
exp_8867,other immune cells,other immune cells
exp_8868,Unknown,myCAFs
exp_8869,other immune cells,other immune cells
exp_8870,tumour,tumour
exp_8871,other immune cells,other immune cells
exp_8872,vessel,vessel
exp_8873,Unknown,other immune cells
exp_8874,tumour,tumour
exp_8875,myCAFs,myCAFs
exp_8876,myCAFs,myCAFs
exp_8877,tumour,PDPN+ CAFs
exp_8878,Unknown,other immune cells
exp_8879,other immune cells,Macrophages
exp_8880,Unknown,myCAFs
exp_8881,myCAFs,myCAFs
exp_8882,myCAFs,Monocytes
exp_8883,Unknown,myCAFs
exp_8884,other immune cells,PDPN+ CAFs
exp_8885,Unknown,myCAFs
exp_8886,myCAFs,myCAFs
exp_8887,vessel,vessel
exp_8888,other immune cells,other immune cells
exp_8889,CD4 T cells,CD4 T cells
exp_8890,other immune cells,other immune cells
exp_8891,CD4 T cells,CD4 T cells
exp_8892,other immune cells,other immune cells
exp_8893,myCAFs,myCAFs
exp_8894,myCAFs,myCAFs
exp_8895,CD4 T cells,CD4 T cells
exp_8896,tumour,tumour
exp_8897,vessel,vessel
exp_8898,other immune cells,other immune cells
exp_8899,other immune cells,other immune cells
exp_8900,T cells,PDPN+ CAFs
exp_8901,vessel,vessel
exp_8902,tumour,tumour
exp_8903,myCAFs,myCAFs
exp_8904,myCAFs,myCAFs
exp_8905,CD4 T cells,CD4 T cells
exp_8906,Unknown,other immune cells
exp_8907,tumour,tumour
exp_8908,tumour,tumour
exp_8909,other immune cells,other immune cells
exp_8910,tumour,tumour
exp_8911,PDPN+ CAFs,PDPN+ CAFs
exp_8912,other immune cells,other immune cells
exp_8913,tumour,tumour
exp_8914,myCAFs,myCAFs
exp_8915,myCAFs,myCAFs
exp_8916,myCAFs,CD4 T cells
exp_8917,tumour,T cells
exp_8918,tumour,PDPN+ CAFs
exp_8919,myCAFs,PDPN+ CAFs
exp_8920,tumour,tumour
exp_8921,CD4 T cells,CD4 T cells
exp_8922,tumour,other immune cells
exp_8923,Monocytes,Monocytes
exp_8924,CD4 T cells,CD4 T cells
exp_8925,other immune cells,PDPN+ CAFs
exp_8926,Unknown,myCAFs
exp_8927,CD4 T cells,CD4 T cells
exp_8928,vessel,vessel
exp_8929,myCAFs,myCAFs
exp_8930,tumour,tumour
exp_8931,vessel,vessel
exp_8932,PDPN+ CAFs,PDPN+ CAFs
exp_8933,vessel,vessel
exp_8934,myCAFs,CD4 T cells
exp_8935,CD4 T cells,CD4 T cells
exp_8936,tumour,CD4 T cells
exp_8937,myCAFs,myCAFs
exp_8938,tumour,PDPN+ CAFs
exp_8939,other immune cells,other immune cells
exp_8940,CD4 T cells,CD4 T cells
exp_8941,CD4 T cells,CD4 T cells
exp_8942,other immune cells,other immune cells
exp_8943,myCAFs,CD4 T cells
exp_8944,tumour,vessel
exp_8945,tumour,PDPN+ CAFs
exp_8946,tumour,Monocytes
exp_8947,tumour,PDPN+ CAFs
exp_8948,vessel,vessel
exp_8949,other immune cells,other immune cells
exp_8950,CD4 T cells,CD4 T cells
exp_8951,other immune cells,other immune cells
exp_8952,tumour,tumour
exp_8953,other immune cells,myCAFs
exp_8954,Monocytes,Monocytes
exp_8955,other immune cells,PDPN+ CAFs
exp_8956,PDPN+ CAFs,PDPN+ CAFs
exp_8957,vessel,vessel
exp_8958,other immune cells,other immune cells
exp_8959,CD4 T cells,CD4 T cells
exp_8960,other immune cells,other immune cells
exp_8961,other immune cells,other immune cells
exp_8962,myCAFs,myCAFs
exp_8963,myCAFs,other immune cells
exp_8964,Unknown,myCAFs
exp_8965,tumour,PDPN+ CAFs
exp_8966,PDPN+ CAFs,PDPN+ CAFs
exp_8967,tumour,tumour
exp_8968,tumour,tumour
exp_8969,CD4 T cells,CD4 T cells
exp_8970,other immune cells,PDPN+ CAFs
exp_8971,myCAFs,other immune cells
exp_8972,CD4 T cells,CD4 T cells
exp_8973,tumour,PDPN+ CAFs
exp_8974,Monocytes,Monocytes
exp_8975,Monocytes,Monocytes
exp_8976,other immune cells,other immune cells
exp_8977,Macrophages,Monocytes
exp_8978,other immune cells,PDPN+ CAFs
exp_8979,T cells,T cells
exp_8980,myCAFs,myCAFs
exp_8981,tumour,tumour
exp_8982,other immune cells,other immune cells
exp_8983,CD4 T cells,CD4 T cells
exp_8984,CD4 T cells,CD4 T cells
exp_8985,PDPN+ CAFs,T cells
exp_8986,CD4 T cells,CD4 T cells
exp_8987,myCAFs,myCAFs
exp_8988,myCAFs,myCAFs
exp_8989,other immune cells,other immune cells
exp_8990,vessel,vessel
exp_8991,tumour,tumour
exp_8992,other immune cells,other immune cells
exp_8993,CD4 T cells,CD4 T cells
exp_8994,myCAFs,myCAFs
exp_8995,myCAFs,myCAFs
exp_8996,Unknown,myCAFs
exp_8997,tumour,tumour
exp_8998,other immune cells,other immune cells
exp_8999,CD4 T cells,CD4 T cells
exp_9000,myCAFs,Monocytes
exp_9001,myCAFs,myCAFs
exp_9002,myCAFs,myCAFs
exp_9003,tumour,PDPN+ CAFs
exp_9004,other immune cells,PDPN+ CAFs
exp_9005,myCAFs,myCAFs
exp_9006,PDPN+ CAFs,PDPN+ CAFs
exp_9007,other immune cells,other immune cells
exp_9008,other immune cells,other immune cells
exp_9009,other immune cells,other immune cells
exp_9010,vessel,vessel
exp_9011,myCAFs,Monocytes
exp_9012,Monocytes,Monocytes
exp_9013,CD4 T cells,CD4 T cells
exp_9014,tumour,tumour
exp_9015,Monocytes,PDPN+ CAFs
exp_9016,other immune cells,other immune cells
exp_9017,CD4 T cells,CD4 T cells
exp_9018,CD4 T cells,CD4 T cells
exp_9019,tumour,tumour
exp_9020,tumour,tumour
exp_9021,PDPN+ CAFs,PDPN+ CAFs
exp_9022,other immune cells,other immune cells
exp_9023,myCAFs,myCAFs
exp_9024,Monocytes,Monocytes
exp_9025,CD4 T cells,CD4 T cells
exp_9026,T cells,T cells
exp_9027,tumour,CD4 T cells
exp_9028,T cells,T cells
exp_9029,tumour,CD4 T cells
exp_9030,other immune cells,other immune cells
exp_9031,T cells,T cells
exp_9032,PDPN+ CAFs,CD4 T cells
exp_9033,myCAFs,myCAFs
exp_9034,Unknown,myCAFs
exp_9035,tumour,T cells
exp_9036,tumour,tumour
exp_9037,tumour,tumour
exp_9038,other immune cells,other immune cells
exp_9039,other immune cells,other immune cells
exp_9040,CD4 T cells,CD4 T cells
exp_9041,other immune cells,other immune cells
exp_9042,CD4 T cells,CD4 T cells
exp_9043,Monocytes,Monocytes
exp_9044,other immune cells,other immune cells
exp_9045,Monocytes,Macrophages
exp_9046,PDPN+ CAFs,PDPN+ CAFs
exp_9047,myCAFs,myCAFs
exp_9048,Unknown,myCAFs
exp_9049,other immune cells,other immune cells
exp_9050,vessel,vessel
exp_9051,Unknown,myCAFs
exp_9052,other immune cells,other immune cells
exp_9053,other immune cells,other immune cells
exp_9054,CD4 T cells,CD4 T cells
exp_9055,CD4 T cells,CD4 T cells
exp_9056,Monocytes,Monocytes
exp_9057,PDPN+ CAFs,CD4 T cells
exp_9058,tumour,tumour
exp_9059,myCAFs,myCAFs
exp_9060,tumour,tumour
exp_9061,tumour,tumour
exp_9062,CD4 T cells,CD4 T cells
exp_9063,other immune cells,other immune cells
exp_9064,vessel,vessel
exp_9065,myCAFs,myCAFs
exp_9066,myCAFs,Monocytes
exp_9067,Unknown,other immune cells
exp_9068,vessel,vessel
exp_9069,tumour,tumour
exp_9070,CD4 T cells,CD4 T cells
exp_9071,tumour,tumour
exp_9072,tumour,PDPN+ CAFs
exp_9073,CD4 T cells,CD4 T cells
exp_9074,vessel,vessel
exp_9075,other immune cells,Monocytes
exp_9076,other immune cells,other immune cells
exp_9077,CD4 T cells,CD4 T cells
exp_9078,other immune cells,other immune cells
exp_9079,PDPN+ CAFs,PDPN+ CAFs
exp_9080,other immune cells,other immune cells
exp_9081,myCAFs,myCAFs
exp_9082,myCAFs,myCAFs
exp_9083,myCAFs,myCAFs
exp_9084,Monocytes,PDPN+ CAFs
exp_9085,other immune cells,Monocytes
exp_9086,vessel,vessel
exp_9087,other immune cells,other immune cells
exp_9088,other immune cells,other immune cells
exp_9089,tumour,tumour
exp_9090,other immune cells,other immune cells
exp_9091,CD4 T cells,CD4 T cells
exp_9092,CD4 T cells,CD4 T cells
exp_9093,myCAFs,myCAFs
exp_9094,tumour,tumour
exp_9095,tumour,tumour
exp_9096,tumour,other immune cells
exp_9097,CD4 T cells,CD4 T cells
exp_9098,tumour,PDPN+ CAFs
exp_9099,other immune cells,other immune cells
exp_9100,tumour,tumour
exp_9101,other immune cells,other immune cells
exp_9102,Monocytes,Monocytes
exp_9103,myCAFs,myCAFs
exp_9104,Monocytes,Monocytes
exp_9105,Unknown,myCAFs
exp_9106,PDPN+ CAFs,PDPN+ CAFs
exp_9107,CD90+ CAFs,CD90+ CAFs
exp_9108,CD4 T cells,CD4 T cells
exp_9109,CD4 T cells,CD4 T cells
exp_9110,Dendritic cells,Dendritic cells
exp_9111,other immune cells,other immune cells
exp_9112,myCAFs,myCAFs
exp_9113,Unknown,other immune cells
exp_9114,tumour,tumour
exp_9115,tumour,tumour
exp_9116,other immune cells,other immune cells
exp_9117,other immune cells,other immune cells
exp_9118,tumour,other immune cells
exp_9119,CD4 T cells,CD4 T cells
exp_9120,CD4 T cells,CD4 T cells
exp_9121,vessel,Monocytes
exp_9122,myCAFs,myCAFs
exp_9123,Monocytes,Monocytes
exp_9124,myCAFs,myCAFs
exp_9125,tumour,PDPN+ CAFs
exp_9126,CD4 T cells,CD4 T cells
exp_9127,T cells,T cells
exp_9128,other immune cells,other immune cells
exp_9129,vessel,vessel
exp_9130,myCAFs,myCAFs
exp_9131,PDPN+ CAFs,PDPN+ CAFs
exp_9132,CD4 T cells,CD4 T cells
exp_9133,PDPN+ CAFs,PDPN+ CAFs
exp_9134,other immune cells,other immune cells
exp_9135,other immune cells,PDPN+ CAFs
exp_9136,Monocytes,Monocytes
exp_9137,CD4 T cells,CD4 T cells
exp_9138,Unknown,myCAFs
exp_9139,CD90+ CAFs,PDPN+ CAFs
exp_9140,other immune cells,other immune cells
exp_9141,other immune cells,Monocytes
exp_9142,Unknown,myCAFs
exp_9143,Unknown,myCAFs
exp_9144,other immune cells,other immune cells
exp_9145,other immune cells,other immune cells
exp_9146,PDPN+ CAFs,PDPN+ CAFs
exp_9147,myCAFs,PDPN+ CAFs
exp_9148,Unknown,PDPN+ CAFs
exp_9149,tumour,tumour
exp_9150,vessel,vessel
exp_9151,Monocytes,Monocytes
exp_9152,other immune cells,other immune cells
exp_9153,other immune cells,other immune cells
exp_9154,tumour,tumour
exp_9155,vessel,vessel
exp_9156,other immune cells,other immune cells
exp_9157,other immune cells,PDPN+ CAFs
exp_9158,tumour,tumour
exp_9159,other immune cells,other immune cells
exp_9160,other immune cells,other immune cells
exp_9161,other immune cells,other immune cells
exp_9162,other immune cells,PDPN+ CAFs
exp_9163,CD4 T cells,CD4 T cells
exp_9164,CD4 T cells,CD4 T cells
exp_9165,myCAFs,PDPN+ CAFs
exp_9166,Macrophages,Macrophages
exp_9167,Monocytes,Monocytes
exp_9168,CD4 T cells,CD4 T cells
exp_9169,myCAFs,myCAFs
exp_9170,myCAFs,myCAFs
exp_9171,Unknown,myCAFs
exp_9172,other immune cells,other immune cells
exp_9173,CD4 T cells,CD4 T cells
exp_9174,other immune cells,other immune cells
exp_9175,other immune cells,other immune cells
exp_9176,T cells,T cells
exp_9177,Unknown,vessel
exp_9178,Monocytes,Monocytes
exp_9179,myCAFs,myCAFs
exp_9180,myCAFs,myCAFs
exp_9181,myCAFs,myCAFs
exp_9182,tumour,Monocytes
exp_9183,tumour,tumour
exp_9184,tumour,tumour
exp_9185,tumour,tumour
exp_9186,other immune cells,other immune cells
exp_9187,Unknown,other immune cells
exp_9188,other immune cells,other immune cells
exp_9189,CD4 T cells,CD4 T cells
exp_9190,myCAFs,myCAFs
exp_9191,other immune cells,other immune cells
exp_9192,myCAFs,myCAFs
exp_9193,tumour,tumour
exp_9194,Monocytes,Monocytes
exp_9195,myCAFs,other immune cells
exp_9196,other immune cells,PDPN+ CAFs
exp_9197,Unknown,PDPN+ CAFs
exp_9198,Unknown,myCAFs
exp_9199,vessel,vessel
exp_9200,Monocytes,Monocytes
exp_9201,CD4 T cells,CD4 T cells
exp_9202,Unknown,other immune cells
exp_9203,Macrophages,Macrophages
exp_9204,vessel,CD4 T cells
exp_9205,myCAFs,CD4 T cells
exp_9206,CD4 T cells,CD4 T cells
exp_9207,myCAFs,Monocytes
exp_9208,myCAFs,myCAFs
exp_9209,tumour,tumour
exp_9210,Unknown,myCAFs
exp_9211,other immune cells,other immune cells
exp_9212,Unknown,tumour
exp_9213,PDPN+ CAFs,other immune cells
exp_9214,myCAFs,myCAFs
exp_9215,tumour,tumour
exp_9216,tumour,tumour
exp_9217,other immune cells,vessel
exp_9218,Macrophages,Macrophages
exp_9219,CD4 T cells,CD4 T cells
exp_9220,myCAFs,Monocytes
exp_9221,other immune cells,other immune cells
exp_9222,other immune cells,other immune cells
exp_9223,CD4 T cells,CD4 T cells
exp_9224,CD4 T cells,CD4 T cells
exp_9225,CD4 T cells,CD4 T cells
exp_9226,CD4 T cells,CD4 T cells
exp_9227,CD4 T cells,PDPN+ CAFs
exp_9228,CD4 T cells,CD4 T cells
exp_9229,CD4 T cells,CD4 T cells
exp_9230,myCAFs,myCAFs
exp_9231,myCAFs,T cells
exp_9232,myCAFs,myCAFs
exp_9233,tumour,tumour
exp_9234,PDPN+ CAFs,PDPN+ CAFs
exp_9235,PDPN+ CAFs,PDPN+ CAFs
exp_9236,other immune cells,other immune cells
exp_9237,CD4 T cells,CD4 T cells
exp_9238,tumour,tumour
exp_9239,tumour,tumour
exp_9240,CD4 T cells,CD4 T cells
exp_9241,T cells,T cells
exp_9242,CD4 T cells,CD4 T cells
exp_9243,myCAFs,myCAFs
exp_9244,Unknown,PDPN+ CAFs
exp_9245,T cells,T cells
exp_9246,tumour,tumour
exp_9247,tumour,Monocytes
exp_9248,tumour,tumour
exp_9249,other immune cells,other immune cells
exp_9250,vessel,vessel
exp_9251,vessel,vessel
exp_9252,CD4 T cells,CD4 T cells
exp_9253,tumour,Monocytes
exp_9254,tumour,tumour
exp_9255,tumour,tumour
exp_9256,tumour,PDPN+ CAFs
exp_9257,tumour,tumour
exp_9258,other immune cells,other immune cells
exp_9259,other immune cells,other immune cells
exp_9260,CD4 T cells,CD4 T cells
exp_9261,myCAFs,myCAFs
exp_9262,Monocytes,Monocytes
exp_9263,other immune cells,Monocytes
exp_9264,CD90+ CAFs,CD90+ CAFs
exp_9265,tumour,tumour
exp_9266,Macrophages,Macrophages
exp_9267,Monocytes,Monocytes
exp_9268,CD4 T cells,CD4 T cells
exp_9269,T cells,T cells
exp_9270,myCAFs,myCAFs
exp_9271,Monocytes,Monocytes
exp_9272,myCAFs,myCAFs
exp_9273,myCAFs,myCAFs
exp_9274,CD4 T cells,CD4 T cells
exp_9275,tumour,tumour
exp_9276,other immune cells,other immune cells
exp_9277,CD4 T cells,CD4 T cells
exp_9278,other immune cells,PDPN+ CAFs
exp_9279,other immune cells,other immune cells
exp_9280,PDPN+ CAFs,PDPN+ CAFs
exp_9281,Unknown,myCAFs
exp_9282,myCAFs,myCAFs
exp_9283,myCAFs,myCAFs
exp_9284,CD4 T cells,CD4 T cells
exp_9285,myCAFs,myCAFs
exp_9286,other immune cells,other immune cells
exp_9287,CD4 T cells,CD4 T cells
exp_9288,tumour,other immune cells
exp_9289,Monocytes,Monocytes
exp_9290,other immune cells,other immune cells
exp_9291,CD4 T cells,CD4 T cells
exp_9292,other immune cells,other immune cells
exp_9293,other immune cells,other immune cells
exp_9294,other immune cells,other immune cells
exp_9295,T cells,T cells
exp_9296,tumour,tumour
exp_9297,other immune cells,other immune cells
exp_9298,Macrophages,Macrophages
exp_9299,other immune cells,other immune cells
exp_9300,other immune cells,other immune cells
exp_9301,other immune cells,other immune cells
exp_9302,other immune cells,other immune cells
exp_9303,other immune cells,T cells
exp_9304,CD4 T cells,CD4 T cells
exp_9305,myCAFs,myCAFs
exp_9306,CD4 T cells,CD4 T cells
exp_9307,CD4 T cells,CD4 T cells
exp_9308,other immune cells,other immune cells
exp_9309,CD4 T cells,CD4 T cells
exp_9310,CD4 T cells,CD4 T cells
exp_9311,CD4 T cells,CD4 T cells
exp_9312,tumour,T cells
exp_9313,myCAFs,myCAFs
exp_9314,other immune cells,other immune cells
exp_9315,other immune cells,other immune cells
exp_9316,tumour,tumour
exp_9317,CD4 T cells,CD4 T cells
exp_9318,CD4 T cells,CD4 T cells
exp_9319,myCAFs,myCAFs
exp_9320,myCAFs,myCAFs
exp_9321,tumour,tumour
exp_9322,other immune cells,other immune cells
exp_9323,other immune cells,other immune cells
exp_9324,other immune cells,CD4 T cells
exp_9325,other immune cells,other immune cells
exp_9326,Monocytes,Monocytes
exp_9327,vessel,vessel
exp_9328,tumour,tumour
exp_9329,other immune cells,other immune cells
exp_9330,CD4 T cells,CD4 T cells
exp_9331,Monocytes,Monocytes
exp_9332,PDPN+ CAFs,PDPN+ CAFs
exp_9333,vessel,vessel
exp_9334,other immune cells,other immune cells
exp_9335,myCAFs,T cells
exp_9336,myCAFs,myCAFs
exp_9337,vessel,Monocytes
exp_9338,other immune cells,other immune cells
exp_9339,Unknown,other immune cells
exp_9340,tumour,tumour
exp_9341,Monocytes,Monocytes
exp_9342,other immune cells,other immune cells
exp_9343,Macrophages,Macrophages
exp_9344,Unknown,myCAFs
exp_9345,other immune cells,other immune cells
exp_9346,Unknown,myCAFs
exp_9347,myCAFs,T cells
exp_9348,other immune cells,T cells
exp_9349,tumour,Monocytes
exp_9350,tumour,PDPN+ CAFs
exp_9351,T cells,T cells
exp_9352,tumour,tumour
exp_9353,other immune cells,Monocytes
exp_9354,CD4 T cells,CD4 T cells
exp_9355,Monocytes,Monocytes
exp_9356,other immune cells,other immune cells
exp_9357,other immune cells,other immune cells
exp_9358,vessel,vessel
exp_9359,other immune cells,other immune cells
exp_9360,CD4 T cells,CD4 T cells
exp_9361,CD4 T cells,CD4 T cells
exp_9362,CD4 T cells,CD4 T cells
exp_9363,myCAFs,myCAFs
exp_9364,myCAFs,myCAFs
