,svm_prob_CD4 T cells,svm_prob_CD90+ CAFs,svm_prob_Dendritic cells,svm_prob_Macrophages,svm_prob_Monocytes,svm_prob_PDPN+ CAFs,svm_prob_T cells,svm_prob_myCAFs,svm_prob_other immune cells,svm_prob_tumour,svm_prob_vessel
exp_42598,0.00036950497428730566,0.007577802040179862,0.0003119433127480026,0.0007538750393429748,0.0002210001253674054,0.0055981341642160915,0.00032732244599386674,0.944918542883859,0.0007013317969409981,0.03872594935758935,0.0004945938594752392
exp_42599,0.03686126091839448,0.05778683949628309,0.002517041766127912,0.0027329486093074255,0.003964556209514329,0.020318517199918746,0.33433714213509985,0.09771290563672026,0.016719316040034963,0.41755592459049923,0.009493547398099721
exp_42600,8.636416027194885e-06,2.3981106878392715e-05,3.473615804167137e-06,4.204563789283402e-05,0.0002570414673183613,0.0001388038204687768,4.462996303089556e-05,0.00045921578021630146,0.0003289578415173007,0.9986192246764478,7.398967439826203e-05
exp_42601,2.898384327338143e-10,2.6603576779508485e-10,1.9468145933207046e-10,1.6630155991962413e-10,3.5837998208168823e-10,3.7977758281558883e-10,3.3079738728016944e-10,8.09112458943431e-10,9.947961290449365e-10,0.9999999708581012,2.535217804614047e-08
exp_42602,2.0035267964439135e-08,1.3335659793975796e-08,1.5037592053109797e-08,1.0321706688826218e-08,1.7585157929517167e-08,1.5319172715433675e-08,1.690032973335328e-08,3.20020647184464e-08,5.194925803712558e-08,0.9999833986841836,1.6408829606849627e-05
exp_42603,1.6870555558007986e-06,3.2699928849121648e-06,7.499537729183325e-07,9.005412081547277e-06,0.00010029039757365803,0.0007907783501717838,1.2404189130711259e-05,0.00011293331755336204,0.0002619031042865954,0.9986960140022021,1.0964224787003676e-05
exp_42604,1.8043804261187315e-05,0.00018985416881814142,3.993169727752283e-05,6.230122847771521e-05,0.0008554581002267411,0.002858984186714434,1.8272361238054444e-05,0.9486005725193026,0.0036281683928961798,0.04365746950416245,7.09440366248005e-05
exp_42605,0.029969241776567648,0.0025513904493996123,0.0015106810758975181,0.0010789355082913854,0.0016017858474963156,0.11074003785352778,0.3588876307975083,0.11912945913389314,0.14333896852650488,0.22896108228563486,0.0022307867452783996
exp_42606,0.0002189921258204571,0.01128226553819265,2.8118131619374278e-05,1.9097996507573873e-05,2.7871548036449353e-05,0.0002918684517630376,0.0018507107312216982,0.00030531490236898953,0.0014264882928390022,0.9845350128039372,1.4259477693729366e-05
exp_42607,2.5584365169544143e-08,1.8641777253888932e-08,1.7372659561979626e-08,1.2291614074753547e-08,2.5812487782848873e-08,2.943132131637877e-08,2.151382018618236e-08,4.6060286049831725e-08,7.9679884698646e-08,0.9999990971292668,6.264825172495257e-07
exp_42608,0.011120149387497702,0.0010712784783203694,0.001291845776055349,0.00081440478294861,0.0009826551305517051,0.005898370609519541,0.06317107185844084,0.015608269764096218,0.060143794631544005,0.8372854200594518,0.0026127395215738746
exp_42609,1.9807021322913584e-07,1.8898794809473243e-05,1.2878867626156932e-07,1.1415142235010128e-06,2.8810036580796973e-06,9.178891629305759e-05,5.314020207683954e-06,0.00059357646656599,2.7888431240461402e-05,0.9992575821588411,6.018352717494762e-07
exp_42610,1.420894932210779e-05,3.938007760810907e-06,6.727179162551652e-07,3.1707425058373487e-06,3.794285131076115e-06,1.7350701468910822e-05,4.4720540511918456e-06,6.122412358795416e-05,0.001047600908827734,0.9988404795518916,3.0879575365404244e-06
exp_42611,0.07860164286797627,0.3979839684883121,0.01496415055292125,0.010112833505494762,0.013132571416890032,0.031065811293209986,0.028844915275477463,0.14976739490040017,0.08102376366292836,0.18021014444474817,0.014292803591641604
exp_42612,2.9416994405943358e-09,2.7178056515043272e-09,2.0416057390713686e-09,1.852878857107999e-09,4.173502605023187e-09,3.96384606504389e-09,2.6497259925977064e-09,7.308217015971887e-09,1.0338851153317881e-08,0.9999999300016731,3.2010194252221956e-08
exp_42613,2.1633428744899994e-08,1.2718346909779415e-08,1.3303320422193952e-08,9.656100411910363e-09,2.2119370723655835e-08,1.9318642595828552e-08,1.7101197712404246e-08,3.9166842874324764e-08,5.8931571571563526e-08,0.9999987976993143,9.883518638227457e-07
exp_42614,1.2271801851573197e-06,1.1503821326120923e-06,1.7353658673292552e-06,9.942065165193178e-06,0.00013098086783904766,2.7156129630422433e-05,1.0012679965127942e-05,0.00016966035149095274,4.879578900688038e-05,0.9995865744388482,1.2764749868911324e-05
exp_42615,1.9777121314166632e-08,1.930409983194479e-08,1.4193515605463787e-08,1.1685435915450874e-08,2.5716492096806924e-08,2.870089307016896e-08,1.8803854081741486e-08,6.508338097453378e-08,5.208906232964448e-08,0.9999986286834,1.11596274495576e-06
exp_42616,1.718984969620125e-05,4.07596726302674e-05,0.00032502250455388273,1.754305641704728e-05,0.00011593238252462446,0.0002992606242401107,1.990645875504018e-05,0.0007841960669813135,0.03515002858502377,0.9608204131121749,0.002409747687003315
exp_42617,1.742370213921567e-06,4.1113320123035947e-07,1.71544800828321e-07,1.2303332198054182e-06,4.663650892168646e-06,1.2274360564811997e-05,0.0008088056354086577,0.00010332774050759626,0.00022198964246101407,0.9988433308063157,2.052782413855888e-06
exp_42618,1.6314091459404118e-09,2.10013375630809e-09,1.3453933354892419e-09,1.154498483040577e-09,1.896027387889081e-09,2.956473785844774e-09,1.6910951619342947e-09,6.311939433859694e-09,4.037593045702054e-09,0.9999996493887388,3.274866977571236e-07
exp_42619,2.10493730916479e-09,2.6890943577466945e-09,1.7205858413045925e-09,1.2635074130228831e-09,2.1928278676711507e-09,4.1593845574670516e-09,2.5058572495051196e-09,8.273798855533049e-09,4.92839945615385e-09,0.9999999112666607,5.889494633007285e-08
exp_42620,0.00016176004128279386,0.000537416557252867,0.00022172799256869413,8.379144742360694e-05,0.00016263584155429658,0.00052808501639342,0.00012054034920219987,0.17925186093635687,0.010284088337797858,0.029116174248929053,0.7795319192312379
exp_42621,8.55772360256064e-07,6.672012795849485e-06,4.1269888842204383e-07,1.976971834999132e-06,6.452507319664214e-06,0.00013319348160396435,3.739396608655239e-06,0.0009552714125930084,0.0001506039731415141,0.9987394074020467,1.4143708069562303e-06
exp_42622,8.308445791713091e-10,2.8408521934088843e-09,6.344500136988421e-10,7.351918499814494e-10,9.271470209319234e-10,1.1779578126378106e-09,8.596905006489887e-10,3.341396562588458e-09,2.0532067898897142e-09,0.9999999295875315,5.701173120863129e-08
exp_42623,4.3268877507999995e-10,4.453371087542147e-10,3.0481359459694616e-10,2.342181237042289e-10,5.189729957243014e-10,6.740381519051793e-10,5.240555744547888e-10,1.1911072831526022e-09,1.5537177901470233e-09,0.9999999703329938,2.378805682670044e-08
exp_42624,9.236244820862618e-09,1.0290176151142944e-08,7.399798488882404e-09,5.656061868549414e-09,1.0874221372229783e-08,1.501559479007478e-08,8.984879684017665e-09,3.1364950824755346e-08,2.486427226333817e-08,0.9999991215699859,7.547438138146246e-07
exp_42625,4.3563916630440547e-10,5.56080370300291e-10,3.5670538269381933e-10,2.8251973893844293e-10,5.456968795162921e-10,5.669826029365534e-10,4.6097988468477475e-10,1.3795196068798114e-09,1.3487368429102574e-09,0.9999999218848958,7.21822436094098e-08
exp_42626,3.3560348744206756e-08,1.4374741199950479e-07,2.4682819642631124e-08,2.1257693684267065e-08,2.7662818249892467e-08,4.438764125228096e-08,5.855107022761655e-08,8.93169401948101e-08,6.682985100988138e-08,0.9999994506575701,3.9345834869753025e-08
exp_42627,1.0770417723907607e-05,3.44374920994607e-06,6.094368959362703e-06,6.0592116566393526e-05,0.00038797615499074306,2.8003921316738005e-05,5.633545073831756e-05,7.502732781333984e-05,7.425669668682837e-05,0.999229969057045,6.753073894891981e-05
exp_42628,9.100084663931714e-10,1.764935429998323e-09,6.788275364334201e-10,5.436273982221339e-10,8.283574460176589e-10,1.5298670016470987e-09,1.1066564155852731e-09,3.594824464795205e-09,2.6530927955520274e-09,0.9999998781069397,1.0828286336406287e-07
exp_42629,3.520102763701015e-08,3.460254276415604e-08,2.5541060346065326e-08,2.797938898619079e-08,6.10238825568004e-08,5.195436606063866e-08,3.9538202538761227e-08,1.2546191791839887e-07,1.1773272605665582e-07,0.9999994164399998,6.452488522255667e-08
exp_42630,2.0752666529451048e-05,1.4572673114356447e-05,1.7818652150033172e-05,1.4459589961152112e-05,5.7619393942896904e-05,4.413922296329698e-05,6.132121544631226e-05,9.373970669858955e-05,0.011294890332793543,0.9883612398631055,1.9446683294493882e-05
exp_42631,7.042307028069456e-07,2.345376161195184e-05,1.3160215371261608e-06,8.63884202620041e-06,1.77163096506977e-05,0.0019169080835596255,5.647849599880883e-06,0.00033874610139769044,2.1633229997203467e-05,0.9976636781680056,1.557401911202971e-06
exp_42632,2.0323558271311028e-09,2.369541917091351e-09,1.1811633963637357e-09,1.183251101655238e-09,1.5468336462409288e-09,2.6475058176422475e-09,2.4735535440616777e-09,6.730703989019991e-09,5.26694577978183e-09,0.9999998869369171,8.763122799088778e-08
exp_42633,4.647370999998058e-05,5.392524947837001e-06,7.200657318881908e-07,3.166300248093513e-05,7.563298862670285e-05,3.6360698758484287e-06,2.337778333452734e-05,1.2356009521941458e-05,5.1673428016615014e-05,0.0011854054424786586,0.9985636689749852
exp_42634,1.4491276233775347e-08,2.2678607618188763e-08,1.0260051729921709e-08,8.32393412547995e-09,1.1745978129633703e-08,1.8111735110079504e-08,1.7569445711572113e-08,3.507709044877357e-08,5.278910335254494e-08,0.9999996889730828,1.1997969484353433e-07
exp_42635,0.008600373241767656,0.003950619492522775,0.7748514067567432,0.002400321410182926,0.0048383352568593324,0.0018946969043807257,0.0023113285074457166,0.03529411795136535,0.01992583272445002,0.13922258707236257,0.006710380681919193
exp_42636,0.00018442026782836788,0.00017243452047325676,8.953105145847144e-05,0.00012170604063504778,0.0004152390154801368,0.00046758944403863184,0.00040418207347485283,0.004611407845124303,0.004893115909198625,0.9876728449546555,0.0009675288776326209
exp_42637,1.0281108359219555e-08,9.338765218300765e-09,8.739849235769087e-09,6.362247590656726e-09,1.621285913969769e-08,1.8541542359890192e-08,1.0472064517215177e-08,3.668688299587659e-08,3.595779680328891e-08,0.9999998155406545,3.186622927886977e-08
exp_42638,0.0004279714067886309,0.0009396492770792919,0.00033610530852016515,0.0002568294956737142,0.00046269977510888654,0.025681847250395698,0.0008751056253314886,0.3075693037354464,0.03591397783776438,0.6236432267081784,0.00389328357971319
exp_42639,9.458944918231427e-10,1.3060936881370653e-09,6.75975300686508e-10,6.100399448099901e-10,1.094239318608655e-09,1.7799773319545815e-09,1.1529470150133185e-09,3.6903793198731768e-09,2.6601481220812365e-09,0.9999998847995091,1.0128479643149143e-07
exp_42640,0.0005686205796560377,0.00014123561902294878,9.972894960961816e-05,0.00021989874815237916,0.0005348711142956179,0.00015647250867426387,0.0008049170843745371,0.00033025257247990306,0.0036925562573117475,0.9931237658432841,0.00032768072313939597
exp_42641,1.3240382959494142e-09,4.846500019971125e-09,8.753023383676432e-10,9.285591520716777e-10,1.3036829706785073e-09,1.5777909448223836e-09,2.140107379672651e-09,3.331600052686163e-09,3.064101779947182e-09,0.9999999639586733,1.6649643878441103e-08
exp_42642,4.184840883739072e-09,3.938367874247075e-09,3.4327652536317134e-09,2.89714130437459e-09,6.362332686006153e-09,6.1937713941484266e-09,3.7098198057482487e-09,1.3830050575006557e-08,1.3601794416549362e-08,0.9999998443919584,9.745715747827265e-08
exp_42643,3.447186171603475e-09,3.4294800209041276e-09,2.534993321471521e-09,1.9354109334614666e-09,4.179531860987814e-09,5.0337454963352116e-09,3.23038317969781e-09,1.0911401207753806e-08,1.060662925725214e-08,0.9999996994814687,2.5520976983532656e-07
exp_42644,3.776347868963983e-08,2.5841032536382806e-08,2.8190187025228946e-08,2.1536788673070738e-08,4.965148471665933e-08,2.8734244497451014e-08,3.419054604327603e-08,6.223745784197363e-08,1.0772722807227887e-07,0.9999988236012471,7.805263047734061e-07
exp_42645,9.834739096059597e-09,7.463482434984132e-09,6.827694807891135e-09,6.7707835654744494e-09,1.4708218189948798e-08,1.0923628746941168e-08,9.196317692751761e-09,2.774013345702023e-08,3.0571313463660144e-08,0.9999997434991825,1.324645060761068e-07
exp_42646,2.2840178876743006e-05,1.7585881268731684e-05,5.1953998304138786e-05,0.00107408926155047,0.0023398577815834896,0.0001583332337904836,4.353426784092808e-05,0.0009385559266865548,0.000491609518451819,0.9945817375283572,0.0002799024232891592
exp_42647,2.0018893530203077e-08,2.2654438100989557e-08,1.8467918623132997e-08,1.3696189221662464e-08,2.477125019292555e-08,3.275102057891144e-08,1.9773694441872972e-08,7.369630004866428e-08,4.7437508904974156e-08,0.9999990184752661,7.082575203043205e-07
exp_42648,1.047247117865898e-08,1.0931452083782825e-08,7.91663684531359e-09,7.474509772094197e-09,1.2603631505600525e-08,1.5920651734107294e-08,1.0536990695007122e-08,3.620291943622589e-08,2.3376891371792506e-08,0.9999960057711086,3.858792736789447e-06
exp_42649,1.0618787569017397e-09,1.3369735907494468e-09,7.763632588801867e-10,6.660012996450437e-10,1.0060834613620424e-09,1.7718598479697603e-09,1.1432707736586904e-09,3.877409487992616e-09,2.599437004587076e-09,0.9999996979872142,2.877735083592407e-07
exp_42650,5.200960259773612e-07,2.199517648725415e-05,1.54896899492917e-06,1.3033086732109801e-05,2.5780918427397025e-05,0.0010774228721094987,7.037502537066311e-06,0.000455730466571322,1.6296031745694172e-05,0.9983783365654496,2.2983149190395786e-06
exp_42651,2.518782212031327e-08,5.211795613177106e-08,1.9218721950468076e-08,1.8056171178458845e-08,2.71386311838269e-08,5.655858199166216e-08,3.0980592217809196e-08,1.0928231410819215e-07,6.2079656029504e-08,0.9999995376108474,6.176870574687701e-08
exp_42652,3.219018378147353e-09,6.964642133870869e-09,2.5167325300714247e-09,2.276819227265929e-09,4.273074213674216e-09,3.5042835666173117e-09,4.039136169432488e-09,1.2533284777835509e-08,9.247211825741452e-09,0.9999997989901181,1.524356789420821e-07
exp_42653,1.7026270579415127e-06,0.0020440855085545767,1.320465542805941e-05,7.112188608507903e-05,7.534993989156511e-06,2.9389618025441332e-05,3.7496036518104863e-06,0.9974342122983991,5.990413685224972e-06,0.0003859675844197685,3.040810703868312e-06
exp_42654,4.444665838287827e-06,0.030116341148763114,1.9180283324571774e-05,3.464731114970201e-05,1.7254594076353413e-05,3.3278515298563214e-05,2.0895310618516354e-05,0.9678263462774721,4.78427296846773e-05,0.0018769033300589937,2.865833714873093e-06
exp_42655,0.00024335631156620756,0.007073229373908159,0.0013749698305027226,0.000512016028340711,0.0003431825536494357,0.00040629865516104627,0.00035172740174127873,0.9494153976159071,0.0009088913327079646,0.036990309322900754,0.002380621573615118
exp_42656,0.000446547141419837,0.0003435995485826187,0.00020413475207444894,0.00017056146241965363,0.0002507688185892239,0.0008062655732903358,0.23089070234856582,0.02012398670296412,0.004137569529067243,0.742227142773527,0.0003987213494994087
exp_42657,4.5392406542899315e-09,4.467334018786319e-09,3.2307436282051126e-09,3.3034859766836592e-09,6.138847665585002e-09,6.016305223873471e-09,4.6131040270995285e-09,1.4760319432208832e-08,1.2175928246803652e-08,0.9999993494320781,5.913226131344905e-07
exp_42658,1.0792265323448028e-06,3.4544618899007834e-07,6.037142960592521e-07,1.4366621755428715e-06,0.0003920759765435556,1.2152929188504524e-05,3.378020864832777e-05,2.9129763632760024e-05,0.0004718061679468839,0.9990047164385037,5.2873466343220286e-05
exp_42659,8.511597295209124e-06,2.627243676551714e-06,8.623240426214316e-06,2.1463954161123848e-05,0.0001522393964412746,1.6624746084806453e-05,7.641215007536752e-05,5.8569163235693464e-05,7.199752661237028e-05,0.9995450794546075,3.785152738454581e-05
exp_42660,5.477601820288396e-05,0.00011252236570514658,2.4274976883871967e-05,0.0001747881522393955,0.00034186607551256373,0.00015786688104294712,9.876584102812111e-05,0.001432859942359504,0.000805200249793674,0.996533802386801,0.00026327711043082027
exp_42661,4.0010961724376326e-10,5.328079510860997e-10,2.9218641496245986e-10,2.427504820658974e-10,3.8580290332044044e-10,7.128552927108812e-10,4.4288545443781014e-10,1.5437897355333295e-09,9.611680665390027e-10,0.9999999152566389,7.922900522175908e-08
exp_42662,0.00030317880507170584,0.0004418359729268103,0.00032422120141187044,0.00021812602323414707,0.0005132229947179078,0.0074314375301130185,0.0004988451853571225,0.009361442198251402,0.7596016347431773,0.038594555584403945,0.18271149976133447
exp_42663,8.910167682247523e-07,3.396086649461978e-05,6.031811076156882e-07,3.799010884540907e-06,4.539979638797738e-06,4.9256715303875347e-05,8.134067322829e-06,0.0016363040787360237,7.427463851660508e-05,0.9981870299800665,1.2064651602770135e-06
exp_42664,4.968081726464851e-06,3.406117881543284e-05,1.130337903364464e-06,2.2439610805187648e-06,9.69855714511534e-06,2.1989198204254566e-05,2.943056716498628e-05,0.0005277284211920421,0.0056212546906198885,0.9937005473200626,4.6947686085166215e-05
exp_42665,3.701928276168645e-09,2.887980471665997e-09,2.359887589787939e-09,1.89752203724018e-09,3.3850971605339132e-09,3.5828497666617823e-09,2.9902335651717822e-09,8.024435045042675e-09,9.342291095825129e-09,0.999999435866277,5.259614978906549e-07
exp_42666,8.303099468753173e-10,6.88735355927071e-10,5.72505246555029e-10,4.204739892441818e-10,8.069443325759377e-10,8.167156766134507e-10,7.926914203751827e-10,2.341069591493175e-09,2.119981823183252e-09,0.9999997558565393,2.34754033259993e-07
exp_42667,7.282735058619871e-09,6.993635725057502e-09,5.771962887551505e-09,4.039720641884464e-09,6.991872994579628e-09,8.589103636460927e-09,7.024896039610466e-09,2.2745031419152096e-08,1.4077910629600792e-08,0.9999961144032663,3.802079864545917e-06
exp_42668,0.01323126182790531,0.00019646336436504664,0.00012974631736421312,0.0001291549333071428,0.7072929076580029,0.03541106451762125,0.005966888805851462,0.004184756410093622,0.011069609058104057,0.22192449019776447,0.0004636569096208106
exp_42669,5.148216298524216e-09,5.31271808600752e-09,3.957753937997261e-09,3.5361852770262535e-09,6.4421996086825756e-09,7.024525887148276e-09,4.857671896862032e-09,1.8083310731396208e-08,1.3093719049992594e-08,0.9999988235860302,1.1089576689017024e-06
exp_42670,3.927514871169834e-10,4.2119144170628384e-10,2.675652765506172e-10,2.2726673544643461e-10,3.60012133359971e-10,8.327119537424311e-10,3.808540920543665e-10,1.2675017648946862e-09,1.1043253052759037e-09,0.9999998476772565,1.470685634120925e-07
exp_42671,0.0006894319566208811,0.001768953216185009,0.001440117165228887,0.001271539060682117,0.7635704741241315,0.08708863680251734,0.000941853669977499,0.060398021538388115,0.035279191254902365,0.046260026072067265,0.0012917551392990147
exp_42672,1.3843266004319945e-08,2.1165207552991512e-08,1.2367500096383184e-08,1.1438165587043851e-08,2.007665133906828e-08,3.111417988845544e-08,1.581686998386524e-08,6.089538431167538e-08,3.477239371571618e-08,0.9999997070395753,7.147080607891845e-08
exp_42673,2.7110394276617576e-09,6.368782496184055e-09,2.1406087176923975e-09,2.0983709172760777e-09,2.8428413834615983e-09,6.5944159932661745e-09,3.1855333852746723e-09,1.2749594071452594e-08,6.6293478301087425e-09,0.9999999338423505,2.083711514922723e-08
exp_42674,6.011056416212271e-10,1.7441715113957272e-09,3.9261491444684285e-10,4.397068633302922e-10,6.637396288332417e-10,8.257706915373443e-10,7.44229708910609e-10,1.7774443808820772e-09,1.4942797452743482e-09,0.9999999740148926,1.730204425739827e-08
exp_42675,6.003343682445248e-08,6.153044054852067e-08,4.327127079219975e-08,4.779712943269207e-08,8.275514408863671e-08,8.625533659423761e-08,5.6989524581596714e-08,2.0602509867921886e-07,1.3626309301845198e-07,0.9999982234015617,9.956779637678922e-07
exp_42676,8.761338881025483e-09,8.936678518272087e-09,8.01951960985672e-09,5.0162807858603246e-09,1.0445210379989048e-08,1.67456880997196e-08,8.70768404901192e-09,3.120608722607749e-08,2.7525970810965316e-08,0.999999644195112,2.3044042966524052e-07
exp_42677,3.9769356893497996e-08,3.1266539641665686e-08,2.6901916729197818e-08,2.1169352737218397e-08,4.772214477090278e-08,4.5210216574107406e-08,3.9230573573587314e-08,1.1599655169749288e-07,9.685399999463447e-08,0.9999989907883141,5.450910332965808e-07
exp_42678,1.061730994894206e-09,1.098199035577258e-09,7.286688817153025e-10,7.488448025901101e-10,1.4521864669327265e-09,1.6084258223322514e-09,1.0686888334488031e-09,3.767437088532751e-09,2.8942591096740133e-09,0.9999999198772048,6.569435404249364e-08
exp_42679,0.0002482774111295535,0.0005913878095893965,0.00031419522519964124,0.0001841548164997076,0.00031109410215096855,0.005499230383977548,0.000589533983176612,0.2766518409249258,0.08583734309551144,0.6292432771661699,0.0005296650816692074
exp_42680,3.171389236617378e-06,6.020476783892736e-05,8.45231996401272e-06,4.104328825378796e-05,2.0335386595645488e-05,0.0010199782277846947,5.0577624351043e-06,0.9955913033991123,0.00011980421745615335,0.0031254746306913434,5.174610631423904e-06
exp_42681,5.7671112689027664e-09,8.333949964293195e-09,4.459514855501147e-09,4.415661340078748e-09,7.795127237061371e-09,9.611007259034014e-09,6.608802073590395e-09,2.161451906786244e-08,1.5029113739139285e-08,0.9999996968721738,2.1949301916834704e-07
exp_42682,7.959833984471982e-09,2.001678504692381e-08,5.40074593498883e-09,6.060005943676103e-09,7.754692344703107e-09,1.1235847231609188e-08,1.0878322929649907e-08,3.378805227275088e-08,2.00905735273593e-08,0.9999998515809304,2.5234210424861738e-08
exp_42683,0.0008057888693845275,0.6312771886153057,0.005274183499205269,0.0052893733701679145,0.002293079508005406,0.03202809203295806,0.0010511438595362645,0.2368561620017315,0.003981336035357167,0.04574369779253642,0.0353999544158116
exp_42684,9.306895065230042e-05,4.141567751921575e-05,1.1884547284441066e-05,6.327724204334318e-06,0.00030868625310923693,0.000507852042931944,0.0001671403425424969,0.002550319392416965,0.04310466060647972,0.9530407679027341,0.00016787656012549445
exp_42685,0.00022069617059332437,0.00768077762169899,0.0013385893195359175,0.00019625150763566299,0.00025511653663295655,0.39304873918342936,0.00032189912494808714,0.5580131216633973,0.006281105854358514,0.03201032482526981,0.0006333781925001825
exp_42686,0.00031648642104344197,2.4607515761765927e-05,1.3927882690346069e-05,1.2270550253485525e-05,2.469236930201518e-05,0.00031677823966284223,0.17080596135455972,0.005570777044299135,0.0005555016033648488,0.8223141567372285,4.484028183412851e-05
exp_42687,1.9945016528174713e-05,1.6658322929215107e-06,1.2182672476010922e-06,2.5668672271682552e-06,8.985703765000313e-06,1.81017947987235e-05,0.00021135169940396663,2.221985200030722e-05,0.002614118474903184,0.9969782210861731,0.0001216054056597298
exp_42688,2.543850195044714e-09,2.082098473573397e-09,1.8776432219971614e-09,1.57358190131373e-09,3.1455961785583097e-09,2.5977482360123083e-09,2.4107741702089228e-09,7.560483282467113e-09,7.012533749941306e-09,0.9999995057423777,4.6345331303112183e-07
exp_42689,2.5175074004697266e-06,2.7298092632250464e-06,2.097157553913932e-06,4.509044651283691e-06,0.0015799493143235613,0.0001328624440730415,3.6965872635145593e-06,9.169855510799602e-05,0.0006233234438112732,0.9975493656089864,7.250527565432394e-06
exp_42690,0.000996713393074739,0.0004270139076560497,0.002387795422954745,0.002035612833977356,0.6646900988211742,0.0013967759653898547,0.0007737341433828284,0.00718833150916317,0.06843197595460714,0.19633022382465962,0.05534172422396041
exp_42691,2.196114979754643e-09,1.99902487745719e-09,1.689321424221828e-09,1.3568916542583007e-09,2.554674243190787e-09,2.623729511135801e-09,2.1875311337961623e-09,6.940141768172904e-09,5.534147904744116e-09,0.9999996183791782,3.5453924442024535e-07
exp_42692,0.0002135389173009734,2.2100291632348836e-05,7.2836333424068715e-06,1.2490369068001577e-05,0.00013145656855727142,1.443033850689798e-05,4.320716114872822e-05,0.000328858845008152,0.0010341942106706819,0.00504349867498891,0.9931489409897756
exp_42693,7.373269643888808e-06,5.741154996036816e-06,3.984732577197159e-06,7.351906266414569e-06,0.9887227217027912,0.0012444514486740083,1.8306255538914865e-05,0.0002634721271854134,0.001530962228482738,0.008138262775543867,5.73723983004773e-05
exp_42694,1.2105291905885172e-09,1.4310001290337164e-09,8.985243215370417e-10,8.093731602731653e-10,1.5005110998669186e-09,2.293419167427269e-09,1.1670678070346063e-09,4.43152129343974e-09,2.8441093096497904e-09,0.9999999563181872,2.7095757390390797e-08
exp_42695,0.0001274739222640093,0.0007427071831963151,0.00037229433419554505,0.000290142907566823,0.0003386242728858158,0.7822269523193915,0.00015344914542019748,0.02039790951071947,0.0006225866889111624,0.19387347685650672,0.0008543828589423545
exp_42696,0.052202538822881304,0.01046366855649241,0.008424500825415307,0.005518147104368234,0.00730612723291948,0.42985704689762544,0.1478941174351539,0.10735145285246314,0.024806018713339064,0.1979301551624078,0.008246226396934168
exp_42697,2.276082666976038e-06,7.460254606455335e-07,3.406794440329298e-06,1.629874456477155e-05,0.00019484894950016278,1.5782466170237082e-05,2.448144343814226e-05,2.9901464246850324e-05,1.6498329493229003e-05,0.9996727325456779,2.3027154341088953e-05
exp_42698,2.974161689235105e-08,2.1936658756564925e-08,1.79414067255939e-08,1.46451129862825e-08,2.6453282845878725e-08,3.3767881525568605e-08,3.480696958220421e-08,5.748805289898787e-08,1.0000357503875321e-07,0.9999993245284879,3.386869548060712e-07
exp_42699,7.6204888975182e-10,8.782460042499619e-10,5.898582001851422e-10,4.822442951526505e-10,1.057325844726939e-09,1.190196254054332e-09,8.352165933324299e-10,2.6819605739718115e-09,2.2813757170441443e-09,0.9999999604845999,2.8756927760956447e-08
exp_42700,0.0004855703303132113,8.91115644904465e-05,2.2540246346806555e-05,1.5911476005178345e-05,4.4662131578332086e-05,0.0009605734603530855,0.012977864358843844,0.0011569599368937708,0.048441757191654014,0.9356009131957481,0.00020413610777356102
exp_42701,0.00013087665252303705,0.00023111100719254565,0.00014456781715228978,6.624403491545461e-05,0.013566444765440002,0.000539096813435175,0.00010194869372961722,0.0007703973502923711,0.037005291462542104,0.9463826233622219,0.0010613980405555935
exp_42702,0.04985877197616833,0.0009233266433588311,0.00025875801595246563,0.00015636045913579143,0.0002327509454459751,0.0002840483202613865,0.024089110809335516,0.004498271420309749,0.0009013973222001345,0.9184335068521653,0.00036369723566602707
exp_42703,8.683013923625899e-05,0.00029415265145920694,0.0005151953082343667,0.00351498234995426,0.01816013552523507,0.0002272378203864583,4.741095687929071e-05,0.0008639310780295926,0.024625757843492233,0.9514634952884251,0.00020087103866835214
exp_42704,2.4903766283279485e-10,2.2621083800916055e-10,1.6690572581697217e-10,1.3489375453395648e-10,2.570646182027063e-10,3.0655762653379437e-10,2.402084900084899e-10,6.986712706979288e-10,7.239800351328897e-10,0.9999999314513384,6.554513170788631e-08
exp_42705,1.287441882946767e-06,9.903991777387012e-07,3.4088051993616773e-06,8.402938206506298e-06,0.00013515622430368258,2.0926766328111695e-05,1.1491529741074727e-05,0.00022709587418001914,4.596848264902499e-05,0.9995289149552348,1.6356583097320625e-05
exp_42706,5.043573056556418e-10,5.777164418328266e-10,3.871969360442202e-10,2.9056536434913624e-10,4.970515381351574e-10,1.3528851425585175e-09,5.323213061832691e-10,9.372472918397408e-10,1.5004928741528849e-09,0.9999999297115302,6.370863573663725e-08
exp_42707,0.00016507126367058193,5.826520081019359e-05,8.099629435431243e-05,9.152938342508499e-05,0.001449851119374948,0.00011374262511599542,0.0002930233510206149,0.00016435133273620878,0.020971016081414433,0.9764542282368526,0.00015792511122519288
exp_42708,0.00012154540194095227,0.00015042750928680843,3.953175250830927e-05,0.00015852001901033282,0.00010824044742267551,0.0012278104743759948,4.371589217796474e-05,0.009344356637780035,0.0003710093394557273,0.011340174304869112,0.977094668221172
exp_42709,9.746520715234624e-10,1.3828203390455854e-09,7.674703649708429e-10,8.266751351187812e-10,1.4284073250083783e-09,3.5155868231833096e-09,1.0960297313205966e-09,4.436373423577771e-09,2.1944188198458512e-09,0.9999999630625377,2.031502815280037e-08
