,svm_prob_CD4 T cells,svm_prob_CD90+ CAFs,svm_prob_Dendritic cells,svm_prob_Macrophages,svm_prob_Monocytes,svm_prob_PDPN+ CAFs,svm_prob_T cells,svm_prob_myCAFs,svm_prob_other immune cells,svm_prob_tumour,svm_prob_vessel
exp_15096,0.0011101033481522042,0.0010924400843497079,0.0015273540339187687,0.03480888168984903,0.03857275828840317,0.019526360680435145,0.0015305617818776804,0.3306131446977773,0.4877135844675295,0.08118850200521197,0.0023163089224955908
exp_15097,0.5726161137243815,0.0007720944791782163,0.0009508866401007681,0.0007254029297249682,0.002122722433856988,0.21273229917827008,0.011780270895927102,0.010577600801967922,0.16712936565439243,0.019262139546429677,0.0013311037157703585
exp_15098,4.660265950795298e-06,2.605063347118395e-06,1.5020348389433567e-05,2.8630743163007943e-06,2.781919254353648e-05,2.9250127812883293e-05,1.3270114448146527e-05,0.0013928679560018305,0.012801680783685786,0.9855489063901391,0.0001610566833653421
exp_15099,2.967417557929097e-07,2.2615817719802382e-07,8.411741709549211e-07,6.590000000115173e-07,2.5063941276969106e-06,4.111150486831781e-06,5.92509185707896e-06,1.9170587867249442e-05,0.0005568528587809892,0.9994077676352944,1.6432074819874394e-06
exp_15100,0.0003607813025769944,0.0003389001097211226,0.0034193253864850354,0.888689375520757,0.0021953423205430048,0.0010127051260589949,0.00020128662030481794,0.06835630592934917,0.005494152940725459,0.026817011100252704,0.0031148136432259024
exp_15101,1.665690143568273e-07,1.2728698098245065e-06,0.0002986832626671848,5.2511705894357685e-06,2.2792058363883753e-06,4.0334824143337685e-05,3.4342171809639707e-06,0.9995794689762652,2.8254611104054866e-05,3.9905222707389265e-05,9.490706819844392e-07
exp_15102,2.6200040822304168e-06,1.153482692679054e-05,5.127513920570902e-05,1.4154699903690658e-05,9.755664963219405e-05,0.0001546609349670777,4.787966009414001e-06,0.9901069696251927,0.006928391126636082,0.0023169910887125404,0.0003110579387309441
exp_15103,4.536877246045152e-05,3.6109826233025784e-06,5.948183635328671e-06,2.739559392446452e-06,5.836564703081476e-06,0.00017664345137167992,0.0021802804024721144,0.0015999792429155313,0.00452386508466379,0.9914407174916441,1.5010264118419457e-05
exp_15104,3.557454409488914e-05,7.620990825165669e-05,0.005301180076168628,3.3445642673786336e-05,2.8546683532198613e-05,0.0026357277131243543,6.530270843008157e-05,0.9717504621549933,0.015177823344490728,0.004818242804479692,7.748441976010893e-05
exp_15105,6.344806692444081e-05,5.724296984534462e-05,0.00014298336872685277,1.0017997002471135e-05,1.2303404592334171e-05,9.435901774706549e-05,5.5139531855762436e-05,0.01924265106170461,0.06225883525387275,0.917230853343398,0.0008321659843304173
exp_15106,0.006888102304375409,0.0054332979963654165,0.16940592915350308,0.15724570150946024,0.08104111141474389,0.0070581461818542655,0.003950587479431212,0.4955684167906906,0.016209720003573538,0.04504131122493765,0.012157675941065137
exp_15107,5.266590841075603e-08,9.402317038805818e-08,6.443572864901655e-08,3.386851717213114e-08,3.2974938934421485e-08,5.5873411590060186e-08,7.609866270484594e-08,1.3587681441753097e-07,2.2897962219463203e-07,0.9999991692009071,5.6002318315301645e-08
exp_15108,4.8374877375547225e-06,0.001227227049327747,0.004290077181439541,1.6345996701420308e-05,5.015422978566147e-06,0.0004737572321395561,1.136959326493226e-05,0.9934361790499492,6.750313399568793e-05,0.00041188877246778024,5.57990799979516e-05
exp_15109,3.019324675020767e-07,0.0005277128815753438,1.61926178579244e-05,1.1507350395191686e-05,4.09282559227531e-06,0.00015324323917430548,1.5265562588963792e-06,0.9988253656583935,3.465932681885129e-05,0.0004242217653847974,1.1758460808879411e-06
exp_15110,1.259945620847903e-05,5.265973360678545e-06,1.57558712973678e-05,5.596766842357042e-05,0.00043954313217122023,4.84762398979363e-05,3.669557467000061e-05,2.774946037098232e-05,0.0025401772526546127,0.9967676455227261,5.0123848218728716e-05
exp_15111,5.173353581811743e-05,4.158965025644e-05,9.625059260680259e-05,0.00011618578172629139,0.004940500896124141,0.00013607015478508754,6.40053586969615e-05,0.0003613926656642904,0.05548879911831012,0.9383701514002483,0.00033332084576372643
