cell_id,group
aalapjdp-1,activated fibroblast/stellate
aalbaope-1,activated fibroblast/stellate
aalbgabd-1,activated fibroblast/stellate
aalbgpci-1,activated fibroblast/stellate
aalcijjn-1,B cells
aalcpljk-1,activated fibroblast/stellate
aalddaek-1,Tregs
aaldllno-1,activated fibroblast/stellate
aalebigf-1,myeloid/macrophage
aalelkfg-1,Tregs
aalelolg-1,Tregs
aalenfkc-1,Tregs
aalfalgm-1,Tregs
aalfameb-1,Tregs
aalfcicc-1,B cells
aalgclnj-1,activated fibroblast/stellate
aalhghln-1,activated fibroblast/stellate
aalhoffc-1,endothelial
aaligepf-1,myeloid/macrophage
aalipkfg-1,Tregs
aaljcfed-1,endothelial
aaljfpgm-1,endothelial
aaljkpcj-1,activated fibroblast/stellate
aalkcnmf-1,endothelial
aalkdpap-1,endothelial
aalkmmca-1,endothelial
aallbmnk-1,activated fibroblast/stellate
aallecae-1,endothelial
aallkdho-1,Unknown
aallphoo-1,activated fibroblast/stellate
aalmikph-1,endothelial
aalmipam-1,endothelial
aalmmngh-1,activated fibroblast/stellate
aalmnplg-1,activated fibroblast/stellate
aalndcjf-1,ductal/tumor epithelial
aalnjeke-1,ductal/tumor epithelial
aalnjgmg-1,acinar epithelial
aalnlhah-1,ductal/tumor epithelial
aaloffee-1,activated fibroblast/stellate
aalohcng-1,myeloid/macrophage
aaloholi-1,activated fibroblast/stellate
aaloipkg-1,acinar epithelial
aaloodjb-1,acinar epithelial
aalpgncd-1,acinar epithelial
aalphcjn-1,acinar epithelial
aalphhof-1,ductal/tumor epithelial
aalpljgo-1,acinar epithelial
aalppgja-1,acinar epithelial
aamadcah-1,acinar epithelial
aambibci-1,acinar epithelial
aambkpno-1,ductal/tumor epithelial
aambnbbk-1,ductal/tumor epithelial
aamcfnie-1,acinar epithelial
aamcjdji-1,ductal/tumor epithelial
aamckiaa-1,acinar epithelial
aamcnpkj-1,ductal/tumor epithelial
aamcpfko-1,ductal/tumor epithelial
aamdgaik-1,acinar epithelial
aamdhjng-1,activated fibroblast/stellate
aameadff-1,ductal/tumor epithelial
aamebpne-1,acinar epithelial
aameiekl-1,myeloid/macrophage
aameipkk-1,acinar epithelial
aamekpca-1,ductal/tumor epithelial
aamenamn-1,activated fibroblast/stellate
aameolkb-1,activated fibroblast/stellate
aamfdbpg-1,Unknown
aamffgnk-1,myeloid/macrophage
aamfidii-1,activated fibroblast/stellate
aamfopdc-1,activated fibroblast/stellate
aamganla-1,activated fibroblast/stellate
aamheeol-1,endothelial
aamhhimn-1,activated fibroblast/stellate
aamhinbo-1,activated fibroblast/stellate
aamhkeab-1,activated fibroblast/stellate
aamhoppi-1,activated fibroblast/stellate
aamiioml-1,activated fibroblast/stellate
aamijaik-1,activated fibroblast/stellate
aamjeajh-1,Unknown
aamjflna-1,activated fibroblast/stellate
aamkocjm-1,activated fibroblast/stellate
aamkodpo-1,activated fibroblast/stellate
aamlgepb-1,activated fibroblast/stellate
aamlhhoe-1,ductal/tumor epithelial
aamllchp-1,activated fibroblast/stellate
aamlpfnb-1,myeloid/macrophage
aammajao-1,activated fibroblast/stellate
aammcnel-1,Unknown
aammomdd-1,myeloid/macrophage
aamnhelb-1,ductal/tumor epithelial
aamogfdp-1,activated fibroblast/stellate
aampjmda-1,myeloid/macrophage
aampkgjl-1,myeloid/macrophage
aanaenbm-1,ductal/tumor epithelial
aanaengm-1,ductal/tumor epithelial
aanapadl-1,Unknown
aanbbmbl-1,Unknown
aanbdipi-1,ductal/tumor epithelial
aanbhcmc-1,myeloid/macrophage
aanbhdcd-1,ductal/tumor epithelial
aanbmlen-1,Unknown
aanboflj-1,Unknown
aancanck-1,myeloid/macrophage
aancbgoa-1,activated fibroblast/stellate
aancfpni-1,activated fibroblast/stellate
