cell_id,group
aafmlkkh-1,Mucosa gland
aafmmefb-1,Mucosa gland
aafmmlbd-1,Mucosa gland
aafmmmpg-1,Mucosa gland
aafngpnj-1,Mucosa gland
aafnhmpb-1,Mucosa gland
aafnlkdl-1,Mucosa gland
aafnmcad-1,Mucosa gland
aafnmchg-1,Mucosa gland
aafocleg-1,Mucosa gland
aafodonj-1,Mucosa gland
aafogadn-1,Mucosa gland
aafogiid-1,Mucosa gland
aafoibmh-1,Mucosa gland
aafojiee-1,Mucosa gland
aafojihp-1,Mucosa gland
aafolklf-1,Mucosa gland
aafomcld-1,Mucosa gland
aafpddjc-1,Mucosa gland
aafpiadn-1,Endothelial cells
aafpkngl-1,Mucosa gland
aafplfhh-1,B lineage
aagalbde-1,Myeloid cells
aagamekc-1,T cells
aagaoglo-1,Mucosa gland
aagbhamm-1,Mucosa gland
aagbjgcb-1,Mucosa gland
aagbliok-1,Mucosa gland
aagbodek-1,Mucosa gland
aagcceok-1,Mucosa gland
aagchmaa-1,Mucosa gland
aagcihek-1,Mucosa gland
aagckphd-1,Mucosa gland
aagcmibc-1,Mucosa gland
aagcnfmb-1,Mucosa gland
aagcokca-1,Mucosa gland
aagdcohj-1,Mucosa gland
aagdfjhb-1,Mucosa gland
aagdojak-1,Mucosa gland
aagecdnn-1,Mucosa gland
aageclge-1,Submucosa
aagemjdl-1,Endothelial cells
aagemjme-1,B lineage
aagfekfa-1,B lineage
aagffece-1,Endothelial cells
aagfimnh-1,B lineage
aaggfoke-1,B lineage
aagghmjm-1,B lineage
aaggnjje-1,B lineage
aaghcapn-1,B lineage
aagheoal-1,B lineage
aaghgkdh-1,B lineage
aaghhhla-1,B lineage
aaghiclb-1,B lineage
aaghmdpc-1,B lineage
aaghoiph-1,B lineage
aagichhc-1,B lineage
aagidngp-1,B lineage
aagifbgn-1,B lineage
aagijflf-1,Mucosa gland
aagijjmb-1,Mucosa gland
aagimbbj-1,Myeloid cells
aagjaipl-1,Endothelial cells
aagjdoba-1,Endothelial cells
aagjkioa-1,B lineage
aagkadfb-1,Mucosa gland
aagkgodh-1,Mucosa gland
aagkigeo-1,Myeloid cells
aagkllma-1,Mucosa gland
aaglegbh-1,T cells
aaglkgok-1,Mucosa gland
aaglledf-1,Mucosa gland
aaglnehd-1,Mucosa gland
aaglnjmn-1,Mucosa gland
aagloego-1,Mucosa gland
aagmepbo-1,Mucosa gland
aagmfbnm-1,Mucosa gland
aagmfjec-1,Mucosa gland
aagmpmak-1,Mucosa gland
aagnabna-1,T cells
aagnbglh-1,Mucosa gland
aagnhkmc-1,Mucosa gland
aagobgnp-1,Mucosa gland
aagoegmn-1,Mucosa gland
aagoejph-1,Mucosa gland
aagogpdd-1,Endothelial cells
aagokanb-1,Mucosa gland
aagokiij-1,Mucosa gland
aagopenp-1,Mucosa gland
aagpeboo-1,Mucosa gland
aagpglkp-1,Mucosa gland
aagpijcj-1,Mucosa gland
aahabblh-1,Mucosa gland
aahadgpd-1,Submucosa
aahajnol-1,Mucosa gland
aahalfib-1,Submucosa
aahalkkc-1,B lineage
aahancmm-1,Myeloid cells
aahbeekk-1,Mucosa gland
aahbijmn-1,B lineage
aahbojic-1,Mucosa gland
aahcgcef-1,Mucosa gland
aahcgoba-1,B lineage
aahcncjg-1,T cells
aahcpebb-1,B lineage
aahdappk-1,B lineage
aahdpchc-1,Fibroblasts
aaheflcf-1,Mucosa gland
aahegdob-1,Mucosa gland
aaheinpf-1,B lineage
aahepina-1,B lineage
aahfcpjf-1,B lineage
aahffcmj-1,Endothelial cells
aahfigpc-1,Endothelial cells
aahfihdb-1,B lineage
aahfkoao-1,Myeloid cells
aahfphel-1,Mucosa gland
aahfpmig-1,B lineage
aahgfppn-1,B lineage
aahghefm-1,B lineage
aahglinc-1,T cells
aahgomjd-1,B lineage
aahgpkph-1,Mucosa gland
aahhaane-1,B lineage
aahhcofn-1,B lineage
aahhdcgn-1,B lineage
aahhgamc-1,B lineage
aahhhjpc-1,B lineage
aahhlpea-1,B lineage
aahhnmom-1,B lineage
aahifnob-1,B lineage
aahihfdj-1,B lineage
aahiijbf-1,B lineage
aahimpmi-1,B lineage
aahjaapn-1,B lineage
aahjgecc-1,B lineage
aahjiijc-1,Endothelial cells
aahkapnn-1,Mucosa gland
aahkgaoe-1,B lineage
aahkglko-1,T cells
aahldnli-1,B lineage
aahllmie-1,B lineage
aahlolhm-1,B lineage
aahmhdje-1,B lineage
aahmmkki-1,Mucosa gland
aahnggcj-1,Mucosa gland
aahnlibj-1,Mucosa gland
aahohphj-1,T cells
aahojcne-1,Mucosa gland
aahomlkp-1,Submucosa
aahoodff-1,Mucosa gland
aahoofbb-1,B lineage
aahpcomh-1,Mucosa gland
aahpegjf-1,Mucosa gland
aahpimfl-1,Mucosa gland
aahpjndb-1,Mucosa gland
