cell_id,group
aaikjcod-1,pancreatic ductal epithelium
aaikkbbi-1,pancreatic ductal epithelium
aailafnc-1,pancreatic ductal epithelium
aailmhjf-1,pancreatic ductal epithelium
aaimagml-1,pancreatic ductal epithelium
aaimdcke-1,pancreatic ductal epithelium
aaimijcl-1,pancreatic ductal epithelium
aaimkcek-1,pancreatic ductal epithelium
aaimmgpp-1,pancreatic ductal epithelium
aaimppcn-1,pancreatic ductal epithelium
aaiodgjf-1,pancreatic ductal epithelium
aaionbdk-1,pancreatic ductal epithelium
aaiongoo-1,pancreatic ductal epithelium
aaipnjgn-1,pancreatic ductal epithelium
aajaijle-1,pancreatic ductal epithelium
aajapcch-1,pancreatic ductal epithelium
aajbapac-1,pancreatic ductal epithelium
aajblfbd-1,pancreatic ductal epithelium
aajcbjmc-1,pancreatic ductal epithelium
aajcjjpd-1,pancreatic ductal epithelium
aajebhan-1,pancreatic ductal epithelium
aajebmhm-1,pancreatic ductal epithelium
aajedikh-1,pancreatic ductal epithelium
aajefknb-1,pancreatic ductal epithelium
aajehheo-1,pancreatic ductal epithelium
aajfacmf-1,pancreatic ductal epithelium
aajfcnpm-1,pancreatic ductal epithelium
aajgabmp-1,pancreatic ductal epithelium
aajhfaba-1,pancreatic ductal epithelium
aajhhfcf-1,pancreatic ductal epithelium
aajiaijd-1,pancreatic ductal epithelium
aajikibo-1,pancreatic ductal epithelium
aajjkncl-1,pancreatic ductal epithelium
aajjmlkf-1,pancreatic ductal epithelium
aajkdhjp-1,pancreatic ductal epithelium
aajkjjml-1,pancreatic ductal epithelium
aajknlph-1,pancreatic ductal epithelium
aajkockg-1,pancreatic ductal epithelium
aajkofjn-1,pancreatic ductal epithelium
aajlhnla-1,pancreatic ductal epithelium
aajlohhp-1,pancreatic ductal epithelium
aajlooig-1,pancreatic ductal epithelium
aajnbemf-1,pancreatic ductal epithelium
aajnfpil-1,pancreatic ductal epithelium
aajoacjk-1,pancreatic ductal epithelium
aajobicc-1,pancreatic ductal epithelium
aajofljp-1,pancreatic ductal epithelium
aajogfgi-1,pancreatic ductal epithelium
aajomack-1,Fibroblasts
aakaadoo-1,Fibroblasts
aakajbdj-1,pancreatic ductal epithelium
aakakkba-1,pancreatic ductal epithelium
aakaojpj-1,pancreatic ductal epithelium
aakbaedp-1,Myeloid cells
aakbkanh-1,pancreatic ductal epithelium
aakblhnj-1,pancreatic ductal epithelium
aakcnkkh-1,pancreatic ductal epithelium
aakcoiib-1,pancreatic ductal epithelium
aakconhi-1,pancreatic ductal epithelium
aakdbbfb-1,pancreatic ductal epithelium
aakddipi-1,pancreatic ductal epithelium
aakdfmhb-1,pancreatic ductal epithelium
aakdhjab-1,pancreatic ductal epithelium
aakdkjgf-1,pancreatic ductal epithelium
aakdocnc-1,pancreatic ductal epithelium
aakeeojg-1,pancreatic ductal epithelium
aakekice-1,pancreatic ductal epithelium
aakfalab-1,pancreatic ductal epithelium
aakfdcpo-1,pancreatic ductal epithelium
aakfidbl-1,pancreatic ductal epithelium
aakfjgpf-1,pancreatic ductal epithelium
aakfoklj-1,Fibroblasts
aakgafmi-1,pancreatic ductal epithelium
aakgecco-1,pancreatic ductal epithelium
aakggfha-1,pancreatic ductal epithelium
aakieajc-1,pancreatic ductal epithelium
aakildcg-1,pancreatic ductal epithelium
aakinikg-1,pancreatic ductal epithelium
aakjjngn-1,pancreatic ductal epithelium
aakkiddl-1,pancreatic ductal epithelium
aakkkpai-1,Fibroblasts
aakldpkn-1,pancreatic ductal epithelium
aaklfdpl-1,pancreatic ductal epithelium
aaklfmpl-1,pancreatic ductal epithelium
aaklopkm-1,pancreatic ductal epithelium
aakmnpej-1,pancreatic ductal epithelium
aaknihkk-1,Fibroblasts
aaknmlmm-1,pancreatic ductal epithelium
aaknoaif-1,pancreatic ductal epithelium
aaknocic-1,pancreatic ductal epithelium
aakogfmo-1,pancreatic ductal epithelium
aakojdeb-1,pancreatic ductal epithelium
aakolokm-1,pancreatic ductal epithelium
aakpmgef-1,pancreatic ductal epithelium
aalacpag-1,pancreatic ductal epithelium
aalaijhd-1,pancreatic ductal epithelium
aalbdoam-1,pancreatic ductal epithelium
aalcbmlg-1,pancreatic ductal epithelium
aalcoopa-1,pancreatic ductal epithelium
aalddnmc-1,pancreatic ductal epithelium
aaldhdnl-1,pancreatic ductal epithelium
aaldinbm-1,pancreatic ductal epithelium
aalejoak-1,pancreatic ductal epithelium
aalghoog-1,pancreatic ductal epithelium
aalgkaof-1,pancreatic ductal epithelium
aalhfgdp-1,pancreatic ductal epithelium
aalhjlmc-1,pancreatic ductal epithelium
aalicefo-1,pancreatic ductal epithelium
aaligfhl-1,pancreatic ductal epithelium
aalioagg-1,pancreatic ductal epithelium
aaljgblm-1,pancreatic ductal epithelium
aaljmlbb-1,pancreatic ductal epithelium
aalkaboh-1,pancreatic ductal epithelium
aalkahnn-1,pancreatic ductal epithelium
aalkmmgl-1,pancreatic ductal epithelium
aalkonca-1,pancreatic ductal epithelium
aallbmce-1,pancreatic ductal epithelium
aallodcn-1,pancreatic ductal epithelium
aalmiimf-1,pancreatic ductal epithelium
aalncbck-1,pancreatic ductal epithelium
aalnjbkc-1,pancreatic ductal epithelium
aalnkdng-1,pancreatic ductal epithelium
aalnneng-1,pancreatic ductal epithelium
aaloacmi-1,pancreatic ductal epithelium
aalonbnn-1,pancreatic ductal epithelium
aalpepek-1,pancreatic ductal epithelium
aalpfpfa-1,pancreatic ductal epithelium
aalpnhbb-1,pancreatic ductal epithelium
aamadagg-1,pancreatic ductal epithelium
aamamacd-1,pancreatic ductal epithelium
aamapppd-1,pancreatic ductal epithelium
aambcoji-1,pancreatic ductal epithelium
aambdmpa-1,pancreatic ductal epithelium
aambkgbh-1,pancreatic ductal epithelium
aamblaih-1,pancreatic ductal epithelium
aamchdba-1,pancreatic ductal epithelium
aamcpfap-1,pancreatic ductal epithelium
aamdeofj-1,Islets
aamdfccg-1,Islets
aamdgagk-1,Islets
