cell_id,group
aaihcnkl-1,Myeloid cells
aaiifbmn-1,Fibroblasts
aaiihgok-1,pancreatic ductal epithelium
aaiijogm-1,Fibroblasts
aaiimmpk-1,pancreatic acinar epithelium
aaiipccb-1,pancreatic ductal epithelium
aaijbhag-1,pancreatic ductal epithelium
aaijicil-1,Fibroblasts
aaijkdbg-1,pancreatic ductal epithelium
aaijpaej-1,pancreatic ductal epithelium
aaijpdej-1,Myeloid cells
aaiknobb-1,pancreatic ductal epithelium
aailaanm-1,Unknown
aailedpl-1,pancreatic ductal epithelium
aailhkfg-1,Fibroblasts
aaimcfai-1,pancreatic ductal epithelium
aaimeocg-1,pancreatic acinar epithelium
aaimkgmn-1,Myeloid cells
aaimmeef-1,Fibroblasts
aainaklp-1,pancreatic ductal epithelium
aaincmnp-1,Myeloid cells
aainebff-1,pancreatic ductal epithelium
aainfhdn-1,pancreatic ductal epithelium
aainglhb-1,pancreatic ductal epithelium
aainokfc-1,pancreatic acinar epithelium
aaiobclh-1,Fibroblasts
aaiobeag-1,Myeloid cells
aaiobepn-1,Myeloid cells
aaioomjd-1,pancreatic ductal epithelium
aaippngg-1,Fibroblasts
aajaelba-1,pancreatic ductal epithelium
aajbemha-1,pancreatic ductal epithelium
aajciakn-1,pancreatic acinar epithelium
aajcmehi-1,Endothelial cells
aajcooip-1,pancreatic ductal epithelium
aajdacpg-1,pancreatic ductal epithelium
aajdccmd-1,pancreatic ductal epithelium
aajdhmbb-1,Myeloid cells
aajdnhhk-1,pancreatic ductal epithelium
aajemlon-1,Fibroblasts
aajfajgg-1,pancreatic ductal epithelium
aajfiefl-1,Myeloid cells
aajfnloo-1,T cells
aajgbokp-1,pancreatic ductal epithelium
aajgpnlg-1,T cells
aajhadfo-1,Endothelial cells
aajhepkd-1,pancreatic ductal epithelium
aajhhcan-1,Mast cells
aajhmcnn-1,pancreatic ductal epithelium
aajidmhg-1,Fibroblasts
aajifgjc-1,Fibroblasts
aajiieho-1,Endothelial cells
aajiodgd-1,T cells
aajipboa-1,Endothelial cells
aajjfhfj-1,Endothelial cells
aajjghnh-1,pancreatic ductal epithelium
aajkdonh-1,Endothelial cells
aajkgadg-1,Fibroblasts
aajkidpn-1,T cells
aajkkamj-1,pancreatic ductal epithelium
aajknafh-1,Endothelial cells
aajlbiam-1,B lineage
aajlpglp-1,Endothelial cells
aajlpmko-1,Fibroblasts
aajmodop-1,pancreatic ductal epithelium
aajnchbo-1,pancreatic acinar epithelium
aajnchdi-1,Endothelial cells
aajnedgo-1,Fibroblasts
aajnemdo-1,Unknown
