phenotype,n_cells,n_with_fiber,median_density,mean_density,imageid,pathology,fiber_type
Myeloid cells,133,115,0.0011459155902616464,0.0010972003381152576,JRP144,OA,COL6A1
Neutrophils,1037,990,0.0007639437268410976,0.0008903674109294476,JRP144,OA,COL6A1
Non-immune cells,26470,25762,0.0011459155902616464,0.0012050553480145421,JRP144,OA,COL6A1
Other Immune cells,158,135,0.0011459155902616464,0.001210992278103666,JRP144,OA,COL6A1
Plasma cells,193,192,0.0012732395447351628,0.0012705869623502977,JRP144,OA,COL6A1
T cells,641,501,0.0010185916357881302,0.0010346024324584526,JRP144,OA,COL6A1
Vascular cells,6556,6476,0.0011459155902616464,0.001147154226631602,JRP144,OA,COL6A1
B cells,1651,1590,0.0006366197723675814,0.0006484713102682608,JRP144,OA,FN
CD4 T cells,1760,1552,0.0010185916357881302,0.000986760647169751,JRP144,OA,FN
CD8 T cells,662,568,0.0011459155902616464,0.0010705971946575947,JRP144,OA,FN
Dendritic cells,710,619,0.0010185916357881302,0.0010262022760393742,JRP144,OA,FN
MERTK+ Macrophages,1389,1324,0.0008912676813146139,0.0008702072991169553,JRP144,OA,FN
Macrophages,6912,6096,0.0007639437268410976,0.000784224494523805,JRP144,OA,FN
Monocytes,13090,12797,0.0011459155902616464,0.001200618028465553,JRP144,OA,FN
Myeloid cells,133,105,0.0010185916357881302,0.0010804346993895523,JRP144,OA,FN
Neutrophils,1037,958,0.0008912676813146139,0.0009380505956931919,JRP144,OA,FN
Non-immune cells,26470,24101,0.0010185916357881302,0.0010754729692521504,JRP144,OA,FN
Other Immune cells,158,112,0.0010822536130248883,0.0010708854028040385,JRP144,OA,FN
Plasma cells,193,180,0.0012732395447351628,0.0011961378167484223,JRP144,OA,FN
T cells,641,604,0.0006366197723675814,0.000767316546827151,JRP144,OA,FN
Vascular cells,6556,6277,0.0010185916357881302,0.0010357115047662483,JRP144,OA,FN
B cells,1651,1216,0.0003819718634205488,0.0004719153477073502,JRP144,OA,MFAP5
CD4 T cells,1760,1729,0.0008912676813146139,0.000899736307552008,JRP144,OA,MFAP5
CD8 T cells,662,653,0.0008912676813146139,0.000894777376843746,JRP144,OA,MFAP5
Dendritic cells,710,674,0.0008912676813146139,0.0008731325186596324,JRP144,OA,MFAP5
MERTK+ Macrophages,1389,1335,0.0003819718634205488,0.00039932988567836146,JRP144,OA,MFAP5
Macrophages,6912,6637,0.0003819718634205488,0.0004998764926497535,JRP144,OA,MFAP5
Monocytes,13090,12858,0.0006366197723675814,0.0007629039838624291,JRP144,OA,MFAP5
Myeloid cells,133,112,0.0006366197723675814,0.0007332495592448035,JRP144,OA,MFAP5
Neutrophils,1037,984,0.0006366197723675814,0.0006848838323458554,JRP144,OA,MFAP5
Non-immune cells,26470,25884,0.0007639437268410976,0.0008028777826152392,JRP144,OA,MFAP5
Other Immune cells,158,148,0.0007639437268410976,0.0008121203582635092,JRP144,OA,MFAP5
Plasma cells,193,189,0.0007639437268410976,0.0007915642672295324,JRP144,OA,MFAP5
T cells,641,636,0.0007639437268410976,0.000778557954319976,JRP144,OA,MFAP5
Vascular cells,6556,6517,0.0007639437268410976,0.0008249779502222952,JRP144,OA,MFAP5
B cells,4111,4103,0.0010185916357881302,0.0010614467128361258,S00292623,OA,CHP
CD4 T cells,3565,3532,0.0008912676813146139,0.0009219090633368362,S00292623,OA,CHP
CD8 T cells,3363,3349,0.0008912676813146139,0.0009355972516090661,S00292623,OA,CHP
Dendritic cells,2508,2399,0.0008912676813146139,0.0009029439089028481,S00292623,OA,CHP
MERTK+ Macrophages,4,4,0.0005729577951308232,0.0006684507609859605,S00292623,OA,CHP
Macrophages,7047,6851,0.0006366197723675814,0.0006285725862214665,S00292623,OA,CHP
Monocytes,61147,60535,0.0007639437268410976,0.0008137543469755951,S00292623,OA,CHP
Myeloid cells,761,737,0.0007639437268410976,0.000805924352264523,S00292623,OA,CHP
Neutrophils,2928,2805,0.0006366197723675814,0.000704117355362989,S00292623,OA,CHP
Non-immune cells,59069,58021,0.0007639437268410976,0.0008334264722349195,S00292623,OA,CHP
Other Immune cells,340,337,0.0008912676813146139,0.0008806888364325413,S00292623,OA,CHP
Plasma cells,2824,2819,0.0010185916357881302,0.0010147976619762197,S00292623,OA,CHP
T cells,662,648,0.0007639437268410976,0.0007871292617606577,S00292623,OA,CHP
Vascular cells,14188,14132,0.0007639437268410976,0.0008590492790221363,S00292623,OA,CHP
B cells,4111,3294,0.0003819718634205488,0.0005073631531327792,S00292623,OA,COL1A1bis
CD4 T cells,3565,3098,0.0005092958178940651,0.000538763627886806,S00292623,OA,COL1A1bis
CD8 T cells,3363,2959,0.0005092958178940651,0.0005570584368415484,S00292623,OA,COL1A1bis
Dendritic cells,2508,1809,0.0003819718634205488,0.0004489066786247025,S00292623,OA,COL1A1bis
MERTK+ Macrophages,4,2,0.0005092958178940651,0.0005092958178940651,S00292623,OA,COL1A1bis
Macrophages,7047,2767,0.00025464790894703254,0.0002791739905279448,S00292623,OA,COL1A1bis
Monocytes,61147,38737,0.00025464790894703254,0.00040903276429517666,S00292623,OA,COL1A1bis
Myeloid cells,761,494,0.00031830988618379065,0.00042140620559554475,S00292623,OA,COL1A1bis
Neutrophils,2928,2101,0.0003819718634205488,0.000493842410759012,S00292623,OA,COL1A1bis
Non-immune cells,59069,27376,0.00025464790894703254,0.00033467187010539467,S00292623,OA,COL1A1bis
Other Immune cells,340,286,0.0003819718634205488,0.0005092958178940651,S00292623,OA,COL1A1bis
Plasma cells,2824,2317,0.0003819718634205488,0.0004189546089365939,S00292623,OA,COL1A1bis
T cells,662,502,0.0003819718634205488,0.0004803816130933064,S00292623,OA,COL1A1bis
Vascular cells,14188,12668,0.0003819718634205488,0.0004712534143826774,S00292623,OA,COL1A1bis
B cells,4111,3235,0.00025464790894703254,0.0002823167621139203,S00292623,OA,COL4A1
CD4 T cells,3565,2805,0.00025464790894703254,0.0002991772491746687,S00292623,OA,COL4A1
CD8 T cells,3363,2809,0.00025464790894703254,0.0002860142943139507,S00292623,OA,COL4A1
Dendritic cells,2508,1618,0.00025464790894703254,0.0002533101418110314,S00292623,OA,COL4A1
MERTK+ Macrophages,4,3,0.0003819718634205488,0.00033953054526271003,S00292623,OA,COL4A1
Macrophages,7047,3038,0.00012732395447351627,0.00021759906900148008,S00292623,OA,COL4A1
Monocytes,61147,39000,0.00025464790894703254,0.00024932642059339585,S00292623,OA,COL4A1
Myeloid cells,761,518,0.00025464790894703254,0.0003935244229963312,S00292623,OA,COL4A1
Neutrophils,2928,2165,0.00025464790894703254,0.0003116937453624186,S00292623,OA,COL4A1
Non-immune cells,59069,28815,0.00012732395447351627,0.00021988181927853955,S00292623,OA,COL4A1
Other Immune cells,340,272,0.00025464790894703254,0.00027852115041081683,S00292623,OA,COL4A1
Plasma cells,2824,2278,0.00025464790894703254,0.00025900755269107743,S00292623,OA,COL4A1
T cells,662,476,0.00025464790894703254,0.0003204497845783035,S00292623,OA,COL4A1
Vascular cells,14188,13576,0.00025464790894703254,0.000310807001418115,S00292623,OA,COL4A1
B cells,4111,4104,0.0011459155902616464,0.0011606211347110732,S00292623,OA,COL6A1
CD4 T cells,3565,3522,0.0011459155902616464,0.0011108852348145036,S00292623,OA,COL6A1
CD8 T cells,3363,3340,0.0011459155902616464,0.0011260545782015561,S00292623,OA,COL6A1
Dendritic cells,2508,2409,0.0011459155902616464,0.0011766234431255373,S00292623,OA,COL6A1
MERTK+ Macrophages,4,3,0.0010185916357881302,0.0008488263631567751,S00292623,OA,COL6A1
Macrophages,7047,6927,0.0008912676813146139,0.0008749087496730043,S00292623,OA,COL6A1
Monocytes,61147,59937,0.0008912676813146139,0.0009521606381690334,S00292623,OA,COL6A1
Myeloid cells,761,731,0.0006366197723675814,0.0007540155935921367,S00292623,OA,COL6A1
Neutrophils,2928,2728,0.0006366197723675814,0.0007441077002094097,S00292623,OA,COL6A1
Non-immune cells,59069,57388,0.0008912676813146139,0.0009083246716608952,S00292623,OA,COL6A1
Other Immune cells,340,336,0.0010185916357881302,0.0010845272550690584,S00292623,OA,COL6A1
Plasma cells,2824,2816,0.0011459155902616464,0.0011555010584251356,S00292623,OA,COL6A1
T cells,662,648,0.0007639437268410976,0.0008327143812635216,S00292623,OA,COL6A1
Vascular cells,14188,13998,0.0008912676813146139,0.0009131796263300947,S00292623,OA,COL6A1
B cells,4111,4032,0.0011459155902616464,0.0011189792477105777,S00292623,OA,FN
CD4 T cells,3565,3537,0.0011459155902616464,0.001155454987472696,S00292623,OA,FN
CD8 T cells,3363,3344,0.0012732395447351628,0.0012376010215930542,S00292623,OA,FN
Dendritic cells,2508,2416,0.0011459155902616464,0.0011291041906436614,S00292623,OA,FN
MERTK+ Macrophages,4,4,0.0007002817496043395,0.0007002817496043395,S00292623,OA,FN
Macrophages,7047,6927,0.0010185916357881302,0.0010393619647263536,S00292623,OA,FN
Monocytes,61147,60903,0.0012732395447351628,0.001283682103436626,S00292623,OA,FN
Myeloid cells,761,744,0.0012732395447351628,0.0011993095066537662,S00292623,OA,FN
Neutrophils,2928,2836,0.0010185916357881302,0.0010827923603639864,S00292623,OA,FN
Non-immune cells,59069,58490,0.0012732395447351628,0.0012775823604160427,S00292623,OA,FN
Other Immune cells,340,332,0.0011459155902616464,0.0011685424375927835,S00292623,OA,FN
Plasma cells,2824,2815,0.0012732395447351628,0.0012179678316386665,S00292623,OA,FN
T cells,662,657,0.0010185916357881302,0.001043978908293504,S00292623,OA,FN
Vascular cells,14188,14142,0.0012732395447351628,0.001228304326464952,S00292623,OA,FN
B cells,4111,4065,0.0008912676813146139,0.00091172095124603,S00292623,OA,MFAP5
CD4 T cells,3565,3537,0.0008912676813146139,0.0009084745940198276,S00292623,OA,MFAP5
CD8 T cells,3363,3352,0.0008912676813146139,0.000964463761347569,S00292623,OA,MFAP5
Dendritic cells,2508,2409,0.0008912676813146139,0.0009245124996474664,S00292623,OA,MFAP5
MERTK+ Macrophages,4,3,0.0012732395447351628,0.0009761503176302914,S00292623,OA,MFAP5
Macrophages,7047,6769,0.0005092958178940651,0.0006243745523406558,S00292623,OA,MFAP5
Monocytes,61147,60297,0.0007639437268410976,0.0008462501947825991,S00292623,OA,MFAP5
Myeloid cells,761,727,0.0006366197723675814,0.0007550117850554727,S00292623,OA,MFAP5
Neutrophils,2928,2751,0.0007639437268410976,0.0007690811164981534,S00292623,OA,MFAP5
Non-immune cells,59069,57837,0.0007639437268410976,0.000837449386537671,S00292623,OA,MFAP5
Other Immune cells,340,335,0.0008912676813146139,0.0009391566910568916,S00292623,OA,MFAP5
Plasma cells,2824,2805,0.0008912676813146139,0.0009461917401071111,S00292623,OA,MFAP5
T cells,662,609,0.0007639437268410976,0.0008659701468461485,S00292623,OA,MFAP5
Vascular cells,14188,14100,0.0008912676813146139,0.0008673650921308269,S00292623,OA,MFAP5
B cells,174,174,0.0010185916357881302,0.0010983520440502755,S00293087,OA,CHP
CD4 T cells,658,640,0.0010185916357881302,0.0010822536130248883,S00293087,OA,CHP
CD8 T cells,758,752,0.0011459155902616464,0.0011906144253427745,S00293087,OA,CHP
Dendritic cells,677,621,0.0010185916357881302,0.0010866617692586735,S00293087,OA,CHP
MERTK+ Macrophages,28,25,0.0008912676813146139,0.000875988806777792,S00293087,OA,CHP
Macrophages,13582,12881,0.0007639437268410976,0.0008435743282880852,S00293087,OA,CHP
Monocytes,14623,14386,0.0010185916357881302,0.0010956356385471986,S00293087,OA,CHP
Myeloid cells,589,551,0.0008912676813146139,0.0009471885469817482,S00293087,OA,CHP
Neutrophils,807,783,0.0008912676813146139,0.0009694832906399796,S00293087,OA,CHP
Non-immune cells,41462,40823,0.0010185916357881302,0.0010953390710018531,S00293087,OA,CHP
Other Immune cells,353,353,0.0008912676813146139,0.0009630452080574744,S00293087,OA,CHP
Plasma cells,14,14,0.0014642254764454371,0.0016461168399790318,S00293087,OA,CHP
T cells,455,452,0.0008912676813146139,0.0009419719109722088,S00293087,OA,CHP
Vascular cells,12285,12230,0.0010185916357881302,0.0010363003885730403,S00293087,OA,CHP
B cells,174,161,0.0007639437268410976,0.0007758062070715494,S00293087,OA,COL1A1bis
CD4 T cells,658,583,0.0006366197723675814,0.0007320581396144537,S00293087,OA,COL1A1bis
CD8 T cells,758,704,0.0006366197723675814,0.0007746143423438497,S00293087,OA,COL1A1bis
Dendritic cells,677,555,0.0005092958178940651,0.0006646081010986966,S00293087,OA,COL1A1bis
MERTK+ Macrophages,28,15,0.0006366197723675814,0.0005177840815256328,S00293087,OA,COL1A1bis
Macrophages,13582,6799,0.00025464790894703254,0.0003361472250036207,S00293087,OA,COL1A1bis
Monocytes,14623,10500,0.0005092958178940651,0.0005994896820249235,S00293087,OA,COL1A1bis
Myeloid cells,589,372,0.0003819718634205488,0.0004986854883546054,S00293087,OA,COL1A1bis
Neutrophils,807,554,0.0005092958178940651,0.0005934123654343303,S00293087,OA,COL1A1bis
Non-immune cells,41462,25414,0.0003819718634205488,0.0005398768133338362,S00293087,OA,COL1A1bis
Other Immune cells,353,268,0.0005729577951308232,0.0006812781743097848,S00293087,OA,COL1A1bis
Plasma cells,14,11,0.0006366197723675814,0.0006829193921761328,S00293087,OA,COL1A1bis
T cells,455,266,0.00025464790894703254,0.00036713335744807137,S00293087,OA,COL1A1bis
Vascular cells,12285,11391,0.0006366197723675814,0.0007033947090741732,S00293087,OA,COL1A1bis
B cells,174,122,0.00025464790894703254,0.00025256063100484373,S00293087,OA,COL4A1
CD4 T cells,658,461,0.00025464790894703254,0.00026431458661855763,S00293087,OA,COL4A1
CD8 T cells,758,566,0.00025464790894703254,0.00024115066995690712,S00293087,OA,COL4A1
Dendritic cells,677,428,0.00025464790894703254,0.00024512836094901265,S00293087,OA,COL4A1
MERTK+ Macrophages,28,12,0.0003819718634205488,0.0004244131815783876,S00293087,OA,COL4A1
Macrophages,13582,4265,0.00012732395447351627,0.00020168830865722765,S00293087,OA,COL4A1
Monocytes,14623,7242,0.00012732395447351627,0.00021688322319598133,S00293087,OA,COL4A1
Myeloid cells,589,246,0.00025464790894703254,0.00026499944996113956,S00293087,OA,COL4A1
Neutrophils,807,505,0.00025464790894703254,0.00027683505348895216,S00293087,OA,COL4A1
Non-immune cells,41462,16127,0.00012732395447351627,0.00022084907164926339,S00293087,OA,COL4A1
Other Immune cells,353,213,0.00025464790894703254,0.000263016619569705,S00293087,OA,COL4A1
Plasma cells,14,10,0.00012732395447351627,0.0001527887453682195,S00293087,OA,COL4A1
T cells,455,215,0.00012732395447351627,0.00023155193580997612,S00293087,OA,COL4A1
Vascular cells,12285,11653,0.00025464790894703254,0.00028579873656258174,S00293087,OA,COL4A1
B cells,174,173,0.0010185916357881302,0.0010171196825572225,S00293087,OA,COL6A1
CD4 T cells,658,648,0.0011459155902616464,0.0011351087731381227,S00293087,OA,COL6A1
CD8 T cells,758,755,0.0011459155902616464,0.0011917859420719728,S00293087,OA,COL6A1
Dendritic cells,677,622,0.0011459155902616464,0.001192382692617737,S00293087,OA,COL6A1
MERTK+ Macrophages,28,28,0.0007639437268410976,0.0007821328631944572,S00293087,OA,COL6A1
Macrophages,13582,13340,0.0007639437268410976,0.0008434018918330034,S00293087,OA,COL6A1
Monocytes,14623,14410,0.0008912676813146139,0.0009746423401912343,S00293087,OA,COL6A1
Myeloid cells,589,560,0.0008912676813146139,0.0009544749301425379,S00293087,OA,COL6A1
Neutrophils,807,736,0.0007639437268410976,0.0008753521870054244,S00293087,OA,COL6A1
Non-immune cells,41462,40684,0.0010185916357881302,0.00106609870561676,S00293087,OA,COL6A1
Other Immune cells,353,350,0.0011459155902616464,0.0011091735348278604,S00293087,OA,COL6A1
Plasma cells,14,14,0.000954929658551372,0.0012004829993217249,S00293087,OA,COL6A1
T cells,455,451,0.0007639437268410976,0.0007656376153706788,S00293087,OA,COL6A1
Vascular cells,12285,12182,0.0010185916357881302,0.0010957887075120994,S00293087,OA,COL6A1
B cells,174,121,0.0005092958178940651,0.0006050518497708418,S00293087,OA,FN
CD4 T cells,658,367,0.0005092958178940651,0.0005890901217875495,S00293087,OA,FN
CD8 T cells,758,453,0.0006366197723675814,0.000697892668780885,S00293087,OA,FN
Dendritic cells,677,351,0.0003819718634205488,0.0005531881212880692,S00293087,OA,FN
MERTK+ Macrophages,28,24,0.0008912676813146139,0.0008700470222356946,S00293087,OA,FN
Macrophages,13582,10924,0.0005092958178940651,0.0006272604593465054,S00293087,OA,FN
Monocytes,14623,12632,0.0006366197723675814,0.0007576541331432292,S00293087,OA,FN
Myeloid cells,589,429,0.0005092958178940651,0.0006565048654904849,S00293087,OA,FN
Neutrophils,807,657,0.0006366197723675814,0.0007519283764950428,S00293087,OA,FN
Non-immune cells,41462,28995,0.0005092958178940651,0.0006453495541055828,S00293087,OA,FN
Other Immune cells,353,238,0.0006366197723675814,0.0007083063685837628,S00293087,OA,FN
Plasma cells,14,14,0.0007002817496043395,0.0008367002722545355,S00293087,OA,FN
T cells,455,355,0.0003819718634205488,0.0004849070040794197,S00293087,OA,FN
Vascular cells,12285,8410,0.0006366197723675814,0.0006817660306600933,S00293087,OA,FN
B cells,174,172,0.0010185916357881302,0.0009934229471131326,S00293087,OA,MFAP5
CD4 T cells,658,649,0.0008912676813146139,0.0008818508094891457,S00293087,OA,MFAP5
CD8 T cells,758,755,0.0008912676813146139,0.0009293805471570176,S00293087,OA,MFAP5
Dendritic cells,677,619,0.0008912676813146139,0.0008700813043989883,S00293087,OA,MFAP5
MERTK+ Macrophages,28,28,0.0006366197723675814,0.0006093360678375422,S00293087,OA,MFAP5
Macrophages,13582,13091,0.0006366197723675814,0.0006665857874720733,S00293087,OA,MFAP5
Monocytes,14623,14278,0.0007639437268410976,0.0007931574314814702,S00293087,OA,MFAP5
Myeloid cells,589,541,0.0007639437268410976,0.0007514702155895332,S00293087,OA,MFAP5
Neutrophils,807,723,0.0006366197723675814,0.0007507358477463346,S00293087,OA,MFAP5
Non-immune cells,41462,40002,0.0007639437268410976,0.0008284905613185847,S00293087,OA,MFAP5
Other Immune cells,353,343,0.0007639437268410976,0.000848207685049518,S00293087,OA,MFAP5
Plasma cells,14,14,0.0006366197723675814,0.0008367002722545355,S00293087,OA,MFAP5
T cells,455,439,0.0005092958178940651,0.0006577920928153415,S00293087,OA,MFAP5
Vascular cells,12285,12160,0.0007639437268410976,0.0008584315035819703,S00293087,OA,MFAP5
