imageid,pathology,phenotype,fiber_type,feature_fiber,cell_feature,cross_morans_i
JRP141,RA,Dendritic cells,CHP,alignment_score,is_Dendritic_cells,-0.06448416106476904
JRP141,RA,Dendritic cells,COL1A1bis,major_axis_length,is_Dendritic_cells,0.04050277490518766
JRP141,RA,Dendritic cells,COL1A1bis,minor_axis_length,is_Dendritic_cells,0.027503724694785382
JRP141,RA,Dendritic cells,COL1A1bis,area,is_Dendritic_cells,0.03454468735065512
JRP141,RA,Dendritic cells,COL1A1bis,eccentricity,is_Dendritic_cells,0.0395204205956758
JRP141,RA,Dendritic cells,COL1A1bis,alignment_score,is_Dendritic_cells,-0.038394793849178994
JRP141,RA,Dendritic cells,COL4A1,major_axis_length,is_Dendritic_cells,-0.008573131095984643
JRP141,RA,Dendritic cells,COL4A1,minor_axis_length,is_Dendritic_cells,0.021191020282199942
JRP141,RA,Dendritic cells,COL4A1,area,is_Dendritic_cells,0.0038338056192137337
JRP141,RA,Dendritic cells,COL4A1,eccentricity,is_Dendritic_cells,-0.0011770645483194443
JRP141,RA,Dendritic cells,COL4A1,alignment_score,is_Dendritic_cells,0.02093266955972836
JRP141,RA,Dendritic cells,COL6A1,major_axis_length,is_Dendritic_cells,-0.006606673911922473
JRP141,RA,Dendritic cells,COL6A1,minor_axis_length,is_Dendritic_cells,-0.03004349568197048
JRP141,RA,Dendritic cells,COL6A1,area,is_Dendritic_cells,-0.016450686014097243
JRP141,RA,Dendritic cells,COL6A1,eccentricity,is_Dendritic_cells,0.039064156894727614
JRP141,RA,Dendritic cells,COL6A1,alignment_score,is_Dendritic_cells,-0.031166231904801035
JRP141,RA,Dendritic cells,FN,major_axis_length,is_Dendritic_cells,-0.005476662805576504
JRP141,RA,Dendritic cells,FN,minor_axis_length,is_Dendritic_cells,-0.018512775276903586
JRP141,RA,Dendritic cells,FN,area,is_Dendritic_cells,-0.006722174036615556
JRP141,RA,Dendritic cells,FN,eccentricity,is_Dendritic_cells,0.022494146066481074
JRP141,RA,Dendritic cells,FN,alignment_score,is_Dendritic_cells,-0.04228672663612971
JRP141,RA,Dendritic cells,MFAP5,major_axis_length,is_Dendritic_cells,0.0017890723760543687
JRP141,RA,Dendritic cells,MFAP5,minor_axis_length,is_Dendritic_cells,-0.013653134442777591
JRP141,RA,Dendritic cells,MFAP5,area,is_Dendritic_cells,-0.002763037961441541
JRP141,RA,Dendritic cells,MFAP5,eccentricity,is_Dendritic_cells,0.015170623856571152
JRP141,RA,Dendritic cells,MFAP5,alignment_score,is_Dendritic_cells,-0.05590571825254374
JRP141,RA,Neutrophils,CHP,major_axis_length,is_Neutrophils,0.0005208254085370806
JRP141,RA,Neutrophils,CHP,minor_axis_length,is_Neutrophils,-0.006941965727412482
JRP141,RA,Neutrophils,CHP,area,is_Neutrophils,0.0016884496465726028
JRP141,RA,Neutrophils,CHP,eccentricity,is_Neutrophils,0.014397777955984984
JRP141,RA,Neutrophils,CHP,alignment_score,is_Neutrophils,-0.013695428317829529
JRP141,RA,Neutrophils,COL1A1bis,major_axis_length,is_Neutrophils,0.03893244735406364
JRP141,RA,Neutrophils,COL1A1bis,minor_axis_length,is_Neutrophils,0.039668207207735104
JRP141,RA,Neutrophils,COL1A1bis,area,is_Neutrophils,0.037032070133977524
JRP141,RA,Neutrophils,COL1A1bis,eccentricity,is_Neutrophils,-0.006449575214910192
JRP141,RA,Neutrophils,COL1A1bis,alignment_score,is_Neutrophils,-0.01966445394106214
JRP141,RA,Neutrophils,COL4A1,major_axis_length,is_Neutrophils,0.0579358765471392
JRP141,RA,Neutrophils,COL4A1,minor_axis_length,is_Neutrophils,0.0832600826812052
JRP141,RA,Neutrophils,COL4A1,area,is_Neutrophils,0.06668055426621813
JRP141,RA,Neutrophils,COL4A1,eccentricity,is_Neutrophils,-0.01730243046044336
JRP141,RA,Neutrophils,COL4A1,alignment_score,is_Neutrophils,-0.027667958975551
JRP141,RA,Neutrophils,COL6A1,major_axis_length,is_Neutrophils,0.02041002255344768
JRP141,RA,Neutrophils,COL6A1,minor_axis_length,is_Neutrophils,0.01288324132935177
JRP141,RA,Neutrophils,COL6A1,area,is_Neutrophils,0.016784310752184808
JRP141,RA,Neutrophils,COL6A1,eccentricity,is_Neutrophils,0.013885963092793219
JRP141,RA,Neutrophils,COL6A1,alignment_score,is_Neutrophils,-0.009434252612625108
JRP141,RA,Neutrophils,FN,major_axis_length,is_Neutrophils,0.013444289760280224
JRP141,RA,Neutrophils,FN,minor_axis_length,is_Neutrophils,-0.00046146679911250664
JRP141,RA,Neutrophils,FN,area,is_Neutrophils,0.014849150607519209
JRP141,RA,Neutrophils,FN,eccentricity,is_Neutrophils,0.019880368445714617
JRP141,RA,Neutrophils,FN,alignment_score,is_Neutrophils,-0.021837873515606242
JRP141,RA,Neutrophils,MFAP5,major_axis_length,is_Neutrophils,-0.003324977820273077
JRP141,RA,Neutrophils,MFAP5,minor_axis_length,is_Neutrophils,-0.025118208540092862
JRP141,RA,Neutrophils,MFAP5,area,is_Neutrophils,-0.011331018427501076
JRP141,RA,Neutrophils,MFAP5,eccentricity,is_Neutrophils,0.021521779943833922
JRP141,RA,Neutrophils,MFAP5,alignment_score,is_Neutrophils,-0.0058170532656956495
JRP141,RA,Vascular cells,CHP,major_axis_length,is_Vascular_cells,0.010741390123310742
JRP141,RA,Vascular cells,CHP,minor_axis_length,is_Vascular_cells,-0.003746393922774302
JRP141,RA,Vascular cells,CHP,area,is_Vascular_cells,0.0011442660769181686
JRP141,RA,Vascular cells,CHP,eccentricity,is_Vascular_cells,0.03062873355759985
JRP141,RA,Vascular cells,CHP,alignment_score,is_Vascular_cells,0.011474370154593495
JRP141,RA,Vascular cells,COL1A1bis,major_axis_length,is_Vascular_cells,0.054741721564857196
JRP141,RA,Vascular cells,COL1A1bis,minor_axis_length,is_Vascular_cells,0.02781721844471924
JRP141,RA,Vascular cells,COL1A1bis,area,is_Vascular_cells,0.03308887263056968
JRP141,RA,Vascular cells,COL1A1bis,eccentricity,is_Vascular_cells,0.018544864088281907
JRP141,RA,Vascular cells,COL1A1bis,alignment_score,is_Vascular_cells,-0.0006692833486263005
JRP141,RA,Vascular cells,COL4A1,major_axis_length,is_Vascular_cells,0.020437836883900756
JRP141,RA,Vascular cells,COL4A1,minor_axis_length,is_Vascular_cells,-0.004229329583095324
JRP141,RA,Vascular cells,COL4A1,area,is_Vascular_cells,0.046863327876688565
JRP141,RA,Vascular cells,COL4A1,eccentricity,is_Vascular_cells,0.02153983817246169
JRP141,RA,Vascular cells,COL4A1,alignment_score,is_Vascular_cells,-0.003942425254579808
JRP141,RA,Vascular cells,COL6A1,major_axis_length,is_Vascular_cells,0.028045099346352544
JRP141,RA,Vascular cells,COL6A1,minor_axis_length,is_Vascular_cells,0.017072786907177135
JRP141,RA,Vascular cells,COL6A1,area,is_Vascular_cells,0.021747420000981284
JRP141,RA,Vascular cells,COL6A1,eccentricity,is_Vascular_cells,0.008936247597625867
JRP141,RA,Vascular cells,COL6A1,alignment_score,is_Vascular_cells,-0.012023141141451848
JRP141,RA,Vascular cells,FN,major_axis_length,is_Vascular_cells,0.01304888426570533
JRP141,RA,Vascular cells,FN,minor_axis_length,is_Vascular_cells,0.001523106231012778
JRP141,RA,Vascular cells,FN,area,is_Vascular_cells,0.005636505017990027
JRP141,RA,Vascular cells,FN,eccentricity,is_Vascular_cells,0.018076999087176013
JRP141,RA,Vascular cells,FN,alignment_score,is_Vascular_cells,-0.00739555149080671
JRP141,RA,Vascular cells,MFAP5,major_axis_length,is_Vascular_cells,0.049457560458295635
JRP141,RA,Vascular cells,MFAP5,minor_axis_length,is_Vascular_cells,0.03777058320072961
JRP141,RA,Vascular cells,MFAP5,area,is_Vascular_cells,0.04537914480471688
JRP141,RA,Vascular cells,MFAP5,eccentricity,is_Vascular_cells,0.00933893707876155
JRP141,RA,Vascular cells,MFAP5,alignment_score,is_Vascular_cells,0.02417008728251368
JRP144,OA,CD4 T cells,CHP,major_axis_length,is_CD4_T_cells,0.012488563321889216
JRP144,OA,CD4 T cells,CHP,minor_axis_length,is_CD4_T_cells,0.006822044393902943
JRP144,OA,CD4 T cells,CHP,area,is_CD4_T_cells,0.006038385137374259
JRP144,OA,CD4 T cells,CHP,eccentricity,is_CD4_T_cells,0.016404277009789543
JRP144,OA,CD4 T cells,CHP,alignment_score,is_CD4_T_cells,0.01731374042766647
JRP144,OA,CD4 T cells,COL1A1bis,major_axis_length,is_CD4_T_cells,0.044457285934751636
JRP144,OA,CD4 T cells,COL1A1bis,minor_axis_length,is_CD4_T_cells,0.04970948989454884
JRP144,OA,CD4 T cells,COL1A1bis,area,is_CD4_T_cells,0.03752055716083341
JRP144,OA,CD4 T cells,COL1A1bis,eccentricity,is_CD4_T_cells,-0.013020755063697962
JRP144,OA,CD4 T cells,COL1A1bis,alignment_score,is_CD4_T_cells,-0.02166582666299647
JRP144,OA,CD4 T cells,COL4A1,major_axis_length,is_CD4_T_cells,-0.031199645003925768
JRP144,OA,CD4 T cells,COL4A1,minor_axis_length,is_CD4_T_cells,-0.029388479841129196
JRP144,OA,CD4 T cells,COL4A1,area,is_CD4_T_cells,-0.03824369288907621
JRP144,OA,CD4 T cells,COL4A1,eccentricity,is_CD4_T_cells,0.02716671809538271
JRP144,OA,CD4 T cells,COL4A1,alignment_score,is_CD4_T_cells,0.06896749078673478
JRP144,OA,CD4 T cells,COL6A1,major_axis_length,is_CD4_T_cells,0.011419281371107412
JRP144,OA,CD4 T cells,COL6A1,minor_axis_length,is_CD4_T_cells,0.008878482715448074
JRP144,OA,CD4 T cells,COL6A1,area,is_CD4_T_cells,0.006670570663011026
JRP144,OA,CD4 T cells,COL6A1,eccentricity,is_CD4_T_cells,0.013468924697716413
JRP144,OA,CD4 T cells,COL6A1,alignment_score,is_CD4_T_cells,-0.0017458461837391674
JRP144,OA,CD4 T cells,FN,major_axis_length,is_CD4_T_cells,-0.011258569686037981
JRP144,OA,CD4 T cells,FN,minor_axis_length,is_CD4_T_cells,-0.02440812178109215
JRP144,OA,CD4 T cells,FN,area,is_CD4_T_cells,-0.02112398214303359
JRP144,OA,CD4 T cells,FN,eccentricity,is_CD4_T_cells,0.022825020023529867
JRP144,OA,CD4 T cells,FN,alignment_score,is_CD4_T_cells,0.005290945546627408
JRP144,OA,CD4 T cells,MFAP5,major_axis_length,is_CD4_T_cells,-0.0009268398047739213
JRP144,OA,CD4 T cells,MFAP5,minor_axis_length,is_CD4_T_cells,-0.006834119838223374
JRP144,OA,CD4 T cells,MFAP5,area,is_CD4_T_cells,-0.009512923178017635
JRP144,OA,CD4 T cells,MFAP5,eccentricity,is_CD4_T_cells,0.016175145524430716
JRP144,OA,CD4 T cells,MFAP5,alignment_score,is_CD4_T_cells,0.0032571367304745926
JRP144,OA,CD8 T cells,CHP,major_axis_length,is_CD8_T_cells,0.020181629632531124
JRP144,OA,CD8 T cells,CHP,minor_axis_length,is_CD8_T_cells,0.008054202765622003
JRP144,OA,CD8 T cells,CHP,area,is_CD8_T_cells,0.010930209868899598
JRP144,OA,CD8 T cells,CHP,eccentricity,is_CD8_T_cells,0.021704454601150832
JRP144,OA,CD8 T cells,CHP,alignment_score,is_CD8_T_cells,0.002488571321582704
JRP144,OA,CD8 T cells,COL1A1bis,major_axis_length,is_CD8_T_cells,0.00848859946762831
JRP144,OA,CD8 T cells,COL1A1bis,minor_axis_length,is_CD8_T_cells,0.001007599006328431
JRP144,OA,CD8 T cells,COL1A1bis,area,is_CD8_T_cells,0.00145535814871249
JRP144,OA,CD8 T cells,COL1A1bis,eccentricity,is_CD8_T_cells,0.0051543129015644605
JRP144,OA,CD8 T cells,COL1A1bis,alignment_score,is_CD8_T_cells,0.013406081511126988
JRP144,OA,CD8 T cells,COL4A1,major_axis_length,is_CD8_T_cells,0.02046743648250467
JRP144,OA,CD8 T cells,COL4A1,minor_axis_length,is_CD8_T_cells,0.024916371107452845
JRP144,OA,CD8 T cells,COL4A1,area,is_CD8_T_cells,0.03139565282859001
JRP144,OA,CD8 T cells,COL4A1,eccentricity,is_CD8_T_cells,-0.01590051239740808
JRP144,OA,CD8 T cells,COL4A1,alignment_score,is_CD8_T_cells,0.035791174749394424
JRP144,OA,CD8 T cells,COL6A1,major_axis_length,is_CD8_T_cells,-0.0022209599068788357
JRP144,OA,CD8 T cells,COL6A1,minor_axis_length,is_CD8_T_cells,-0.001992527830010179
JRP144,OA,CD8 T cells,COL6A1,area,is_CD8_T_cells,-0.002285708362672611
JRP144,OA,CD8 T cells,COL6A1,eccentricity,is_CD8_T_cells,0.00043183514856388834
JRP144,OA,CD8 T cells,COL6A1,alignment_score,is_CD8_T_cells,-0.0049361752707397216
JRP144,OA,CD8 T cells,FN,major_axis_length,is_CD8_T_cells,-0.0004915825240489038
JRP144,OA,CD8 T cells,FN,minor_axis_length,is_CD8_T_cells,-0.008006967343838092
JRP144,OA,CD8 T cells,FN,area,is_CD8_T_cells,-0.009412717640749814
JRP144,OA,CD8 T cells,FN,eccentricity,is_CD8_T_cells,0.018684894559435825
JRP144,OA,CD8 T cells,FN,alignment_score,is_CD8_T_cells,0.01230750606676908
JRP144,OA,CD8 T cells,MFAP5,major_axis_length,is_CD8_T_cells,-0.0022260426684830095
JRP144,OA,CD8 T cells,MFAP5,minor_axis_length,is_CD8_T_cells,0.005864930060632241
JRP144,OA,CD8 T cells,MFAP5,area,is_CD8_T_cells,-0.003299975850731275
JRP144,OA,CD8 T cells,MFAP5,eccentricity,is_CD8_T_cells,0.005569516812397509
JRP144,OA,CD8 T cells,MFAP5,alignment_score,is_CD8_T_cells,0.02036470626103341
JRP144,OA,T cells,CHP,major_axis_length,is_T_cells,0.014906365970779243
JRP144,OA,T cells,CHP,minor_axis_length,is_T_cells,0.025879930890095004
JRP144,OA,T cells,CHP,area,is_T_cells,0.022661657806377713
JRP144,OA,T cells,CHP,eccentricity,is_T_cells,-0.0045575814182203
JRP144,OA,T cells,CHP,alignment_score,is_T_cells,0.0006309886182210343
JRP144,OA,T cells,COL1A1bis,major_axis_length,is_T_cells,0.01072630280576422
JRP144,OA,T cells,COL1A1bis,minor_axis_length,is_T_cells,0.007350905874009443
JRP144,OA,T cells,COL1A1bis,area,is_T_cells,0.005131955831816184
JRP144,OA,T cells,COL1A1bis,eccentricity,is_T_cells,0.01636236191031178
JRP144,OA,T cells,COL1A1bis,alignment_score,is_T_cells,-0.01813717944573302
JRP144,OA,T cells,COL4A1,major_axis_length,is_T_cells,-0.0197401086292611
JRP144,OA,T cells,COL4A1,minor_axis_length,is_T_cells,-0.056864641995745424
JRP144,OA,T cells,COL4A1,area,is_T_cells,-0.046284294527500484
JRP144,OA,T cells,COL4A1,eccentricity,is_T_cells,0.06751727957834813
JRP144,OA,T cells,COL4A1,alignment_score,is_T_cells,-0.001930458739292522
JRP144,OA,T cells,COL6A1,major_axis_length,is_T_cells,-0.0041853092988082975
JRP144,OA,T cells,COL6A1,minor_axis_length,is_T_cells,-0.005583576721171466
JRP144,OA,T cells,COL6A1,area,is_T_cells,-0.007570233640890005
JRP144,OA,T cells,COL6A1,eccentricity,is_T_cells,0.018170010307356602
JRP144,OA,T cells,COL6A1,alignment_score,is_T_cells,-0.010621200669212473
JRP144,OA,T cells,FN,major_axis_length,is_T_cells,-0.0008556757568497877
JRP144,OA,T cells,FN,minor_axis_length,is_T_cells,-0.0009677344146486631
JRP144,OA,T cells,FN,area,is_T_cells,0.0011688540873094199
JRP144,OA,T cells,FN,eccentricity,is_T_cells,0.002168387652504316
JRP144,OA,T cells,FN,alignment_score,is_T_cells,-0.007505182970768019
JRP144,OA,T cells,MFAP5,major_axis_length,is_T_cells,-0.008063946210844044
JRP144,OA,T cells,MFAP5,minor_axis_length,is_T_cells,-0.006750864136675048
JRP144,OA,T cells,MFAP5,area,is_T_cells,-0.006919388976004552
JRP144,OA,T cells,MFAP5,eccentricity,is_T_cells,0.002164437312044553
JRP144,OA,T cells,MFAP5,alignment_score,is_T_cells,0.03727920236771388
JRP144,OA,B cells,CHP,major_axis_length,is_B_cells,-0.004355955758674425
JRP144,OA,B cells,CHP,minor_axis_length,is_B_cells,-0.013316140353104666
JRP144,OA,B cells,CHP,area,is_B_cells,-0.0075204013317591864
JRP144,OA,B cells,CHP,eccentricity,is_B_cells,0.0027547370261666953
JRP144,OA,B cells,CHP,alignment_score,is_B_cells,0.020687552689042505
JRP144,OA,B cells,COL1A1bis,major_axis_length,is_B_cells,0.011053619399603632
JRP144,OA,B cells,COL1A1bis,minor_axis_length,is_B_cells,0.006178952584607054
JRP144,OA,B cells,COL1A1bis,area,is_B_cells,0.0005763930777905781
JRP144,OA,B cells,COL1A1bis,eccentricity,is_B_cells,0.008359562144759181
JRP144,OA,B cells,COL1A1bis,alignment_score,is_B_cells,-0.03453853142426569
JRP144,OA,B cells,COL4A1,major_axis_length,is_B_cells,0.005443575733102935
JRP144,OA,B cells,COL4A1,minor_axis_length,is_B_cells,0.0006984746617261858
JRP144,OA,B cells,COL4A1,area,is_B_cells,0.000596008932509488
JRP144,OA,B cells,COL4A1,eccentricity,is_B_cells,0.007471967116203504
JRP144,OA,B cells,COL4A1,alignment_score,is_B_cells,-0.009592824688030565
JRP144,OA,B cells,COL6A1,major_axis_length,is_B_cells,0.003238548095769474
JRP144,OA,B cells,COL6A1,minor_axis_length,is_B_cells,-0.0037071443210914324
JRP144,OA,B cells,COL6A1,area,is_B_cells,-0.0016290526043381602
JRP144,OA,B cells,COL6A1,eccentricity,is_B_cells,0.003937433071931021
JRP144,OA,B cells,COL6A1,alignment_score,is_B_cells,-0.004249272744818471
JRP144,OA,B cells,FN,major_axis_length,is_B_cells,-0.0038954311668900374
JRP144,OA,B cells,FN,minor_axis_length,is_B_cells,-0.010167390986507083
JRP144,OA,B cells,FN,area,is_B_cells,-0.004741263885682738
JRP144,OA,B cells,FN,eccentricity,is_B_cells,0.010582051726451196
JRP144,OA,B cells,FN,alignment_score,is_B_cells,-0.028151174205716514
JRP144,OA,B cells,MFAP5,major_axis_length,is_B_cells,0.0005157480683287862
JRP144,OA,B cells,MFAP5,minor_axis_length,is_B_cells,-0.006314219529621914
JRP144,OA,B cells,MFAP5,area,is_B_cells,-0.002876986376056225
JRP144,OA,B cells,MFAP5,eccentricity,is_B_cells,0.0005601105598388106
JRP144,OA,B cells,MFAP5,alignment_score,is_B_cells,-0.012165123717705385
JRP144,OA,Plasma cells,CHP,major_axis_length,is_Plasma_cells,0.005781961790146317
JRP144,OA,Plasma cells,CHP,minor_axis_length,is_Plasma_cells,-0.0026794652809820313
JRP144,OA,Plasma cells,CHP,area,is_Plasma_cells,-0.003243198682887471
JRP144,OA,Plasma cells,CHP,eccentricity,is_Plasma_cells,0.019857171298321426
JRP144,OA,Plasma cells,CHP,alignment_score,is_Plasma_cells,-0.0129189104627094
JRP144,OA,Plasma cells,COL1A1bis,major_axis_length,is_Plasma_cells,-0.011647330665641704
JRP144,OA,Plasma cells,COL1A1bis,minor_axis_length,is_Plasma_cells,-0.019929942425182444
JRP144,OA,Plasma cells,COL1A1bis,area,is_Plasma_cells,-0.015333139195669112
JRP144,OA,Plasma cells,COL1A1bis,eccentricity,is_Plasma_cells,0.007445106292650393
JRP144,OA,Plasma cells,COL1A1bis,alignment_score,is_Plasma_cells,-0.015124113794375137
JRP144,OA,Plasma cells,COL4A1,major_axis_length,is_Plasma_cells,-0.008181288142373844
JRP144,OA,Plasma cells,COL4A1,minor_axis_length,is_Plasma_cells,-0.01123046714552806
JRP144,OA,Plasma cells,COL4A1,area,is_Plasma_cells,-0.0055971532443244215
JRP144,OA,Plasma cells,COL4A1,eccentricity,is_Plasma_cells,-0.002115429294153378
JRP144,OA,Plasma cells,COL4A1,alignment_score,is_Plasma_cells,0.04897950922923091
JRP144,OA,Plasma cells,COL6A1,major_axis_length,is_Plasma_cells,0.0032637423781386628
JRP144,OA,Plasma cells,COL6A1,minor_axis_length,is_Plasma_cells,0.003874576076740142
JRP144,OA,Plasma cells,COL6A1,area,is_Plasma_cells,0.001990232165542459
JRP144,OA,Plasma cells,COL6A1,eccentricity,is_Plasma_cells,-0.0037053084800843755
JRP144,OA,Plasma cells,COL6A1,alignment_score,is_Plasma_cells,-0.01212263155312495
JRP144,OA,Plasma cells,FN,major_axis_length,is_Plasma_cells,0.023574798235756297
JRP144,OA,Plasma cells,FN,minor_axis_length,is_Plasma_cells,0.017884258085466426
JRP144,OA,Plasma cells,FN,area,is_Plasma_cells,0.014226907351104849
JRP144,OA,Plasma cells,FN,eccentricity,is_Plasma_cells,0.0025459012653406936
JRP144,OA,Plasma cells,FN,alignment_score,is_Plasma_cells,-0.017833312178324297
JRP144,OA,Plasma cells,MFAP5,major_axis_length,is_Plasma_cells,0.016527773296665115
JRP144,OA,Plasma cells,MFAP5,minor_axis_length,is_Plasma_cells,0.02472972123227197
JRP144,OA,Plasma cells,MFAP5,area,is_Plasma_cells,0.05537332188339334
JRP144,OA,Plasma cells,MFAP5,eccentricity,is_Plasma_cells,0.00341979258506741
JRP144,OA,Plasma cells,MFAP5,alignment_score,is_Plasma_cells,-0.02797089337262167
JRP144,OA,Macrophages,CHP,major_axis_length,is_Macrophages,-0.03601272492001346
JRP144,OA,Macrophages,CHP,minor_axis_length,is_Macrophages,-0.045047725807349705
JRP144,OA,Macrophages,CHP,area,is_Macrophages,-0.03751946561794528
JRP144,OA,Macrophages,CHP,eccentricity,is_Macrophages,-0.014708143437055751
JRP144,OA,Macrophages,CHP,alignment_score,is_Macrophages,-0.024057532087819248
JRP144,OA,Macrophages,COL1A1bis,major_axis_length,is_Macrophages,-0.0068032676706950845
JRP144,OA,Macrophages,COL1A1bis,minor_axis_length,is_Macrophages,-0.0026068154722827994
JRP144,OA,Macrophages,COL1A1bis,area,is_Macrophages,-0.015261782071642768
JRP144,OA,Macrophages,COL1A1bis,eccentricity,is_Macrophages,-0.01653563266676553
JRP144,OA,Macrophages,COL1A1bis,alignment_score,is_Macrophages,0.006842274023542291
JRP144,OA,Macrophages,COL4A1,major_axis_length,is_Macrophages,-0.03273134975881955
JRP144,OA,Macrophages,COL4A1,minor_axis_length,is_Macrophages,-0.03346364615772641
JRP144,OA,Macrophages,COL4A1,area,is_Macrophages,-0.03501953181812338
JRP144,OA,Macrophages,COL4A1,eccentricity,is_Macrophages,0.0013387705183621915
JRP144,OA,Macrophages,COL4A1,alignment_score,is_Macrophages,-0.017861198970180646
JRP144,OA,Macrophages,COL6A1,major_axis_length,is_Macrophages,-0.026308489931195028
JRP144,OA,Macrophages,COL6A1,minor_axis_length,is_Macrophages,-0.04442502341147179
JRP144,OA,Macrophages,COL6A1,area,is_Macrophages,-0.03456085132932157
JRP144,OA,Macrophages,COL6A1,eccentricity,is_Macrophages,0.022297113925022996
JRP144,OA,Macrophages,COL6A1,alignment_score,is_Macrophages,-0.017881255904684087
JRP144,OA,Macrophages,FN,major_axis_length,is_Macrophages,-0.025608402310795086
JRP144,OA,Macrophages,FN,minor_axis_length,is_Macrophages,-0.04588933133766578
JRP144,OA,Macrophages,FN,area,is_Macrophages,-0.02687891665982539
JRP144,OA,Macrophages,FN,eccentricity,is_Macrophages,0.024587101632816608
JRP144,OA,Macrophages,FN,alignment_score,is_Macrophages,-0.039569484007712596
JRP144,OA,Macrophages,MFAP5,major_axis_length,is_Macrophages,0.02289142679986285
JRP144,OA,Macrophages,MFAP5,minor_axis_length,is_Macrophages,0.021121324778342693
JRP144,OA,Macrophages,MFAP5,area,is_Macrophages,0.009186332874543787
JRP144,OA,Macrophages,MFAP5,eccentricity,is_Macrophages,-0.023503053311416253
JRP144,OA,Macrophages,MFAP5,alignment_score,is_Macrophages,0.001840187157016446
JRP144,OA,MERTK+ Macrophages,CHP,major_axis_length,is_MERTKpos_Macrophages,-0.020560113406621495
JRP144,OA,MERTK+ Macrophages,CHP,minor_axis_length,is_MERTKpos_Macrophages,-0.025849876183639573
JRP144,OA,MERTK+ Macrophages,CHP,area,is_MERTKpos_Macrophages,-0.016282046528176712
JRP144,OA,MERTK+ Macrophages,CHP,eccentricity,is_MERTKpos_Macrophages,0.0009110034255805063
JRP144,OA,MERTK+ Macrophages,CHP,alignment_score,is_MERTKpos_Macrophages,0.0033683029053830867
JRP144,OA,MERTK+ Macrophages,COL1A1bis,major_axis_length,is_MERTKpos_Macrophages,0.010138656277045433
JRP144,OA,MERTK+ Macrophages,COL1A1bis,minor_axis_length,is_MERTKpos_Macrophages,0.009904992101296698
JRP144,OA,MERTK+ Macrophages,COL1A1bis,area,is_MERTKpos_Macrophages,0.004085919297091862
JRP144,OA,MERTK+ Macrophages,COL1A1bis,eccentricity,is_MERTKpos_Macrophages,-0.000650678501444266
JRP144,OA,MERTK+ Macrophages,COL1A1bis,alignment_score,is_MERTKpos_Macrophages,-0.00853242738298334
JRP144,OA,MERTK+ Macrophages,COL4A1,major_axis_length,is_MERTKpos_Macrophages,-0.020781897914121467
JRP144,OA,MERTK+ Macrophages,COL4A1,minor_axis_length,is_MERTKpos_Macrophages,-0.02938271714149906
JRP144,OA,MERTK+ Macrophages,COL4A1,area,is_MERTKpos_Macrophages,-0.03030995303763351
JRP144,OA,MERTK+ Macrophages,COL4A1,eccentricity,is_MERTKpos_Macrophages,0.017585439517424053
JRP144,OA,MERTK+ Macrophages,COL4A1,alignment_score,is_MERTKpos_Macrophages,-0.03411068629621269
JRP144,OA,MERTK+ Macrophages,COL6A1,major_axis_length,is_MERTKpos_Macrophages,-0.02596108750211014
JRP144,OA,MERTK+ Macrophages,COL6A1,minor_axis_length,is_MERTKpos_Macrophages,-0.03843976305690269
JRP144,OA,MERTK+ Macrophages,COL6A1,area,is_MERTKpos_Macrophages,-0.028521441621378388
JRP144,OA,MERTK+ Macrophages,COL6A1,eccentricity,is_MERTKpos_Macrophages,0.02220491161134944
JRP144,OA,MERTK+ Macrophages,COL6A1,alignment_score,is_MERTKpos_Macrophages,-0.009135010742501963
JRP144,OA,MERTK+ Macrophages,FN,major_axis_length,is_MERTKpos_Macrophages,-0.009562068978043552
JRP144,OA,MERTK+ Macrophages,FN,minor_axis_length,is_MERTKpos_Macrophages,-0.020455536527286586
JRP144,OA,MERTK+ Macrophages,FN,area,is_MERTKpos_Macrophages,-0.019577533390089927
JRP144,OA,MERTK+ Macrophages,FN,eccentricity,is_MERTKpos_Macrophages,0.01200218345948608
JRP144,OA,MERTK+ Macrophages,FN,alignment_score,is_MERTKpos_Macrophages,-0.00882731294271539
JRP144,OA,MERTK+ Macrophages,MFAP5,major_axis_length,is_MERTKpos_Macrophages,0.02266314365200547
JRP144,OA,MERTK+ Macrophages,MFAP5,minor_axis_length,is_MERTKpos_Macrophages,0.018395266230353226
JRP144,OA,MERTK+ Macrophages,MFAP5,area,is_MERTKpos_Macrophages,0.006737870403935532
JRP144,OA,MERTK+ Macrophages,MFAP5,eccentricity,is_MERTKpos_Macrophages,-0.009886284107795493
JRP144,OA,MERTK+ Macrophages,MFAP5,alignment_score,is_MERTKpos_Macrophages,0.008766007133459503
JRP144,OA,Monocytes,CHP,major_axis_length,is_Monocytes,-0.01824547446359792
JRP144,OA,Monocytes,CHP,minor_axis_length,is_Monocytes,-0.016182179017235513
JRP144,OA,Monocytes,CHP,area,is_Monocytes,-0.01851134304998712
JRP144,OA,Monocytes,CHP,eccentricity,is_Monocytes,-0.007697228804484352
JRP144,OA,Monocytes,CHP,alignment_score,is_Monocytes,0.05217441158029851
JRP144,OA,Monocytes,COL1A1bis,major_axis_length,is_Monocytes,-0.0039076078728902935
JRP144,OA,Monocytes,COL1A1bis,minor_axis_length,is_Monocytes,0.024574367886856765
JRP144,OA,Monocytes,COL1A1bis,area,is_Monocytes,0.016244593074537152
