imageid,pathology,phenotype,fiber_type,feature_fiber,cell_feature,cross_morans_i
JRP112,RA,Neutrophils,FN,area,is_Neutrophils,-0.025389878014142258
JRP112,RA,Neutrophils,FN,eccentricity,is_Neutrophils,-0.05016344094972715
JRP112,RA,Neutrophils,FN,alignment_score,is_Neutrophils,0.04273924294868035
JRP112,RA,Neutrophils,MFAP5,major_axis_length,is_Neutrophils,-0.05383678658899732
JRP112,RA,Neutrophils,MFAP5,minor_axis_length,is_Neutrophils,-0.06601273577115035
JRP112,RA,Neutrophils,MFAP5,area,is_Neutrophils,-0.03604945064620853
JRP112,RA,Neutrophils,MFAP5,eccentricity,is_Neutrophils,0.047056172291888125
JRP112,RA,Neutrophils,MFAP5,alignment_score,is_Neutrophils,0.01279244644833102
JRP112,RA,Vascular cells,CHP,major_axis_length,is_Vascular_cells,0.03255885828336766
JRP112,RA,Vascular cells,CHP,minor_axis_length,is_Vascular_cells,0.009479295938838618
JRP112,RA,Vascular cells,CHP,area,is_Vascular_cells,-0.0036064196228059887
JRP112,RA,Vascular cells,CHP,eccentricity,is_Vascular_cells,0.0360223188597521
JRP112,RA,Vascular cells,CHP,alignment_score,is_Vascular_cells,-0.13288394512610038
JRP112,RA,Vascular cells,COL1A1bis,major_axis_length,is_Vascular_cells,0.03621674597352751
JRP112,RA,Vascular cells,COL1A1bis,minor_axis_length,is_Vascular_cells,-0.03876516308854169
JRP112,RA,Vascular cells,COL1A1bis,area,is_Vascular_cells,-0.02471252705654238
JRP112,RA,Vascular cells,COL1A1bis,eccentricity,is_Vascular_cells,0.05463323835465086
JRP112,RA,Vascular cells,COL1A1bis,alignment_score,is_Vascular_cells,-0.13698021569240187
JRP112,RA,Vascular cells,COL4A1,major_axis_length,is_Vascular_cells,0.07434724592551016
JRP112,RA,Vascular cells,COL4A1,minor_axis_length,is_Vascular_cells,0.04146691962567285
JRP112,RA,Vascular cells,COL4A1,area,is_Vascular_cells,0.07707726701747443
JRP112,RA,Vascular cells,COL4A1,eccentricity,is_Vascular_cells,-0.02607785257163635
JRP112,RA,Vascular cells,COL4A1,alignment_score,is_Vascular_cells,-0.29190127441663916
JRP112,RA,Vascular cells,COL6A1,major_axis_length,is_Vascular_cells,0.05339474954434154
JRP112,RA,Vascular cells,COL6A1,minor_axis_length,is_Vascular_cells,-0.013606289895794958
JRP112,RA,Vascular cells,COL6A1,area,is_Vascular_cells,0.005750627499904087
JRP112,RA,Vascular cells,COL6A1,eccentricity,is_Vascular_cells,0.05160592865534055
JRP112,RA,Vascular cells,COL6A1,alignment_score,is_Vascular_cells,-0.15484612886661622
JRP112,RA,Vascular cells,FN,major_axis_length,is_Vascular_cells,0.027700905799282412
JRP112,RA,Vascular cells,FN,minor_axis_length,is_Vascular_cells,-0.028158380705547163
JRP112,RA,Vascular cells,FN,area,is_Vascular_cells,-0.00022669553381543975
JRP112,RA,Vascular cells,FN,eccentricity,is_Vascular_cells,0.07601485806789207
JRP112,RA,Vascular cells,FN,alignment_score,is_Vascular_cells,-0.17235320089393577
JRP112,RA,Vascular cells,MFAP5,major_axis_length,is_Vascular_cells,0.060409897171474436
JRP112,RA,Vascular cells,MFAP5,minor_axis_length,is_Vascular_cells,0.011335426522303894
JRP112,RA,Vascular cells,MFAP5,area,is_Vascular_cells,0.011385320658635902
JRP112,RA,Vascular cells,MFAP5,eccentricity,is_Vascular_cells,0.03233965799662877
JRP112,RA,Vascular cells,MFAP5,alignment_score,is_Vascular_cells,-0.1302649199221968
JRP122,RA,CD4 T cells,CHP,major_axis_length,is_CD4_T_cells,-0.02503216406911938
JRP122,RA,CD4 T cells,CHP,minor_axis_length,is_CD4_T_cells,-0.03387454012780569
JRP122,RA,CD4 T cells,CHP,area,is_CD4_T_cells,-0.027045905507810067
JRP122,RA,CD4 T cells,CHP,eccentricity,is_CD4_T_cells,0.02555354574518442
JRP122,RA,CD4 T cells,CHP,alignment_score,is_CD4_T_cells,-0.039547667732177966
JRP122,RA,CD4 T cells,COL1A1bis,major_axis_length,is_CD4_T_cells,0.008058178771599943
JRP122,RA,CD4 T cells,COL1A1bis,minor_axis_length,is_CD4_T_cells,-0.022774513174295713
JRP122,RA,CD4 T cells,COL1A1bis,area,is_CD4_T_cells,-0.011233678747797808
JRP122,RA,CD4 T cells,COL1A1bis,eccentricity,is_CD4_T_cells,0.050173554348056676
JRP122,RA,CD4 T cells,COL1A1bis,alignment_score,is_CD4_T_cells,-0.07045170365289907
JRP122,RA,CD4 T cells,COL4A1,major_axis_length,is_CD4_T_cells,0.044644088254856044
JRP122,RA,CD4 T cells,COL4A1,minor_axis_length,is_CD4_T_cells,0.018640639635004553
JRP122,RA,CD4 T cells,COL4A1,area,is_CD4_T_cells,0.023316485993092415
JRP122,RA,CD4 T cells,COL4A1,eccentricity,is_CD4_T_cells,0.03589916660870043
JRP122,RA,CD4 T cells,COL4A1,alignment_score,is_CD4_T_cells,-0.03234412185804068
JRP122,RA,CD4 T cells,COL6A1,major_axis_length,is_CD4_T_cells,0.00047876040107301904
JRP122,RA,CD4 T cells,COL6A1,minor_axis_length,is_CD4_T_cells,-0.0066166981382173515
JRP122,RA,CD4 T cells,COL6A1,area,is_CD4_T_cells,-0.004625728412150636
JRP122,RA,CD4 T cells,COL6A1,eccentricity,is_CD4_T_cells,0.019895078388120487
JRP122,RA,CD4 T cells,COL6A1,alignment_score,is_CD4_T_cells,-0.03543681613658741
JRP122,RA,CD4 T cells,FN,major_axis_length,is_CD4_T_cells,-0.022554656705299977
JRP122,RA,CD4 T cells,FN,minor_axis_length,is_CD4_T_cells,-0.028009076570237424
JRP122,RA,CD4 T cells,FN,area,is_CD4_T_cells,-0.020038335388832547
JRP122,RA,CD4 T cells,FN,eccentricity,is_CD4_T_cells,0.00742119103447075
JRP122,RA,CD4 T cells,FN,alignment_score,is_CD4_T_cells,-0.02269494481605835
JRP122,RA,CD4 T cells,MFAP5,major_axis_length,is_CD4_T_cells,0.00566729124175451
JRP122,RA,CD4 T cells,MFAP5,minor_axis_length,is_CD4_T_cells,-0.005752427509633146
JRP122,RA,CD4 T cells,MFAP5,area,is_CD4_T_cells,-0.001716321411657688
JRP122,RA,CD4 T cells,MFAP5,eccentricity,is_CD4_T_cells,0.008131820119756689
JRP122,RA,CD4 T cells,MFAP5,alignment_score,is_CD4_T_cells,-0.04186348764246136
JRP122,RA,CD8 T cells,CHP,major_axis_length,is_CD8_T_cells,-0.008848849500854853
JRP122,RA,CD8 T cells,CHP,minor_axis_length,is_CD8_T_cells,-0.004837931179353403
JRP122,RA,CD8 T cells,CHP,area,is_CD8_T_cells,-0.008117894718697187
JRP122,RA,CD8 T cells,CHP,eccentricity,is_CD8_T_cells,-0.0034103856565827853
JRP122,RA,CD8 T cells,CHP,alignment_score,is_CD8_T_cells,-0.013902681443365343
JRP122,RA,CD8 T cells,COL1A1bis,major_axis_length,is_CD8_T_cells,0.05129188849850603
JRP122,RA,CD8 T cells,COL1A1bis,minor_axis_length,is_CD8_T_cells,0.04245342103707375
JRP122,RA,CD8 T cells,COL1A1bis,area,is_CD8_T_cells,0.04973904218360725
JRP122,RA,CD8 T cells,COL1A1bis,eccentricity,is_CD8_T_cells,-0.0057022118119216675
JRP122,RA,CD8 T cells,COL1A1bis,alignment_score,is_CD8_T_cells,-0.04271583014105322
JRP122,RA,CD8 T cells,COL4A1,major_axis_length,is_CD8_T_cells,0.02193008724891543
JRP122,RA,CD8 T cells,COL4A1,minor_axis_length,is_CD8_T_cells,0.016898110222250406
JRP122,RA,CD8 T cells,COL4A1,area,is_CD8_T_cells,-0.00022298791345461036
JRP122,RA,CD8 T cells,COL4A1,eccentricity,is_CD8_T_cells,0.014877575510045225
JRP122,RA,CD8 T cells,COL4A1,alignment_score,is_CD8_T_cells,0.008215630046653
JRP122,RA,CD8 T cells,COL6A1,major_axis_length,is_CD8_T_cells,-0.005406839339406732
JRP122,RA,CD8 T cells,COL6A1,minor_axis_length,is_CD8_T_cells,-0.0013105358402781867
JRP122,RA,CD8 T cells,COL6A1,area,is_CD8_T_cells,-0.009559501957000317
JRP122,RA,CD8 T cells,COL6A1,eccentricity,is_CD8_T_cells,0.00029327546603555803
JRP122,RA,CD8 T cells,COL6A1,alignment_score,is_CD8_T_cells,-0.01942898841254913
JRP122,RA,CD8 T cells,FN,major_axis_length,is_CD8_T_cells,-0.020194800057841068
JRP122,RA,CD8 T cells,FN,minor_axis_length,is_CD8_T_cells,-0.02379936645431315
JRP122,RA,CD8 T cells,FN,area,is_CD8_T_cells,-0.017429745371213747
JRP122,RA,CD8 T cells,FN,eccentricity,is_CD8_T_cells,0.006189540371298621
JRP122,RA,CD8 T cells,FN,alignment_score,is_CD8_T_cells,0.0040017763466490466
JRP122,RA,CD8 T cells,MFAP5,major_axis_length,is_CD8_T_cells,-0.0014631716904078195
JRP122,RA,CD8 T cells,MFAP5,minor_axis_length,is_CD8_T_cells,-0.0037499463751885635
JRP122,RA,CD8 T cells,MFAP5,area,is_CD8_T_cells,-0.007941124170392241
JRP122,RA,CD8 T cells,MFAP5,eccentricity,is_CD8_T_cells,0.0017054987301313089
JRP122,RA,CD8 T cells,MFAP5,alignment_score,is_CD8_T_cells,-0.008202753061628735
JRP122,RA,T cells,CHP,major_axis_length,is_T_cells,-0.008385927619692663
JRP122,RA,T cells,CHP,minor_axis_length,is_T_cells,-0.0050006689026855684
JRP122,RA,T cells,CHP,area,is_T_cells,-0.008821596252423148
JRP122,RA,T cells,CHP,eccentricity,is_T_cells,0.0009669715733028496
JRP122,RA,T cells,CHP,alignment_score,is_T_cells,-0.03227053057399909
JRP122,RA,T cells,COL1A1bis,major_axis_length,is_T_cells,0.028029480986281097
JRP122,RA,T cells,COL1A1bis,minor_axis_length,is_T_cells,0.023120845819725146
JRP122,RA,T cells,COL1A1bis,area,is_T_cells,0.021439965469351237
JRP122,RA,T cells,COL1A1bis,eccentricity,is_T_cells,-0.015007660208049233
JRP122,RA,T cells,COL1A1bis,alignment_score,is_T_cells,-0.03048832525801294
JRP122,RA,T cells,COL4A1,major_axis_length,is_T_cells,0.02848750540391709
JRP122,RA,T cells,COL4A1,minor_axis_length,is_T_cells,0.01702036821257228
JRP122,RA,T cells,COL4A1,area,is_T_cells,0.0146134818699793
JRP122,RA,T cells,COL4A1,eccentricity,is_T_cells,0.02442662273342722
JRP122,RA,T cells,COL4A1,alignment_score,is_T_cells,-0.03667228707650267
JRP122,RA,T cells,COL6A1,major_axis_length,is_T_cells,-0.001882304559104289
JRP122,RA,T cells,COL6A1,minor_axis_length,is_T_cells,0.000544724296876646
JRP122,RA,T cells,COL6A1,area,is_T_cells,-0.004953164832180576
JRP122,RA,T cells,COL6A1,eccentricity,is_T_cells,0.011356230668607432
JRP122,RA,T cells,COL6A1,alignment_score,is_T_cells,0.005739729249336188
JRP122,RA,T cells,FN,major_axis_length,is_T_cells,-0.01396172006715409
JRP122,RA,T cells,FN,minor_axis_length,is_T_cells,-0.014919841845545368
JRP122,RA,T cells,FN,area,is_T_cells,-0.012422722121426566
JRP122,RA,T cells,FN,eccentricity,is_T_cells,0.007523731982910638
JRP122,RA,T cells,FN,alignment_score,is_T_cells,-0.012571658970176803
JRP122,RA,T cells,MFAP5,major_axis_length,is_T_cells,-0.005317220547943839
JRP122,RA,T cells,MFAP5,minor_axis_length,is_T_cells,-0.001598037566697916
JRP122,RA,T cells,MFAP5,area,is_T_cells,-0.0059835561410576735
JRP122,RA,T cells,MFAP5,eccentricity,is_T_cells,0.00813400000475568
JRP122,RA,T cells,MFAP5,alignment_score,is_T_cells,0.008365414238977718
JRP122,RA,B cells,CHP,major_axis_length,is_B_cells,-0.033156634785245546
JRP122,RA,B cells,CHP,minor_axis_length,is_B_cells,-0.04178058716774292
JRP122,RA,B cells,CHP,area,is_B_cells,-0.028029745869942484
JRP122,RA,B cells,CHP,eccentricity,is_B_cells,0.015505880994232762
JRP122,RA,B cells,CHP,alignment_score,is_B_cells,-0.03638369127457399
JRP122,RA,B cells,COL1A1bis,major_axis_length,is_B_cells,0.0021005034748706112
JRP122,RA,B cells,COL1A1bis,minor_axis_length,is_B_cells,-0.03956979848666067
JRP122,RA,B cells,COL1A1bis,area,is_B_cells,-0.02483075045444726
JRP122,RA,B cells,COL1A1bis,eccentricity,is_B_cells,0.07480976217477502
JRP122,RA,B cells,COL1A1bis,alignment_score,is_B_cells,-0.08419535000981601
JRP122,RA,B cells,COL4A1,major_axis_length,is_B_cells,0.05125314412173827
JRP122,RA,B cells,COL4A1,minor_axis_length,is_B_cells,0.022501791460933736
JRP122,RA,B cells,COL4A1,area,is_B_cells,0.030910955925636717
JRP122,RA,B cells,COL4A1,eccentricity,is_B_cells,0.034729629770888885
JRP122,RA,B cells,COL4A1,alignment_score,is_B_cells,0.016192921374998913
JRP122,RA,B cells,COL6A1,major_axis_length,is_B_cells,-0.019939799019374888
JRP122,RA,B cells,COL6A1,minor_axis_length,is_B_cells,-0.02850420079395709
JRP122,RA,B cells,COL6A1,area,is_B_cells,-0.019022239879872747
JRP122,RA,B cells,COL6A1,eccentricity,is_B_cells,0.029151386320201818
JRP122,RA,B cells,COL6A1,alignment_score,is_B_cells,-0.022686830903762566
JRP122,RA,B cells,FN,major_axis_length,is_B_cells,-0.032672501574503486
JRP122,RA,B cells,FN,minor_axis_length,is_B_cells,-0.037118043131780215
JRP122,RA,B cells,FN,area,is_B_cells,-0.029381844640515156
JRP122,RA,B cells,FN,eccentricity,is_B_cells,0.01127529220658731
JRP122,RA,B cells,FN,alignment_score,is_B_cells,-0.015929909875576867
JRP122,RA,B cells,MFAP5,major_axis_length,is_B_cells,0.004652313427995264
JRP122,RA,B cells,MFAP5,minor_axis_length,is_B_cells,-0.008265808035869937
JRP122,RA,B cells,MFAP5,area,is_B_cells,-0.004302849713928282
JRP122,RA,B cells,MFAP5,eccentricity,is_B_cells,0.011352693167014543
JRP122,RA,B cells,MFAP5,alignment_score,is_B_cells,-0.0331272961031865
JRP122,RA,Plasma cells,CHP,major_axis_length,is_Plasma_cells,-0.02715570011059317
JRP122,RA,Plasma cells,CHP,minor_axis_length,is_Plasma_cells,-0.023972332453819172
JRP122,RA,Plasma cells,CHP,area,is_Plasma_cells,-0.015824325669651453
JRP122,RA,Plasma cells,CHP,eccentricity,is_Plasma_cells,-0.011817249212557236
JRP122,RA,Plasma cells,CHP,alignment_score,is_Plasma_cells,0.055693249186882336
JRP122,RA,Plasma cells,COL1A1bis,major_axis_length,is_Plasma_cells,0.05426366746950889
JRP122,RA,Plasma cells,COL1A1bis,minor_axis_length,is_Plasma_cells,0.066412461188273
JRP122,RA,Plasma cells,COL1A1bis,area,is_Plasma_cells,0.04900010835317161
JRP122,RA,Plasma cells,COL1A1bis,eccentricity,is_Plasma_cells,-0.0430258992960294
JRP122,RA,Plasma cells,COL1A1bis,alignment_score,is_Plasma_cells,-0.028697885443318454
JRP122,RA,Plasma cells,COL4A1,major_axis_length,is_Plasma_cells,0.012457786677291029
JRP122,RA,Plasma cells,COL4A1,minor_axis_length,is_Plasma_cells,0.06609243379642907
JRP122,RA,Plasma cells,COL4A1,area,is_Plasma_cells,0.028218516208986428
JRP122,RA,Plasma cells,COL4A1,eccentricity,is_Plasma_cells,-0.04588630265035302
JRP122,RA,Plasma cells,COL4A1,alignment_score,is_Plasma_cells,0.06129168077082096
JRP122,RA,Plasma cells,COL6A1,major_axis_length,is_Plasma_cells,-0.024535038112750852
JRP122,RA,Plasma cells,COL6A1,minor_axis_length,is_Plasma_cells,-0.025888623675577094
JRP122,RA,Plasma cells,COL6A1,area,is_Plasma_cells,-0.027830764281713855
JRP122,RA,Plasma cells,COL6A1,eccentricity,is_Plasma_cells,0.011268850405354606
JRP122,RA,Plasma cells,COL6A1,alignment_score,is_Plasma_cells,0.018898576261008774
JRP122,RA,Plasma cells,FN,major_axis_length,is_Plasma_cells,-0.01981760611872254
JRP122,RA,Plasma cells,FN,minor_axis_length,is_Plasma_cells,-0.021364657266113488
JRP122,RA,Plasma cells,FN,area,is_Plasma_cells,-0.02278364369617738
JRP122,RA,Plasma cells,FN,eccentricity,is_Plasma_cells,0.008685267429261167
JRP122,RA,Plasma cells,FN,alignment_score,is_Plasma_cells,0.005371792684630773
JRP122,RA,Plasma cells,MFAP5,major_axis_length,is_Plasma_cells,-0.006180648325977382
JRP122,RA,Plasma cells,MFAP5,minor_axis_length,is_Plasma_cells,-0.01589601626422336
JRP122,RA,Plasma cells,MFAP5,area,is_Plasma_cells,-0.015774688003911002
JRP122,RA,Plasma cells,MFAP5,eccentricity,is_Plasma_cells,0.013148134980465239
JRP122,RA,Plasma cells,MFAP5,alignment_score,is_Plasma_cells,0.0410337438559633
JRP122,RA,Macrophages,CHP,major_axis_length,is_Macrophages,0.0035533987873097293
JRP122,RA,Macrophages,CHP,minor_axis_length,is_Macrophages,-0.00966409218573511
JRP122,RA,Macrophages,CHP,area,is_Macrophages,-0.01559662026770606
JRP122,RA,Macrophages,CHP,eccentricity,is_Macrophages,0.0221569227167749
JRP122,RA,Macrophages,CHP,alignment_score,is_Macrophages,-0.039639632321404696
JRP122,RA,Macrophages,COL1A1bis,major_axis_length,is_Macrophages,-0.03629975190345031
JRP122,RA,Macrophages,COL1A1bis,minor_axis_length,is_Macrophages,-0.02976666181292071
JRP122,RA,Macrophages,COL1A1bis,area,is_Macrophages,-0.03391825255162597
JRP122,RA,Macrophages,COL1A1bis,eccentricity,is_Macrophages,0.0004126110263458735
JRP122,RA,Macrophages,COL1A1bis,alignment_score,is_Macrophages,0.01623439506316631
JRP122,RA,Macrophages,COL4A1,major_axis_length,is_Macrophages,-0.0679551612563195
JRP122,RA,Macrophages,COL4A1,minor_axis_length,is_Macrophages,-0.04287444341710821
JRP122,RA,Macrophages,COL4A1,area,is_Macrophages,-0.05317901744901204
JRP122,RA,Macrophages,COL4A1,eccentricity,is_Macrophages,-0.0386388619354605
JRP122,RA,Macrophages,COL4A1,alignment_score,is_Macrophages,-0.008199073367432492
JRP122,RA,Macrophages,COL6A1,major_axis_length,is_Macrophages,0.011048474859033283
JRP122,RA,Macrophages,COL6A1,minor_axis_length,is_Macrophages,0.0020375302195440124
JRP122,RA,Macrophages,COL6A1,area,is_Macrophages,0.0036548528375733563
JRP122,RA,Macrophages,COL6A1,eccentricity,is_Macrophages,0.006087318849343638
JRP122,RA,Macrophages,COL6A1,alignment_score,is_Macrophages,-0.018091427091908457
JRP122,RA,Macrophages,FN,major_axis_length,is_Macrophages,-0.01932994734358209
JRP122,RA,Macrophages,FN,minor_axis_length,is_Macrophages,-0.03195000795469599
JRP122,RA,Macrophages,FN,area,is_Macrophages,-0.02687635233477793
JRP122,RA,Macrophages,FN,eccentricity,is_Macrophages,0.01838443987432665
JRP122,RA,Macrophages,FN,alignment_score,is_Macrophages,0.006524893560330314
JRP122,RA,Macrophages,MFAP5,major_axis_length,is_Macrophages,0.030384940298780815
JRP122,RA,Macrophages,MFAP5,minor_axis_length,is_Macrophages,0.04096318945890356
JRP122,RA,Macrophages,MFAP5,area,is_Macrophages,0.02142571590184528
JRP122,RA,Macrophages,MFAP5,eccentricity,is_Macrophages,-0.02577348685292045
JRP122,RA,Macrophages,MFAP5,alignment_score,is_Macrophages,0.0025220000951192683
JRP122,RA,MERTK+ Macrophages,CHP,major_axis_length,is_MERTKpos_Macrophages,-0.005681118900214666
JRP122,RA,MERTK+ Macrophages,CHP,minor_axis_length,is_MERTKpos_Macrophages,-0.01058569251713552
JRP122,RA,MERTK+ Macrophages,CHP,area,is_MERTKpos_Macrophages,-0.011894340312236318
JRP122,RA,MERTK+ Macrophages,CHP,eccentricity,is_MERTKpos_Macrophages,0.009311804093688161
JRP122,RA,MERTK+ Macrophages,CHP,alignment_score,is_MERTKpos_Macrophages,-0.023797056814005367
JRP122,RA,MERTK+ Macrophages,COL1A1bis,major_axis_length,is_MERTKpos_Macrophages,-0.004141821258079499
JRP122,RA,MERTK+ Macrophages,COL1A1bis,minor_axis_length,is_MERTKpos_Macrophages,0.0007256092427568605
JRP122,RA,MERTK+ Macrophages,COL1A1bis,area,is_MERTKpos_Macrophages,-0.002949710002146211
JRP122,RA,MERTK+ Macrophages,COL1A1bis,eccentricity,is_MERTKpos_Macrophages,-0.006847870772956662
JRP122,RA,MERTK+ Macrophages,COL1A1bis,alignment_score,is_MERTKpos_Macrophages,0.0048891292169083445
JRP122,RA,MERTK+ Macrophages,COL4A1,major_axis_length,is_MERTKpos_Macrophages,-0.011230199865429358
JRP122,RA,MERTK+ Macrophages,COL4A1,minor_axis_length,is_MERTKpos_Macrophages,-0.005590230079078894
JRP122,RA,MERTK+ Macrophages,COL4A1,area,is_MERTKpos_Macrophages,-0.009068503901627499
JRP122,RA,MERTK+ Macrophages,COL4A1,eccentricity,is_MERTKpos_Macrophages,0.0023974896542584144
JRP122,RA,MERTK+ Macrophages,COL4A1,alignment_score,is_MERTKpos_Macrophages,0.010083602921191596
JRP122,RA,MERTK+ Macrophages,COL6A1,major_axis_length,is_MERTKpos_Macrophages,-0.018678246687364897
JRP122,RA,MERTK+ Macrophages,COL6A1,minor_axis_length,is_MERTKpos_Macrophages,-0.01450258421217666
JRP122,RA,MERTK+ Macrophages,COL6A1,area,is_MERTKpos_Macrophages,-0.014975368172895643
JRP122,RA,MERTK+ Macrophages,COL6A1,eccentricity,is_MERTKpos_Macrophages,-0.00951463588240385
JRP122,RA,MERTK+ Macrophages,COL6A1,alignment_score,is_MERTKpos_Macrophages,0.007880760353856252
JRP122,RA,MERTK+ Macrophages,FN,major_axis_length,is_MERTKpos_Macrophages,-0.015570387556419707
JRP122,RA,MERTK+ Macrophages,FN,minor_axis_length,is_MERTKpos_Macrophages,-0.024481972418387735
JRP122,RA,MERTK+ Macrophages,FN,area,is_MERTKpos_Macrophages,-0.019179015088447705
JRP122,RA,MERTK+ Macrophages,FN,eccentricity,is_MERTKpos_Macrophages,0.019134458624150873
JRP122,RA,MERTK+ Macrophages,FN,alignment_score,is_MERTKpos_Macrophages,0.00014172464483373773
JRP122,RA,MERTK+ Macrophages,MFAP5,major_axis_length,is_MERTKpos_Macrophages,0.004778589525593207
JRP122,RA,MERTK+ Macrophages,MFAP5,minor_axis_length,is_MERTKpos_Macrophages,0.004284815804870528
JRP122,RA,MERTK+ Macrophages,MFAP5,area,is_MERTKpos_Macrophages,0.0010629532907956763
JRP122,RA,MERTK+ Macrophages,MFAP5,eccentricity,is_MERTKpos_Macrophages,0.0028248609978745623
JRP122,RA,MERTK+ Macrophages,MFAP5,alignment_score,is_MERTKpos_Macrophages,-0.011178319287159661
JRP122,RA,Monocytes,CHP,major_axis_length,is_Monocytes,0.031264142490417014
JRP122,RA,Monocytes,CHP,minor_axis_length,is_Monocytes,0.026643954628978634
JRP122,RA,Monocytes,CHP,area,is_Monocytes,0.01900904397942799
JRP122,RA,Monocytes,CHP,eccentricity,is_Monocytes,0.0062650485358093375
JRP122,RA,Monocytes,CHP,alignment_score,is_Monocytes,0.04692781660010012
JRP122,RA,Monocytes,COL1A1bis,major_axis_length,is_Monocytes,0.013394050146620179
JRP122,RA,Monocytes,COL1A1bis,minor_axis_length,is_Monocytes,0.024777511629329143
JRP122,RA,Monocytes,COL1A1bis,area,is_Monocytes,0.013421928833600617
JRP122,RA,Monocytes,COL1A1bis,eccentricity,is_Monocytes,-0.023857841643798224
JRP122,RA,Monocytes,COL1A1bis,alignment_score,is_Monocytes,-0.019051099231415784
JRP122,RA,Monocytes,COL4A1,major_axis_length,is_Monocytes,0.009731981983977627
JRP122,RA,Monocytes,COL4A1,minor_axis_length,is_Monocytes,0.036797946367825504
JRP122,RA,Monocytes,COL4A1,area,is_Monocytes,0.03029853470506314
JRP122,RA,Monocytes,COL4A1,eccentricity,is_Monocytes,-0.02711124746473361
JRP122,RA,Monocytes,COL4A1,alignment_score,is_Monocytes,0.010627790636889423
JRP122,RA,Monocytes,COL6A1,major_axis_length,is_Monocytes,0.01645283100443789
JRP122,RA,Monocytes,COL6A1,minor_axis_length,is_Monocytes,0.020142303885861162
JRP122,RA,Monocytes,COL6A1,area,is_Monocytes,0.011674357592660285
JRP122,RA,Monocytes,COL6A1,eccentricity,is_Monocytes,-0.016256307137363434
JRP122,RA,Monocytes,COL6A1,alignment_score,is_Monocytes,0.022313878842958917
JRP122,RA,Monocytes,FN,major_axis_length,is_Monocytes,-0.008226459292321374
JRP122,RA,Monocytes,FN,minor_axis_length,is_Monocytes,-0.020872843613903427
JRP122,RA,Monocytes,FN,area,is_Monocytes,-0.019424051135071542
JRP122,RA,Monocytes,FN,eccentricity,is_Monocytes,0.00523004203083839
JRP122,RA,Monocytes,FN,alignment_score,is_Monocytes,0.056544451275920914
JRP122,RA,Monocytes,MFAP5,major_axis_length,is_Monocytes,0.02254350930897587
JRP122,RA,Monocytes,MFAP5,minor_axis_length,is_Monocytes,0.009799447447110032
JRP122,RA,Monocytes,MFAP5,area,is_Monocytes,-0.0016070687656304862
JRP122,RA,Monocytes,MFAP5,eccentricity,is_Monocytes,0.009862145298109361
JRP122,RA,Monocytes,MFAP5,alignment_score,is_Monocytes,0.024626779958008476
JRP122,RA,Dendritic cells,CHP,major_axis_length,is_Dendritic_cells,0.011043672324391454
JRP122,RA,Dendritic cells,CHP,minor_axis_length,is_Dendritic_cells,0.005425532011499137
JRP122,RA,Dendritic cells,CHP,area,is_Dendritic_cells,0.002208154533021527
JRP122,RA,Dendritic cells,CHP,eccentricity,is_Dendritic_cells,0.012749653544204652
JRP122,RA,Dendritic cells,CHP,alignment_score,is_Dendritic_cells,0.009504782342253252
JRP122,RA,Dendritic cells,COL1A1bis,major_axis_length,is_Dendritic_cells,-0.0007375984685278179
JRP122,RA,Dendritic cells,COL1A1bis,minor_axis_length,is_Dendritic_cells,-0.014574497760903653
JRP122,RA,Dendritic cells,COL1A1bis,area,is_Dendritic_cells,-0.013561723678851882
JRP122,RA,Dendritic cells,COL1A1bis,eccentricity,is_Dendritic_cells,0.01275026710157025
JRP122,RA,Dendritic cells,COL1A1bis,alignment_score,is_Dendritic_cells,-0.030585722532319008
JRP122,RA,Dendritic cells,COL4A1,major_axis_length,is_Dendritic_cells,0.007664875373058147
JRP122,RA,Dendritic cells,COL4A1,minor_axis_length,is_Dendritic_cells,-0.019573226214135788
JRP122,RA,Dendritic cells,COL4A1,area,is_Dendritic_cells,-0.019168470419611106
JRP122,RA,Dendritic cells,COL4A1,eccentricity,is_Dendritic_cells,0.036348733560515885
JRP122,RA,Dendritic cells,COL4A1,alignment_score,is_Dendritic_cells,-0.03498981859657591
JRP122,RA,Dendritic cells,COL6A1,major_axis_length,is_Dendritic_cells,-0.006847050774332845
JRP122,RA,Dendritic cells,COL6A1,minor_axis_length,is_Dendritic_cells,-0.00777852433600068
JRP122,RA,Dendritic cells,COL6A1,area,is_Dendritic_cells,-0.010293760908491005
JRP122,RA,Dendritic cells,COL6A1,eccentricity,is_Dendritic_cells,0.016451625074493735
JRP122,RA,Dendritic cells,COL6A1,alignment_score,is_Dendritic_cells,-0.009115510415257193
JRP122,RA,Dendritic cells,FN,major_axis_length,is_Dendritic_cells,-0.004365140155319939
JRP122,RA,Dendritic cells,FN,minor_axis_length,is_Dendritic_cells,-0.01876107439690096
JRP122,RA,Dendritic cells,FN,area,is_Dendritic_cells,-0.013572074169240268
JRP122,RA,Dendritic cells,FN,eccentricity,is_Dendritic_cells,0.017549613599068037
JRP122,RA,Dendritic cells,FN,alignment_score,is_Dendritic_cells,0.003362182570459795
JRP122,RA,Dendritic cells,MFAP5,major_axis_length,is_Dendritic_cells,0.004642242455750848
JRP122,RA,Dendritic cells,MFAP5,minor_axis_length,is_Dendritic_cells,0.0013180601389585218
