fov,label,centroid-0,centroid-1,major_axis_length,minor_axis_length,orientation,area,eccentricity,euler_number,alignment_score
fov0,1,27.646464646464647,8161.36026936027,21.97243611879047,17.49971222562465,1.194165595521961,297,0.6047184461279858,1,
fov0,2,53.27106227106227,8204.336996336997,25.21368716103816,14.689547769612092,0.7703969890812765,273,0.8127575048016723,1,
fov0,3,206.83693949481105,8026.584149206971,485.1012321324509,257.2263674167607,-1.0752524687251093,20428,0.8478394844908524,0,
fov0,4,89.3566206336312,8195.531275385865,87.31025730957188,24.33297117138726,0.8083346272877375,1231,0.9603795332738013,1,0.6343350882021549
fov0,5,216.77597242737568,7792.137863121615,136.08533843460384,67.35512921428773,-0.26824545942757383,2031,0.8689227500272627,1,0.5182214136556952
fov0,6,278.1453482190324,8249.429027113238,336.15800019425916,128.8652959637928,0.5332051207880653,9405,0.923604227764524,1,0.5563564985032569
fov0,7,241.57362637362638,8133.14945054945,37.15299563118905,19.65822930759587,-0.5675723440882589,455,0.8485497566192888,1,
fov0,8,271.563484708063,7916.879518072289,61.112309370186026,28.606936876660132,-0.04797952277313964,1079,0.8836732045810798,1,0.4755268334397059
fov0,9,292.8671875,8135.572265625,52.9008009341014,20.90937533354763,-1.561517429452345,512,0.918570873693794,1,1.0742112464473919
fov0,10,327.07988165680473,8178.07100591716,35.93705700604838,13.120816206385738,0.9220321479930474,338,0.9309661612448523,1,0.6742150402667996
fov0,11,330.77979274611397,8130.668393782384,27.472951217047505,18.261404404006033,0.6561160733406945,386,0.747106042579197,1,
fov0,12,340.4560975609756,9960.69512195122,30.47234639193681,17.267084378400167,1.4202097276962315,410,0.8239601975070968,1,
fov0,13,369.6403743315508,9881.787433155081,80.97998811147993,29.06538963248198,-1.2988483546268472,1496,0.933368078517349,1,1.178854452309035
fov0,14,383.26070038910507,10326.077821011673,27.708775038140477,24.188071426747264,0.06364584890644173,514,0.487829310195251,1,
fov0,15,381.0,7849.634730538922,19.934550646756097,11.10429148348366,-0.9116549680489162,167,0.8304873670087195,1,
fov0,16,469.33706253585774,10561.224612736662,164.12464487721107,66.07678899825399,1.0601038172366235,3486,0.9153754555342554,1,0.17768319466012342
fov0,17,445.4299674267101,10756.029315960912,31.363276017745864,16.828854636238365,0.6932650225206939,307,0.8438505099875604,1,
fov0,18,445.24303405572755,10206.690402476781,49.62548613525437,17.011277158784182,1.4853572686442347,646,0.9394109059132464,1,0.8198505263667073
fov0,19,481.21257367387034,10436.709626719057,166.52885638558655,52.733555208970095,0.7034407535324555,2545,0.9485380530578538,0,0.15683577226758522
